feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,11,11,10,13,11,6,14,6,14,13,9,13,9,9,3,6,3,1,1,8,10,11,9,""
02,15,6,15,15,15,9,5,20,12,16,15,8,11,8,11,5,4,3,3,3,4,12,9,4,""
03,14,14,14,13,16,6,7,9,8,6,9,3,6,11,0,4,4,0,5,7,8,7,7,7,""
04,9,10,11,14,14,10,10,10,7,9,9,5,7,6,5,3,1,1,4,5,6,9,11,6,""
05,14,8,16,7,7,13,13,8,7,9,6,7,11,12,11,1,4,4,2,4,4,4,10,14,""
06,10,9,9,12,9,11,8,17,12,13,11,12,2,7,6,2,3,2,2,3,2,4,5,10,""
07,11,10,11,9,12,10,14,11,17,4,12,10,9,11,4,2,4,5,6,5,3,6,9,7,""
08,11,14,12,9,10,13,15,14,13,13,14,8,6,9,7,8,7,8,0,1,2,7,8,8,""
09,12,15,11,13,16,6,13,11,7,10,11,13,12,10,5,2,7,3,2,5,3,8,8,11,""
10,8,8,14,15,4,9,14,15,12,7,9,4,6,5,3,4,4,2,1,3,4,7,11,16,""
11,10,12,11,11,13,14,12,8,7,8,7,5,11,3,8,4,2,0,4,3,4,5,2,10,""
12,8,17,6,8,10,8,10,11,14,9,13,8,6,8,3,4,1,2,2,2,3,8,4,9,""
13,7,6,12,16,5,8,11,7,11,11,8,11,7,6,6,3,2,3,6,5,3,3,7,9,""
14,8,12,6,10,10,7,7,5,14,12,9,5,-1,-1,-1,1,5,6,1,4,5,7,10,8,""
15,8,7,12,7,11,11,11,10,5,16,15,14,8,10,3,2,2,3,1,3,4,9,10,10,""
16,17,10,12,9,17,11,15,11,9,13,7,9,11,6,6,4,0,6,9,6,9,1,8,14,""
17,14,16,12,16,18,7,10,12,8,12,8,10,6,7,7,3,3,5,3,6,4,4,7,4,""
18,17,15,16,9,8,12,10,10,10,2,9,15,5,10,7,5,3,5,5,0,8,3,8,8,""
19,7,9,5,13,11,9,13,11,11,10,10,8,9,4,7,5,4,2,6,5,3,6,9,4,""
20,4,8,13,22,9,8,13,12,10,9,7,7,8,1,5,3,3,6,3,1,6,6,9,12,""
21,8,11,12,10,9,11,4,12,7,14,7,6,8,9,3,4,3,1,5,6,8,7,10,8,""
22,6,15,7,14,10,10,12,9,14,10,8,5,6,3,5,6,7,2,3,6,5,4,8,9,""
23,7,12,14,7,9,14,14,16,9,8,10,10,6,6,5,2,3,6,4,3,6,5,11,4,""
24,10,7,10,7,7,11,13,12,12,12,7,10,11,5,4,3,4,3,5,3,5,6,13,7,""
25,10,6,9,16,8,12,12,6,11,10,9,8,12,8,5,3,6,4,2,2,5,3,4,9,""
26,8,9,15,5,17,12,13,12,9,5,7,3,7,8,6,5,2,2,3,4,5,12,1,16,""
27,10,12,10,7,8,14,12,6,18,10,11,8,9,6,5,4,6,4,3,7,8,6,8,10,""
28,7,7,9,14,17,9,13,10,15,5,14,3,9,5,3,7,4,2,3,6,4,4,3,10,""
29,3,10,7,13,9,10,9,17,15,15,10,10,4,6,3,1,2,4,2,4,2,6,9,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
