feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,78,72,78,77,90,88,76,77,71,93,107,104,86,58,46,57,29,33,36,26,11,32,51,49,""
02,58,74,74,65,68,69,92,91,86,90,93,69,79,69,48,42,30,34,22,24,42,43,64,70,""
03,72,75,65,85,93,78,71,64,86,72,69,60,56,53,41,42,37,26,30,30,54,60,59,67,""
04,88,81,88,75,94,113,98,98,107,101,109,93,82,74,63,54,39,32,35,51,47,54,68,75,""
05,78,81,81,86,100,97,71,80,91,63,99,87,87,77,65,41,47,35,33,33,47,66,76,67,""
06,76,78,69,81,72,97,70,74,85,84,91,82,75,59,43,39,45,29,54,28,45,54,66,53,""
07,62,87,108,99,108,107,93,97,100,98,103,108,98,54,52,33,39,44,42,37,44,55,57,61,""
08,67,79,95,97,91,108,103,96,84,98,114,102,101,65,68,41,41,43,28,44,51,44,62,66,""
09,69,74,72,83,89,92,93,87,79,100,91,78,70,55,58,48,38,36,28,33,41,48,53,61,""
10,56,74,65,81,84,76,76,90,81,76,85,93,67,56,49,37,35,29,34,37,47,46,61,60,""
11,74,66,65,64,93,101,112,102,95,90,87,81,72,63,43,45,24,31,30,25,-1,56,62,69,""
12,71,78,91,88,95,127,98,110,131,112,100,107,105,93,58,47,46,48,43,43,49,67,68,76,""
13,87,77,92,115,112,117,111,114,90,115,97,68,82,64,38,45,27,26,36,29,34,52,40,53,""
14,56,64,95,79,88,78,61,81,79,71,79,84,47,50,38,27,24,23,37,35,45,58,65,65,""
15,63,51,78,89,81,99,80,98,88,88,66,71,69,37,24,28,15,12,21,25,26,35,39,29,""
16,44,52,47,63,52,59,63,55,69,84,82,95,70,47,37,29,25,29,37,22,37,41,48,61,""
17,57,68,83,81,67,85,74,78,80,90,61,75,56,46,36,35,22,24,18,25,33,36,38,25,""
18,34,42,49,30,37,37,51,44,50,47,54,79,48,43,32,25,14,32,20,17,38,51,61,55,""
19,69,75,59,61,62,77,73,93,103,93,111,86,60,38,38,34,34,22,29,40,35,44,58,72,""
20,52,63,65,84,75,88,89,102,105,98,90,79,68,54,38,42,29,30,20,36,43,58,52,71,""
21,70,56,59,73,82,79,90,82,89,106,80,83,79,37,41,34,19,28,32,41,38,43,71,83,""
22,69,69,74,77,78,77,76,101,115,75,105,90,80,53,56,35,25,29,25,33,31,58,64,75,""
23,63,53,65,66,73,90,63,90,101,85,72,67,54,39,47,28,22,21,26,34,33,48,60,71,""
24,58,67,60,87,71,61,80,83,86,85,68,73,94,61,42,43,16,23,35,30,34,52,47,58,""
25,62,62,79,72,72,73,84,91,88,78,73,69,75,45,58,29,20,28,20,29,31,75,57,56,""
26,71,64,62,60,66,89,69,81,65,97,80,82,80,45,28,31,25,24,26,29,25,37,40,58,""
27,38,62,52,56,84,66,91,60,92,79,105,81,59,44,40,28,31,17,26,24,37,39,46,61,""
28,55,54,69,55,71,57,78,78,86,101,66,84,74,55,38,38,27,25,17,25,44,34,44,51,""
29,52,59,56,58,71,61,72,82,82,110,82,72,53,56,50,25,23,19,24,26,43,42,47,4,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
