Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,244,227,249,229,226,201,230,51,0,1,128,125,129,124,140,124,116,111,99,91,129,135,186,211
1,168,187,212,215,242,236,236,262,215,153,127,154,146,168,150,165,151,131,132,167,152,186,203,227
2,244,229,249,286,276,290,282,283,302,252,191,190,162,155,160,143,134,137,132,100,143,178,206,203
3,208,233,214,250,228,221,242,259,275,390,346,175,191,164,162,182,160,140,131,145,161,174,218,229
4,268,261,240,246,287,271,293,287,268,250,250,180,172,185,174,149,152,140,142,132,158,162,165,227
5,209,216,214,216,227,241,279,290,255,242,196,179,161,166,148,149,8,10,0,1,2,0,0,0
6,0,1,3,2,4,0,209,212,200,154,164,145,116,134,141,139,149,137,125,122,165,172,208,247
7,256,281,262,269,254,384,379,332,332,452,565,281,124,124,150,139,109,88,98,111,135,174,211,196
8,240,233,235,212,199,183,201,218,198,168,180,117,125,110,112,120,106,87,91,124,154,167,202,217
9,227,245,198,238,238,132,155,190,181,184,154,127,124,100,95,118,129,103,88,106,136,170,193,229
10,240,214,222,192,195,188,199,183,177,168,157,144,126,126,120,133,112,94,111,128,124,147,187,193
11,221,233,223,195,198,177,228,224,226,194,157,153,125,112,117,115,105,89,107,92,107,141,155,202
12,189,215,186,220,170,223,241,227,233,214,180,145,139,125,111,104,104,125,113,126,143,162,190,214
13,245,231,240,250,210,212,229,214,193,187,169,135,111,124,148,119,122,107,123,120,153,177,196,234
14,241,240,235,245,239,226,427,496,555,301,168,154,111,122,145,127,143,133,119,141,162,169,206,219
15,220,224,230,231,248,198,217,236,224,203,187,174,144,155,135,145,143,160,137,147,173,183,214,224
16,263,224,262,241,233,244,240,264,288,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,3,0,0,27,114,94,89,66,87,61,75,73,68,79,95,107,131,153
21,168,181,194,202,181,186,258,253,260,273,243,214,176,164,176,193,206,169,156,200,218,249,252,280
22,315,343,332,365,321,312,330,284,267,288,230,211,190,119,63,184,186,173,175,195,187,213,265,284
23,296,303,295,328,318,295,267,299,264,266,198,212,180,164,144,177,167,181,172,179,193,250,259,299
24,311,356,315,342,315,294,282,283,297,272,232,131,135,139,150,159,159,178,175,152,190,196,257,288
25,291,279,329,324,308,297,297,286,259,243,224,198,174,181,187,192,187,190,176,205,198,213,238,280
26,293,309,327,315,327,293,276,297,295,265,207,172,171,194,193,183,192,169,172,187,206,231,283,328
27,343,367,344,371,329,309,267,299,266,241,214,223,163,151,153,167,196,179,179,191,213,225,288,303
28,307,342,306,330,297,273,261,241,276,202,210,179,151,155,167,159,160,157,177,163,172,227,251,304
29,319,336,316,310,294,280,257,263,249,201,181,171,114,174,178,167,171,162,152,184,215,217,255,279
30,285,270,262,286,301,259,241,237,225,215,182,144,154,152,171,166,150,207,161,-1,-1,-1,-1,-1,-1
