jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,174,139,125,140,137,125,134,144,24,0,2,78,88,77,52,48,60,56,55,66,71,83,100,113,""
02,124,150,133,117,131,139,151,134,123,134,67,64,87,81,80,61,62,56,78,65,72,96,113,136,""
03,159,139,170,130,164,155,145,133,127,116,118,78,95,70,87,73,64,60,72,70,85,96,114,144,""
04,154,143,124,138,133,139,127,115,113,109,94,94,89,64,72,60,48,52,62,62,71,92,118,146,""
05,138,139,139,140,133,158,133,137,123,114,94,88,72,72,69,66,59,58,67,63,72,111,105,127,""
06,133,137,147,135,136,133,144,125,121,84,73,86,83,62,59,65,46,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,1,139,114,93,92,88,78,72,83,58,56,48,41,75,85,92,111,116,""
08,146,163,158,135,157,146,149,128,120,111,101,78,80,67,83,56,42,80,67,72,63,112,127,116,""
09,153,162,137,144,136,131,127,94,105,84,74,71,70,67,62,89,141,43,61,68,74,85,98,121,""
10,131,116,113,129,111,114,112,91,84,98,80,77,54,52,47,54,50,56,51,52,69,73,90,108,""
11,126,100,108,121,113,107,108,117,85,70,81,58,76,61,55,56,49,51,48,53,69,88,110,115,""
12,119,138,123,112,107,109,99,101,107,88,91,91,66,60,70,44,48,81,93,75,66,79,116,138,""
13,118,137,134,126,118,117,122,119,111,103,99,81,82,84,58,74,52,64,67,70,84,96,108,105,""
14,124,128,143,144,135,165,136,128,108,100,80,95,66,83,53,55,79,59,50,60,71,70,106,120,""
15,121,128,131,127,125,130,112,115,98,108,80,73,77,63,68,68,63,60,58,70,106,94,110,104,""
16,133,129,147,131,126,100,121,107,94,101,84,92,80,66,77,58,63,51,64,69,69,96,98,115,""
17,136,135,135,131,123,124,104,112,89,89,84,71,81,77,73,63,54,60,61,68,77,89,113,120,""
18,134,151,177,120,136,128,108,111,98,81,89,80,74,67,68,72,75,62,75,64,79,87,112,115,""
19,131,147,150,126,139,138,123,106,111,92,73,90,86,77,76,66,58,62,46,42,52,64,85,86,""
20,81,92,75,85,65,92,73,78,61,70,59,54,35,52,32,38,47,35,43,39,64,57,80,77,""
21,84,88,87,87,83,85,75,78,78,74,57,56,54,45,55,49,48,49,46,35,55,73,77,91,""
22,99,86,99,96,100,73,77,96,105,93,108,94,83,83,59,68,75,71,64,69,80,131,147,135,""
23,158,189,160,174,157,149,107,115,104,117,82,72,79,67,79,58,65,79,64,79,68,97,131,119,""
24,161,184,192,166,137,143,137,118,102,113,116,85,86,88,98,61,63,65,85,91,106,101,134,145,""
25,160,161,186,151,153,150,119,112,116,107,101,82,76,92,74,72,62,71,77,86,67,97,119,144,""
26,156,176,180,169,167,131,130,109,96,139,87,78,109,83,83,76,62,78,75,82,96,101,122,136,""
27,158,190,208,159,158,150,123,116,19,101,77,78,76,67,88,73,71,78,63,78,76,98,131,181,""
28,166,219,185,176,170,183,145,145,122,125,108,96,70,82,86,69,13,86,76,75,78,98,109,148,""
29,168,193,176,171,-1,-1,-1,-1,-1,145,75,72,75,67,69,53,73,70,74,85,88,97,132,163,""
30,157,193,164,177,165,157,140,115,103,111,100,82,0,54,87,73,63,63,75,70,80,103,115,142,""
31,151,171,147,143,164,137,127,103,112,103,94,68,64,68,61,63,66,76,69,74,84,104,131,-1,""
