Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,1,1,0,0,2,5,2,3,3,6,0,2,0,0,3,0,0,0,0,0,0,1,1,2,""
2,5,3,1,3,2,1,2,2,3,2,1,3,1,2,1,0,2,2,0,1,0,0,2,3,""
3,0,5,2,1,2,5,2,5,2,0,2,0,1,1,0,0,2,1,0,2,2,1,1,1,""
4,4,3,1,2,1,2,5,1,1,2,0,0,0,2,0,1,1,1,1,0,0,2,0,0,""
5,5,1,3,1,4,1,0,2,1,2,2,2,2,1,0,0,0,0,2,1,2,1,0,3,""
6,1,3,5,6,4,1,2,4,4,2,2,3,0,2,0,0,0,0,0,1,0,1,0,5,""
7,2,3,4,4,2,3,2,2,3,2,3,2,0,2,0,0,0,0,0,2,1,2,2,3,""
8,4,1,2,2,3,2,4,1,0,4,0,1,1,1,0,0,0,0,1,0,0,0,2,3,""
9,2,2,3,3,1,5,5,2,2,3,1,1,0,0,1,0,0,0,0,0,1,0,2,1,""
10,0,2,0,0,1,1,2,0,1,0,2,1,0,2,1,0,0,0,0,0,1,1,0,2,""
11,1,3,1,0,3,4,3,4,3,2,3,0,1,0,0,0,0,0,0,2,0,2,1,1,""
12,2,2,0,1,2,1,4,2,-1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,3,""
13,4,2,3,4,1,0,5,1,1,1,0,1,3,0,0,0,0,0,0,1,1,1,2,3,""
14,3,4,0,1,2,2,0,2,3,1,4,3,1,0,1,0,2,0,0,0,0,1,0,2,""
15,4,1,1,2,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,""
16,0,2,4,2,5,3,2,1,4,2,1,4,-1,0,1,0,1,0,0,0,0,3,1,1,""
17,1,1,3,1,2,0,0,1,1,4,2,0,2,1,0,2,1,1,0,2,0,0,1,3,""
18,1,4,2,7,1,2,4,2,3,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2,""
19,1,1,1,3,4,4,1,3,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,2,""
20,2,4,0,2,1,0,2,3,0,0,0,3,0,0,0,0,0,1,1,0,3,1,2,4,""
21,1,2,4,1,5,2,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,""
22,1,3,2,2,5,6,1,3,0,2,3,0,2,0,0,1,0,0,0,0,0,0,0,3,""
23,2,1,4,0,0,3,1,6,0,0,1,1,1,2,2,0,1,0,0,1,0,2,0,2,""
24,0,4,4,3,1,5,5,4,3,4,3,1,1,1,2,0,0,0,2,0,2,1,1,1,""
25,2,1,3,0,2,0,3,0,1,5,3,0,1,0,0,2,0,1,0,0,0,1,1,2,""
26,0,0,3,5,0,2,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,""
27,2,1,1,2,1,1,2,4,5,2,3,0,1,1,0,1,0,0,0,0,0,2,2,1,""
28,2,0,1,3,1,0,2,0,1,2,0,0,2,1,0,0,0,0,2,0,1,1,1,0,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
