feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,38,37,39,23,29,23,42,31,43,16,13,14,12,16,16,12,12,13,11,14,33,24,30,""
02,43,25,35,33,34,29,36,34,28,20,21,24,13,13,17,7,10,6,16,11,24,24,36,28,""
03,24,32,34,32,44,31,32,41,30,30,30,27,22,20,13,17,7,11,9,15,21,25,30,34,""
04,31,30,48,45,29,35,27,33,29,45,26,15,19,15,23,9,7,15,12,16,33,33,32,29,""
05,31,37,36,26,37,38,28,33,35,34,25,21,11,8,14,11,7,14,11,18,18,21,26,24,""
06,31,37,32,39,38,21,28,39,21,20,23,29,7,16,12,11,6,10,10,10,18,20,25,29,""
07,31,27,34,33,26,23,32,40,21,17,22,22,16,10,6,11,10,14,17,16,14,25,24,25,""
08,23,32,30,35,35,13,18,21,26,32,26,12,13,15,8,5,6,8,5,8,24,15,22,24,""
09,27,35,39,24,28,22,23,20,25,25,20,18,14,10,17,13,4,6,8,14,18,21,20,22,""
10,45,21,35,33,43,24,20,17,32,25,19,18,14,10,10,10,10,8,15,14,23,26,20,20,""
11,24,26,20,32,21,30,44,35,28,23,25,19,19,23,12,5,4,9,5,12,13,24,27,30,""
12,27,33,18,35,28,27,25,24,24,24,21,25,14,17,9,7,8,6,8,12,17,28,21,38,""
13,29,39,33,42,40,27,28,40,43,23,42,24,19,15,26,12,8,10,11,17,22,30,29,39,""
14,27,41,48,35,28,30,29,31,35,28,32,22,15,22,7,12,12,18,11,20,31,28,26,26,""
15,36,39,41,48,35,31,37,28,28,25,23,23,18,12,10,8,6,10,14,18,13,25,29,31,""
16,33,29,36,36,27,23,32,37,32,33,27,17,13,14,9,14,8,10,15,13,17,18,33,30,""
17,22,34,34,31,28,28,32,34,33,27,25,19,20,18,14,9,4,9,11,12,18,17,26,19,""
18,39,27,28,36,43,26,22,35,21,27,19,20,16,19,16,13,7,10,7,8,12,20,33,35,""
19,26,28,26,28,23,39,25,26,31,12,18,19,22,27,16,7,7,6,16,9,17,21,28,29,""
20,38,44,36,38,44,29,42,35,32,36,25,24,29,19,12,14,7,11,11,19,12,19,27,21,""
21,37,35,29,32,31,29,24,29,25,23,23,20,13,13,14,9,12,7,12,15,25,24,21,33,""
22,20,37,34,36,25,23,22,25,20,27,19,10,15,12,15,8,9,6,7,9,20,13,22,26,""
23,28,30,24,29,23,17,24,18,32,26,26,34,12,10,13,6,19,7,12,14,18,28,22,36,""
24,33,36,36,51,38,31,28,21,30,26,25,9,14,18,7,10,9,8,11,14,16,22,15,24,""
25,37,34,33,42,26,22,38,27,29,22,25,14,20,7,14,7,6,2,10,22,11,38,41,39,""
26,38,29,49,33,31,50,26,25,30,29,24,33,20,16,12,13,13,11,8,10,17,26,36,30,""
27,43,36,48,66,34,39,41,43,35,29,27,14,26,17,23,7,14,11,7,9,23,33,38,46,""
28,40,40,62,68,69,36,37,40,36,36,27,17,21,14,14,9,16,16,7,18,26,32,32,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
