feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,24,26,41,39,26,25,15,25,32,36,47,47,43,31,31,27,34,37,38,23,26,22,11,""
02,11,10,17,34,35,31,27,21,21,32,41,46,37,34,24,21,22,28,34,25,39,30,21,18,""
03,14,23,25,37,41,39,28,26,24,49,35,58,49,39,43,41,20,21,37,34,32,27,20,3,""
04,14,13,19,33,46,46,30,23,27,35,39,37,41,37,39,25,24,21,26,29,21,27,7,10,""
05,14,13,18,36,30,39,21,18,18,15,37,28,39,45,26,30,25,17,26,26,25,21,21,9,""
06,11,13,27,23,42,29,24,17,17,29,31,39,41,35,47,34,50,28,28,23,17,21,13,15,""
07,14,20,25,32,31,36,23,24,21,30,29,33,36,43,45,26,23,23,22,16,25,25,22,12,""
08,14,13,15,32,25,23,14,23,26,36,38,34,30,31,45,35,19,20,20,22,27,21,19,12,""
09,10,10,22,28,26,22,24,18,20,29,26,34,34,46,30,27,28,24,25,30,37,21,15,17,""
10,9,15,11,16,28,32,24,14,23,22,36,26,23,22,35,17,23,17,17,17,10,15,17,8,""
11,6,6,14,28,35,31,21,13,23,38,27,37,27,27,32,29,18,20,20,33,20,17,21,21,""
12,17,15,26,37,33,31,32,16,13,27,32,39,46,46,37,26,19,23,28,22,35,30,23,14,""
13,8,13,20,15,35,24,19,18,22,27,30,27,35,29,29,19,33,20,32,27,31,21,18,22,""
14,16,15,17,29,29,34,16,24,21,29,29,37,37,37,31,32,23,13,19,19,21,22,19,15,""
15,16,25,22,29,22,22,19,16,26,38,28,36,33,41,44,30,28,23,21,22,21,19,18,11,""
16,15,21,29,36,30,30,19,18,21,25,21,33,26,21,26,23,20,23,19,21,22,12,15,12,""
17,14,10,19,29,21,26,21,10,12,29,23,19,33,32,43,25,25,16,20,23,29,25,11,15,""
18,12,10,20,10,33,35,33,13,26,26,37,29,33,34,36,37,21,24,22,24,21,19,21,12,""
19,16,14,28,34,43,44,25,22,22,12,41,35,48,43,28,25,27,16,27,31,28,23,31,19,""
20,12,19,23,38,18,40,21,15,23,31,29,26,27,35,24,32,25,13,33,25,26,18,16,9,""
21,16,13,16,27,43,31,24,17,20,33,35,35,27,42,40,27,15,21,19,20,27,29,18,14,""
22,11,18,20,44,33,41,19,23,27,38,32,24,20,40,41,28,30,17,19,15,27,26,15,18,""
23,14,23,18,30,32,48,21,15,27,28,26,32,26,27,42,30,23,19,14,18,18,22,15,12,""
24,14,11,22,26,39,27,17,18,37,29,32,34,27,39,36,35,27,22,22,21,23,27,19,19,""
25,10,14,21,25,32,38,24,21,36,29,32,31,32,45,39,34,18,27,25,18,29,21,14,21,""
26,22,27,29,41,45,22,30,21,23,24,32,43,56,52,26,37,27,28,21,27,30,24,10,17,""
27,15,18,19,24,34,30,31,23,41,40,32,39,29,49,57,29,33,25,22,-1,28,16,14,10,""
28,11,11,16,20,36,27,25,24,25,25,41,29,18,25,37,17,26,8,17,28,12,19,9,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
