feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,36,25,33,47,49,40,55,87,41,57,35,13,5,6,2,3,22,46,17,10,1,24,52,43,""
02,49,31,36,36,46,31,45,49,22,67,37,12,17,19,17,10,29,28,27,8,4,2,23,32,""
03,37,26,36,37,36,37,61,41,28,44,19,13,13,7,13,3,16,14,12,37,27,27,34,31,""
04,43,38,36,44,48,42,36,32,24,25,5,7,10,7,8,9,19,72,9,41,26,43,29,29,""
05,40,24,48,33,55,39,66,60,36,6,9,12,8,6,1,5,3,19,10,12,24,18,31,36,""
06,35,48,41,43,44,56,40,50,11,25,26,18,7,18,16,16,16,22,28,40,14,19,23,57,""
07,35,22,37,53,38,38,65,46,7,3,14,8,10,6,3,8,10,24,18,20,6,44,44,34,""
08,37,38,42,38,58,35,34,17,8,9,22,4,3,13,9,7,10,26,13,26,28,18,27,37,""
09,30,32,36,30,41,48,56,10,53,62,15,18,15,10,7,10,4,61,11,23,26,23,41,61,""
10,33,27,30,33,38,37,28,47,21,18,18,19,12,25,1,1,26,22,11,22,50,57,45,42,""
11,28,34,30,33,61,42,41,84,38,65,41,17,10,12,9,8,14,21,17,57,39,51,33,29,""
12,23,36,35,31,61,63,97,67,14,11,3,4,6,18,13,3,12,48,48,30,39,15,81,40,""
13,34,29,47,45,54,47,65,45,39,45,18,11,26,27,46,48,13,35,13,67,22,37,61,45,""
14,42,28,35,56,51,92,96,149,28,29,12,23,7,6,8,5,22,53,12,14,17,5,40,28,""
15,31,24,40,54,86,73,57,55,26,9,9,7,10,5,9,10,12,23,6,23,37,35,30,54,""
16,18,39,30,89,39,76,61,36,16,15,1,11,0,0,11,4,2,4,26,14,3,21,13,14,""
17,14,48,43,35,28,83,39,31,20,40,7,3,4,12,1,4,9,92,24,11,27,33,52,35,""
18,27,28,18,51,27,78,65,50,7,11,6,13,4,12,5,6,28,66,23,91,73,76,98,34,""
19,43,34,32,33,25,104,33,2,10,14,8,0,3,1,5,13,9,87,80,70,43,34,31,33,""
20,29,35,34,41,49,52,87,130,-1,-1,39,16,21,14,2,11,6,4,5,7,15,11,17,18,""
21,19,15,22,22,17,22,15,23,3,1,2,2,0,2,5,3,3,3,4,9,9,16,26,33,""
22,26,34,47,38,34,45,12,6,2,2,4,5,5,2,1,2,2,9,10,8,6,13,30,26,""
23,29,39,42,37,41,36,23,22,4,1,2,4,5,6,7,15,18,40,19,17,22,37,61,57,""
24,51,50,51,69,56,89,72,56,46,22,52,15,10,8,15,6,23,25,16,18,31,56,40,28,""
25,56,49,47,50,53,37,57,14,2,8,10,10,6,8,7,19,24,58,26,27,65,66,33,42,""
26,34,44,43,51,37,61,81,39,14,18,43,29,26,17,34,24,5,29,49,62,48,50,28,44,""
27,47,50,66,64,57,75,24,16,13,15,14,10,4,7,8,2,2,1,28,39,42,41,60,62,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
