feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,56,41,52,50,53,42,33,29,51,52,39,35,38,25,36,26,16,20,17,24,23,38,44,56,""
02,55,40,50,49,49,35,30,31,32,35,28,30,28,31,23,21,17,18,11,16,26,37,36,45,""
03,46,56,47,54,51,49,34,33,40,34,23,29,22,29,15,15,12,16,20,24,21,35,35,28,""
04,42,46,50,37,52,36,31,29,31,37,30,46,32,33,28,17,19,23,18,25,33,31,41,35,""
05,56,60,54,56,46,52,41,29,35,24,28,25,19,25,12,9,11,22,14,22,30,47,35,31,""
06,41,68,50,63,64,45,53,42,44,35,35,28,25,15,20,18,22,20,25,15,26,37,42,49,""
07,58,46,66,69,54,52,46,41,43,40,41,42,35,36,25,25,17,19,21,27,27,43,40,46,""
08,47,66,62,63,52,48,38,48,49,36,43,33,33,39,28,24,19,24,23,25,45,40,40,53,""
09,57,65,61,45,49,52,39,43,38,47,37,38,31,27,31,35,21,27,30,24,34,45,45,60,""
10,46,48,51,50,50,50,39,35,40,46,29,32,34,37,32,23,21,16,15,20,24,27,31,25,""
11,58,60,49,54,56,44,45,33,47,41,44,32,43,39,35,26,22,20,19,28,24,24,34,44,""
12,41,50,50,51,67,54,49,43,-1,-1,30,23,25,27,19,24,21,17,17,26,20,28,35,46,""
13,50,57,63,66,63,63,47,45,36,25,26,31,27,24,29,24,24,23,30,22,28,36,34,58,""
14,60,51,66,51,63,42,47,38,32,41,42,33,38,28,28,22,19,21,14,19,18,35,42,35,""
15,49,47,64,58,41,55,37,42,48,38,41,39,33,28,23,21,19,16,21,27,29,35,38,37,""
16,51,56,50,51,57,40,43,45,38,40,33,36,-1,21,17,23,16,23,24,22,35,44,43,43,""
17,62,55,48,52,45,41,37,37,46,48,38,31,34,36,24,27,28,28,24,17,27,25,28,32,""
18,48,57,51,52,53,41,40,27,39,47,31,41,27,29,27,22,20,21,14,19,23,25,40,44,""
19,40,58,50,50,47,51,37,34,41,28,26,28,31,28,24,16,13,13,15,16,22,42,36,33,""
20,58,60,44,62,60,36,31,35,34,26,15,24,22,24,23,15,13,15,13,19,25,39,33,37,""
21,43,53,57,44,65,42,40,27,30,30,35,33,31,23,21,19,16,10,12,16,15,36,27,39,""
22,71,49,61,57,63,52,38,44,33,35,48,35,44,29,36,23,14,19,12,15,21,29,31,31,""
23,50,55,52,52,51,40,31,38,40,36,31,32,37,31,31,26,14,16,24,13,31,29,40,43,""
24,34,51,45,41,52,39,41,34,40,35,36,26,31,21,22,15,14,15,12,11,21,31,25,26,""
25,41,44,47,57,46,35,30,32,27,38,40,23,18,18,17,13,11,8,11,18,15,28,31,25,""
26,39,46,45,49,38,27,33,27,32,25,14,15,16,20,15,12,16,10,10,11,20,22,29,36,""
27,50,56,47,30,33,34,32,42,47,28,24,23,17,23,17,21,15,9,17,13,18,27,30,37,""
28,46,49,59,44,43,35,32,28,30,33,28,39,26,29,23,20,12,19,13,16,17,32,27,28,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
