feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,20,14,24,17,18,15,6,23,24,24,25,28,24,25,-1,-1,-1,2,4,7,8,10,16,""
02,14,25,21,29,17,31,28,20,26,25,26,28,40,24,20,22,13,9,-1,4,5,9,19,10,""
03,16,19,23,26,29,36,26,25,31,39,34,42,35,24,28,26,19,10,7,6,9,9,10,21,""
04,18,20,25,24,32,36,37,22,26,27,29,28,30,34,25,27,14,13,14,5,10,8,10,13,""
05,15,14,22,20,25,30,31,24,17,29,29,22,22,25,16,31,21,7,5,8,7,9,11,16,""
06,20,12,25,21,31,31,20,32,21,27,33,32,41,31,27,16,6,12,12,10,7,3,11,11,""
07,21,23,19,38,24,16,30,17,22,26,29,28,31,33,30,21,11,9,12,4,5,3,9,8,""
08,15,21,21,25,31,20,29,20,36,29,22,32,31,34,48,16,12,8,12,8,6,7,13,15,""
09,21,24,18,-1,-1,-1,-1,14,26,22,24,23,29,21,29,15,21,15,11,8,4,9,6,13,""
10,23,19,18,24,18,26,20,18,22,20,29,25,21,17,28,17,19,8,3,10,7,8,8,8,""
11,13,17,21,22,26,27,20,27,19,26,35,33,28,32,22,15,15,11,3,10,7,11,10,7,""
12,14,20,28,21,31,-1,-1,-1,19,32,33,-1,19,21,24,23,19,8,8,8,5,9,12,8,""
13,12,23,22,24,25,27,32,23,31,24,32,22,18,33,27,19,19,4,3,6,4,5,14,8,""
14,-1,-1,-1,-1,-1,-1,-1,10,19,26,30,18,25,20,19,19,17,10,5,5,1,4,18,6,""
15,18,22,21,35,25,30,21,22,18,26,22,21,25,33,26,27,15,8,5,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,19,13,27,35,23,23,24,23,16,15,15,6,5,10,9,10,-1,""
17,13,9,20,28,17,28,26,26,28,39,32,31,35,36,25,19,19,9,10,7,4,5,10,27,""
18,24,19,30,31,29,26,32,17,39,32,39,37,36,33,21,14,17,14,8,9,6,8,8,14,""
19,14,18,24,25,25,35,29,27,30,30,24,39,27,28,30,24,20,10,12,6,7,6,21,12,""
20,15,15,-1,-1,-1,-1,-1,-1,-1,16,32,33,37,35,33,17,20,11,11,6,3,11,14,14,""
21,23,16,27,28,24,21,25,21,20,30,32,26,34,22,22,12,12,8,5,3,9,9,11,8,""
22,16,25,12,33,36,-1,-1,12,21,28,41,28,33,31,22,25,13,9,8,7,7,10,16,12,""
23,19,18,17,35,27,28,25,16,28,30,26,37,37,14,16,21,15,12,-1,4,12,6,14,16,""
24,16,26,17,22,22,22,29,21,28,27,30,39,31,20,17,21,25,13,8,10,5,-1,2,22,""
25,15,23,20,20,28,31,24,19,37,32,33,27,38,28,37,25,14,5,7,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,29,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
