Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,3,2,5,8,17,19,19,5,11,14,9,16,6,12,5,20,81,15,6,11,21,4,2,4
2,6,7,8,13,11,25,37,40,21,33,50,16,25,17,20,13,20,10,4,8,5,2,1,4
3,1,6,8,9,11,18,6,6,11,12,13,12,22,13,19,20,15,20,18,14,30,17,6,7
4,8,10,4,8,8,17,8,19,11,19,20,25,8,5,6,1,5,-1,4,4,2,2,1,-1,-1
5,-1,2,5,5,13,14,10,5,3,12,5,8,9,2,7,4,9,2,3,5,-1,2,7,7
6,3,1,8,8,14,16,8,8,9,16,13,9,9,9,5,6,8,4,1,6,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,22,6,2,7,2,-1,1,2
8,1,1,6,6,14,9,13,7,4,11,8,9,11,8,10,8,5,1,3,1,1,-1,3,-1,-1
9,2,2,5,4,7,17,10,11,5,19,10,14,19,10,9,2,6,5,3,2,5,1,1,5
10,2,4,8,10,14,31,15,11,12,15,26,12,13,19,10,13,8,5,3,9,2,2,1,1
11,3,10,8,17,20,22,17,35,21,20,21,18,27,11,9,16,15,12,7,3,2,3,-1,2
12,-1,5,9,8,13,13,9,6,10,6,17,16,13,15,8,9,8,5,9,5,3,1,1,2
13,10,4,6,11,18,8,10,13,13,14,15,19,9,16,13,11,6,4,5,3,1,2,2,7
14,3,16,10,15,22,13,13,10,12,21,11,13,25,16,18,5,11,8,8,3,11,18,21,14
15,17,27,37,37,44,59,34,32,40,41,56,65,58,33,49,37,45,47,39,5,-1,11,16,13
16,18,20,17,35,49,44,51,41,48,57,70,71,63,53,43,37,54,57,27,20,15,20,15,15
17,1,21,24,39,35,39,32,35,37,39,49,70,55,51,59,37,41,29,24,18,27,28,18,19
18,25,18,32,47,52,28,43,31,56,67,81,94,80,67,64,71,79,83,53,42,40,34,28,17
19,22,24,41,43,42,41,66,134,208,258,508,438,230,108,126,78,88,88,72,36,31,41,31,17
20,22,21,42,48,46,46,28,29,54,66,70,79,78,52,78,53,72,61,42,27,35,34,19,15
21,16,27,36,29,46,33,29,37,38,65,66,58,49,58,53,57,57,58,47,32,28,25,24,25
22,19,29,40,35,40,38,43,53,45,55,54,51,48,53,54,60,58,53,47,25,38,27,25,14
23,19,23,31,38,46,41,31,46,58,44,56,74,60,55,77,53,45,60,55,40,31,29,19,39
24,18,32,41,31,59,43,42,42,51,56,98,93,66,57,52,79,65,50,39,48,23,18,24,17
25,8,26,38,78,49,64,55,54,58,86,93,100,82,93,84,81,96,74,60,45,26,24,19,16
26,31,29,58,45,53,49,50,31,57,89,81,84,83,67,72,47,66,54,43,29,42,28,25,21
27,22,37,40,49,43,40,60,41,50,72,78,78,70,75,68,62,68,46,42,43,41,28,23,23
28,26,30,45,62,60,60,57,55,62,66,79,95,86,88,76,77,66,52,38,44,31,29,29,26
29,24,29,44,50,55,64,53,67,44,69,76,84,84,78,46,70,60,54,49,45,24,36,36,18
30,23,26,34,39,42,62,66,48,55,65,74,52,93,59,56,72,68,67,59,36,33,48,42,23
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
