Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,43,63,60,112,118,141,98,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,23
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,82,86,100,84,135,125,126,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,33,34,94,120,101,115,107,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,72,83
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,116,43
6,44,55,98,170,112,121,122,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,32,51,72,93,119,166,272,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,91,31
8,67,44,58,132,118,85,49,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,47,40
9,45,43,76,75,108,26,86,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,55,32
10,56,36,54,58,106,109,148,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,37,26
11,56,61,72,103,145,127,106,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,48,50
12,58,56,64,94,99,112,109,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,64,56
13,46,75,43,75,127,150,114,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,63,45
14,57,51,42,76,52,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,68,52
15,65,49,70,108,137,147,123,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,77,54
16,48,51,6,19,44,119,148,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,62,54
17,93,58,77,106,124,174,124,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,72,81
18,61,72,27,74,102,150,96,129,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,65,62
19,213,287,576,595,2,30,59,39,563,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,101,82
20,33,40,17,2,18,103,82,119,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,140,136
21,30,61,69,59,75,47,133,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,37
22,71,46,67,83,23,14,24,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,6,14
23,35,37,39,129,47,57,81,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,29,86
24,24,41,32,64,80,88,68,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,92,37
25,39,24,23,76,104,79,66,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,38,29
26,25,28,35,65,58,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,31,32
27,34,26,51,74,93,167,107,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,54,26
28,29,49,68,67,85,79,86,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,48,28
29,45,31,44,67,79,61,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,30,28
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,31,37
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,45,44
