Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,29,54,46,40,45,47,69,40,41,39,49,44,45,39,32,19,14,34,19,29,51,33,31,26
2,21,38,33,37,42,48,43,61,52,54,46,50,49,23,28,21,20,28,27,24,24,46,34,47
3,44,46,57,68,60,92,51,51,59,61,74,75,40,39,31,32,35,24,27,43,47,53,41,39
4,46,48,71,63,59,77,100,72,63,54,57,76,69,35,40,29,40,31,37,47,56,25,35,38
5,34,47,44,63,60,57,73,52,60,88,87,46,44,58,40,32,24,31,31,41,64,52,84,56
6,75,50,69,57,68,76,100,74,104,70,51,25,40,29,28,25,39,23,23,67,68,69,43,43
7,48,40,65,64,58,62,87,51,58,61,68,61,23,7,41,38,40,28,28,33,44,47,52,37
8,38,62,68,73,76,77,101,74,66,68,61,66,47,37,44,33,34,34,26,48,38,41,44,49
9,42,38,58,59,54,56,65,56,75,61,80,66,68,38,29,9,15,34,30,26,44,48,34,42
10,41,45,46,58,49,62,57,54,37,50,81,48,32,29,18,31,23,23,26,33,46,38,43,36
11,33,59,44,61,63,54,66,60,49,41,54,46,33,40,26,31,34,20,22,33,56,54,49,32
12,43,38,51,52,62,57,56,78,95,48,13,38,42,44,30,39,33,44,37,39,53,52,44,36
13,35,47,60,61,52,60,95,59,106,63,51,53,50,41,12,32,34,24,27,42,36,32,45,38
14,46,49,62,73,78,79,89,104,105,65,52,65,43,56,34,27,25,32,37,35,45,48,45,38
15,42,55,51,49,75,55,81,77,53,75,51,54,49,27,34,31,32,38,57,53,70,87,95,49
16,72,88,107,105,112,91,74,79,86,76,59,43,48,35,26,25,18,36,27,26,44,43,38,42
17,52,64,52,68,60,65,66,60,68,74,59,54,29,27,34,45,27,25,29,44,70,38,39,47
18,46,57,58,68,68,82,81,103,96,55,67,64,61,38,51,36,24,47,51,48,63,59,44,81
19,105,136,184,200,175,175,143,146,139,137,193,166,78,52,49,41,53,32,48,45,63,40,46,51
20,58,65,67,56,73,60,84,98,72,60,55,48,48,31,40,32,33,26,27,51,45,41,39,40
21,50,55,55,66,55,52,68,56,73,52,64,50,50,44,44,36,47,20,62,64,86,73,87,64
22,39,72,73,100,91,89,101,95,85,84,80,56,50,40,43,24,44,44,34,35,45,46,85,82
23,64,68,104,84,73,69,67,79,74,61,47,44,48,22,27,19,20,35,20,20,39,37,33,46
24,30,49,47,61,62,58,51,43,52,37,58,51,27,38,32,42,30,22,32,34,58,40,50,38
25,57,88,54,69,62,81,69,99,79,56,58,56,47,38,46,36,39,38,31,41,59,50,37,49
26,58,64,64,73,70,122,77,99,69,82,48,32,38,35,29,16,13,19,37,28,38,44,59,32
27,54,52,50,67,60,72,84,106,84,61,54,46,38,29,44,23,35,44,35,35,45,52,33,31
28,39,68,78,59,64,60,86,70,63,49,50,49,36,51,37,27,25,29,31,34,45,45,45,44
29,56,53,62,70,61,78,67,59,70,49,60,45,32,32,28,32,35,21,36,32,42,24,36,60
30,47,61,50,66,66,72,70,62,69,54,67,45,34,28,25,21,27,29,14,37,32,27,41,42
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
