jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,20,27,19,17,14,24,24,38,69,59,63,33,38,50,25,25,30,-1,-1,9,16,16,27,""
02,22,27,38,40,44,41,58,58,80,76,95,110,77,58,39,44,27,17,13,-1,-1,-1,25,18,""
03,30,38,44,40,40,46,62,86,69,-1,-1,-1,-1,73,63,38,31,13,9,11,9,17,19,33,""
04,31,42,34,42,43,44,48,69,79,112,129,-1,-1,-1,-1,-1,35,25,13,13,10,18,13,29,""
05,-1,-1,38,39,45,48,60,83,101,117,-1,-1,-1,94,57,37,36,21,-1,-1,9,28,13,19,""
06,28,38,46,32,37,46,68,110,112,114,142,109,-1,-1,-1,-1,33,23,-1,-1,-1,14,21,39,""
07,21,40,43,47,48,62,53,99,104,123,160,140,103,93,73,84,52,42,20,12,12,12,17,25,""
08,27,37,33,36,24,43,66,74,89,113,155,158,125,96,89,57,41,24,18,13,13,18,14,25,""
09,26,46,41,61,46,52,75,97,103,139,145,156,135,114,-1,-1,24,27,14,14,5,5,12,30,""
10,26,16,37,46,23,41,62,115,137,146,155,177,143,95,88,61,45,29,21,13,27,30,18,29,""
11,33,27,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,9,18,-1,-1,16,17,""
12,31,47,38,62,62,59,103,135,123,160,170,156,130,-1,-1,-1,-1,-1,-1,9,15,15,17,21,""
13,37,32,42,39,50,62,68,84,123,135,149,111,112,100,79,59,41,29,18,20,8,17,24,27,""
14,45,44,40,31,36,58,70,84,-1,129,-1,148,77,85,81,57,56,37,-1,-1,-1,13,11,30,""
15,35,46,52,48,51,52,72,106,102,123,143,149,127,92,97,60,28,30,24,15,12,12,22,24,""
16,25,47,48,39,33,53,100,116,128,138,144,132,96,85,77,-1,41,-1,-1,-1,10,-1,14,34,""
17,30,44,57,54,43,47,76,111,110,146,146,-1,-1,-1,68,66,42,26,24,30,22,20,25,32,""
18,39,48,61,50,75,49,70,95,116,121,123,104,101,97,84,45,35,36,13,9,11,9,11,37,""
19,30,49,60,56,54,55,78,106,109,144,130,131,121,83,61,61,-1,-1,16,15,21,13,27,34,""
20,38,-1,53,63,51,70,86,118,113,139,143,127,129,87,85,58,53,41,-1,-1,-1,-1,-1,-1,""
21,-1,-1,79,74,51,63,93,87,-1,-1,-1,-1,-1,-1,-1,106,69,32,26,15,23,16,36,32,""
22,55,47,73,70,55,81,84,88,107,-1,-1,-1,-1,-1,-1,87,38,-1,-1,-1,11,21,17,47,""
23,26,50,55,54,50,60,68,98,91,101,125,122,129,67,72,61,38,26,27,22,15,12,18,19,""
24,38,47,61,71,69,85,74,94,92,114,121,147,135,92,59,59,48,-1,-1,-1,-1,50,23,43,""
25,41,63,50,71,70,83,93,97,106,116,131,111,112,-1,62,62,42,28,-1,-1,-1,-1,-1,40,""
26,46,49,52,57,48,54,75,81,78,102,108,102,80,76,70,60,34,23,12,8,16,14,16,29,""
27,29,54,45,67,39,59,69,71,94,95,128,103,56,62,54,45,58,30,21,17,12,11,32,10,""
28,31,50,48,49,43,54,60,70,61,85,112,111,81,66,62,52,34,34,19,21,18,14,13,28,""
29,51,62,69,49,39,56,58,77,98,95,99,82,79,68,51,34,28,25,14,22,46,15,10,25,""
30,40,49,80,56,43,47,60,84,64,88,85,108,77,62,56,41,53,15,12,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
