jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,74,9,13,19,17,31,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,30,35,41,48,55,60,65,78,46,38,22,21,24,45,44,80,33,7,90,18,21,23,38,28,""
03,23,31,70,63,105,94,39,101,78,59,22,39,204,69,145,48,14,60,24,56,135,45,264,117,""
04,86,39,67,87,73,4,92,105,96,68,32,38,97,38,59,44,26,29,89,59,72,144,11,6,""
05,239,148,70,87,94,158,155,182,233,170,93,47,42,134,122,47,32,20,34,109,130,100,54,76,""
06,78,58,80,151,108,122,218,159,194,124,75,75,47,109,123,85,52,28,23,41,52,69,65,109,""
07,61,62,89,97,135,147,248,266,196,112,6,6,6,6,95,103,64,236,70,50,63,58,74,84,""
08,60,60,87,167,180,215,179,206,214,140,198,95,44,112,252,65,11,14,198,190,95,55,67,45,""
09,84,77,79,154,154,161,210,195,211,201,114,117,122,127,137,93,85,29,13,23,27,49,44,57,""
10,70,68,98,124,189,207,269,169,79,202,98,71,94,154,143,99,71,25,120,17,43,6,18,17,""
11,6,339,155,132,147,190,83,6,9,6,6,6,6,18,142,93,100,6,83,33,31,49,54,61,""
12,240,100,104,147,151,190,190,132,186,213,173,138,236,151,6,6,76,43,98,40,160,6,72,82,""
13,61,112,85,151,147,198,249,267,8,122,87,97,81,107,128,81,43,36,41,45,151,234,88,77,""
14,94,101,97,129,185,196,88,7,9,164,25,6,183,52,9,9,168,30,6,33,89,82,58,73,""
15,89,95,86,131,144,154,193,183,161,150,115,44,82,125,101,182,147,190,139,118,31,57,67,47,""
16,118,74,89,127,174,172,218,220,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,152,28,162,10,145,102,76,125,98,156,181,95,53,20,6,6,6,118,56,-1,-1,-1,-1,-1,""
18,83,81,75,96,138,157,188,171,175,106,65,57,62,81,88,60,44,34,21,31,41,46,75,63,""
19,83,84,96,112,109,140,172,160,155,130,89,83,70,6,6,30,312,48,77,51,52,32,133,125,""
20,181,160,51,94,77,82,152,119,112,148,57,30,49,82,152,6,6,11,60,6,6,6,6,6,""
21,78,171,225,114,90,136,13,8,6,48,92,42,49,35,59,56,43,30,40,20,283,46,26,32,""
22,46,59,143,74,67,96,166,84,51,124,81,45,39,90,97,180,97,18,14,210,21,33,30,24,""
23,35,56,45,90,65,85,198,112,108,59,42,32,46,38,66,39,28,26,17,13,17,36,39,36,""
24,50,56,37,64,77,113,109,13,97,130,28,57,25,35,6,6,6,7,39,86,32,30,49,47,""
25,41,43,49,56,61,98,112,168,122,53,38,20,16,36,45,47,27,17,25,6,18,29,23,6,""
26,0,0,0,57,98,94,112,129,116,84,58,45,47,70,73,54,38,31,16,34,33,50,67,80,""
27,76,63,64,112,94,102,120,117,116,87,84,36,38,100,75,84,56,35,13,31,13,33,50,75,""
28,60,64,61,97,87,99,127,130,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
