jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,119,147,152,165,184,253,183,171,176,189,188,136,177,168,131,103,72,64,65,90,49,74,-1,99,""
02,244,213,177,181,223,221,225,237,215,212,215,262,265,184,172,152,129,95,112,117,110,118,191,212,""
03,190,237,257,281,233,229,243,188,222,223,249,260,225,242,202,176,120,98,102,121,166,130,148,136,""
04,112,136,175,278,289,282,287,228,218,216,221,221,220,181,208,159,101,97,93,160,89,108,139,47,""
05,18,12,7,169,203,110,114,177,164,162,222,203,185,144,170,107,104,112,119,42,31,73,118,6,""
06,13,7,254,112,210,257,188,236,249,254,221,212,271,270,170,9,81,138,144,39,29,29,54,17,""
07,0,26,92,211,185,247,282,289,238,244,222,215,244,222,178,118,40,27,28,22,14,24,69,63,""
08,22,26,38,79,195,206,256,267,211,122,118,197,194,164,121,70,61,33,36,30,44,65,60,6,""
09,6,42,180,122,244,235,256,257,242,166,168,205,202,184,118,82,45,46,45,29,25,72,121,7,""
10,35,15,13,126,210,244,237,228,235,236,251,240,218,220,171,82,49,126,95,71,153,155,144,7,""
11,0,7,2,210,143,217,62,45,28,4,90,251,155,211,170,61,2,90,137,192,135,121,58,133,""
12,6,4,18,24,227,214,184,194,175,199,203,245,254,201,188,91,82,80,45,38,101,149,171,99,""
13,2,9,9,186,273,280,232,134,140,186,89,131,239,240,230,154,98,73,48,67,203,114,96,122,""
14,71,4,17,124,253,199,167,58,88,46,260,268,268,254,230,176,103,9,78,56,67,71,145,2,""
15,5,12,45,251,200,270,283,265,254,175,171,204,237,196,133,120,111,56,56,123,105,91,193,65,""
16,9,8,20,103,202,237,161,193,271,156,12,160,187,201,182,159,44,87,114,64,42,32,96,42,""
17,13,7,3,261,241,227,226,259,253,202,169,150,187,213,52,41,70,54,107,73,92,119,133,65,""
18,4,3,41,225,246,265,266,242,237,264,267,254,233,227,181,136,146,83,25,0,54,29,122,43,""
19,23,37,43,285,142,174,311,213,109,81,95,101,223,227,187,116,79,65,19,67,190,145,160,192,""
20,182,230,239,146,266,181,187,73,134,137,128,134,96,195,99,260,158,107,46,20,85,39,135,18,""
21,15,36,176,242,230,150,168,188,230,97,130,85,39,7,19,155,190,189,100,155,117,21,154,162,""
22,184,194,222,253,265,272,249,215,259,207,8,191,254,211,181,146,129,123,125,124,166,185,169,186,""
23,232,207,238,284,273,283,253,245,237,225,247,212,224,249,222,181,20,63,60,121,141,136,141,184,""
24,214,240,230,268,299,184,47,45,30,1,3,93,198,194,31,39,189,255,107,71,106,91,136,212,""
25,202,223,239,291,266,249,243,292,261,256,244,231,180,233,231,169,134,141,126,112,155,163,89,49,""
26,0,2,2,222,259,259,242,282,183,246,243,224,220,173,174,79,55,53,36,45,58,63,94,87,""
27,11,4,6,107,269,272,249,240,178,253,209,168,173,135,107,97,127,66,45,71,61,53,85,80,""
28,10,6,15,3,98,248,238,263,195,172,188,219,191,109,79,105,96,90,76,76,112,144,163,95,""
29,144,145,155,227,238,198,148,71,221,272,211,187,173,156,109,88,18,121,133,70,103,106,113,145,""
30,153,171,226,319,197,144,218,120,169,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
