jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,6,-1,-1,-1,50,49,52,49,38,-1,-1,-1,-1,-1,-1,-1,-1,14,5,5,-1,21,""
03,19,14,15,16,23,18,34,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,11,46,-1,-1,-1,-1,11,""
04,32,-1,9,4,5,34,31,46,-1,52,6,6,-1,-1,5,10,10,3,1,72,-1,-1,-1,10,""
05,9,11,31,7,6,23,37,-1,-1,-1,41,7,-1,-1,-1,13,6,6,6,16,-1,-1,14,40,""
06,76,25,14,12,16,37,36,56,69,30,15,3,1,5,7,9,17,3,2,4,7,8,5,14,""
07,16,19,17,17,21,13,59,65,31,-1,-1,-1,1,9,10,12,8,7,2,1,9,3,39,19,""
08,46,16,67,44,16,39,67,69,45,36,4,48,42,79,64,48,37,16,-1,-1,-1,-1,-1,40,""
09,18,-1,34,24,11,34,41,39,62,-1,-1,-1,12,-1,31,66,54,60,3,0,3,4,8,18,""
10,19,12,12,5,16,18,78,-1,34,-1,-1,-1,12,2,12,25,36,11,9,3,3,12,12,4,""
11,18,13,15,16,31,35,50,-1,-1,-1,-1,36,6,29,-1,46,10,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,21,24,16,16,19,26,54,71,51,-1,-1,-1,-1,5,5,16,10,18,-1,-1,-1,-1,29,-1,""
16,-1,22,27,6,18,36,50,66,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,2,4,10,9,""
17,13,19,8,10,12,23,29,26,-1,-1,51,-1,-1,-1,-1,-1,11,4,84,31,5,19,-1,5,""
18,19,18,5,12,18,-1,18,53,-1,-1,6,6,-1,-1,-1,-1,-1,31,-1,-1,2,64,-1,-1,""
19,-1,38,5,9,5,15,23,31,-1,-1,6,8,-1,25,-1,-1,-1,29,47,50,-1,-1,-1,15,""
20,-1,-1,-1,12,7,48,31,-1,-1,-1,29,6,47,-1,-1,-1,-1,-1,-1,16,-1,-1,17,13,""
21,21,6,17,18,9,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,3,1,3,3,13,16,""
22,11,10,4,11,5,37,31,26,22,-1,28,-1,0,1,15,3,-1,-1,-1,1,5,5,14,10,""
23,9,15,12,4,13,11,37,29,15,19,10,0,1,0,4,3,6,9,17,-1,-1,-1,-1,-1,""
24,-1,14,27,4,20,14,25,-1,-1,13,-1,-1,24,5,9,4,5,-1,12,1,4,-1,15,-1,""
25,-1,-1,31,6,11,14,35,16,20,51,11,-1,52,2,50,8,-1,6,7,7,9,-1,7,20,""
26,12,14,17,30,10,25,39,-1,-1,28,-1,-1,-1,3,38,4,17,48,25,24,10,-1,36,13,""
27,11,12,24,17,8,13,21,46,79,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
