nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,48,65,62,64,52,54,55,62,48,47,39,26,37,16,24,30,19,13,25,34,40,46,59,54,""
02,40,57,65,61,51,50,49,33,43,41,36,23,27,25,10,14,18,14,25,28,33,52,36,50,""
03,50,58,49,51,40,34,48,44,36,42,42,26,29,28,21,14,23,19,25,22,42,43,48,41,""
04,65,50,57,52,36,62,42,47,40,46,29,36,24,22,20,15,17,20,26,38,39,39,41,48,""
05,39,38,36,38,54,36,41,50,52,36,25,24,30,11,25,20,19,18,18,22,36,28,47,30,""
06,46,44,54,64,55,40,34,40,37,37,41,21,25,23,27,12,14,23,22,25,41,37,48,42,""
07,49,56,59,57,58,51,53,59,34,41,32,35,27,23,18,29,29,25,15,29,29,27,29,40,""
08,27,33,33,45,51,31,35,39,43,36,33,26,23,18,13,23,11,16,24,26,46,51,40,40,""
09,37,31,40,57,28,40,36,47,25,26,20,18,15,21,25,13,13,15,31,33,33,31,48,49,""
10,52,52,37,51,45,42,33,64,30,44,33,35,39,23,27,22,23,20,20,40,27,41,48,44,""
11,57,53,47,59,53,38,38,57,46,37,44,27,27,24,18,17,10,21,24,30,33,45,41,42,""
12,44,60,46,54,39,49,35,43,43,41,35,32,30,18,17,18,18,16,21,37,39,33,51,54,""
13,39,38,47,53,37,38,56,38,35,34,27,32,16,16,20,27,30,16,30,35,34,38,52,56,""
14,52,64,56,47,56,45,46,41,40,33,44,27,35,23,14,14,14,19,29,31,30,55,55,45,""
15,56,54,50,57,46,69,46,45,56,37,46,30,32,35,18,16,14,18,24,42,31,34,45,58,""
16,46,57,52,62,53,53,56,59,48,44,47,30,30,36,24,16,15,19,28,34,42,53,49,50,""
17,56,56,45,70,61,50,55,68,54,49,39,32,28,20,21,21,24,17,30,31,32,36,54,45,""
18,53,64,55,72,70,53,64,54,39,42,47,42,41,21,25,16,21,20,22,45,48,54,50,42,""
19,58,65,63,48,67,57,60,62,52,37,35,16,25,21,20,17,13,22,28,26,37,54,51,36,""
20,55,48,54,56,43,48,48,45,52,31,31,31,20,26,19,24,17,26,27,25,42,32,32,44,""
21,40,55,54,49,53,32,30,42,45,35,34,33,24,18,15,14,18,13,37,31,28,38,42,31,""
22,41,37,52,48,37,45,40,38,50,41,32,32,25,22,20,13,14,19,28,36,31,50,40,47,""
23,42,55,72,56,54,63,42,34,46,33,31,42,27,15,15,16,10,11,20,19,31,35,40,43,""
24,40,42,52,48,38,37,51,42,44,48,28,23,20,19,16,12,12,21,28,10,46,37,45,40,""
25,52,62,39,51,49,53,54,40,35,30,-1,26,24,20,15,30,23,21,22,34,32,48,36,42,""
26,40,57,51,49,56,48,51,50,57,38,39,28,27,18,21,25,15,22,25,30,42,42,53,42,""
27,51,49,45,60,40,50,48,50,43,30,32,23,30,11,26,17,18,15,18,34,30,49,63,48,""
28,45,53,67,45,70,44,51,50,45,34,36,31,33,21,17,22,19,17,23,32,38,38,56,45,""
29,59,60,64,51,48,50,52,46,34,31,38,24,27,27,13,19,22,21,22,23,32,40,38,47,""
30,50,62,61,52,34,40,30,54,41,46,43,39,23,27,25,21,12,16,25,32,43,41,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
