nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,30,11,7,16,2,8,9,15,13,10,18,20,31,16,13,8,7,1,2,7,20,26,28,34,""
02,30,40,34,25,31,25,32,24,25,40,42,45,30,27,24,16,23,11,12,17,20,45,36,33,""
03,46,45,34,57,37,22,33,23,46,75,84,102,33,37,29,26,12,9,8,50,19,20,35,39,""
04,33,35,34,18,24,26,23,43,31,42,36,27,22,44,33,14,13,7,11,15,19,75,48,37,""
05,49,37,32,33,33,20,29,36,42,43,37,33,28,18,20,10,12,11,13,21,22,26,28,45,""
06,36,34,22,27,35,22,30,21,46,29,34,36,24,20,7,13,12,10,8,14,17,30,27,37,""
07,51,36,39,41,31,29,39,29,27,40,33,31,30,21,21,11,8,6,10,12,25,24,29,42,""
08,33,34,41,27,36,28,29,27,24,28,38,30,21,19,14,7,10,6,6,11,15,23,33,24,""
09,26,8,13,5,20,18,34,27,31,34,24,49,40,36,19,23,7,16,12,16,19,22,38,35,""
10,39,74,58,33,22,25,21,24,26,40,29,27,27,10,15,17,17,9,8,13,17,34,33,68,""
11,58,62,54,53,48,51,35,32,38,44,43,27,27,21,17,18,6,3,9,19,21,36,23,47,""
12,38,38,39,26,41,40,35,28,28,30,25,44,11,14,10,17,12,13,13,10,-1,-1,-1,33,""
13,38,44,52,94,40,34,64,31,37,35,33,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,17,23,31,42,34,""
16,35,38,32,38,51,47,44,43,51,58,40,38,33,36,25,10,13,2,8,16,18,38,39,56,""
17,51,52,50,46,65,50,51,50,51,38,59,54,35,30,24,17,14,11,10,7,13,16,29,41,""
18,40,26,60,63,71,75,51,53,39,37,32,36,32,25,20,10,9,9,10,12,22,18,24,27,""
19,30,51,83,67,67,69,66,48,37,29,39,27,28,26,26,13,9,14,15,13,17,19,31,32,""
20,31,30,57,52,43,28,47,34,40,43,44,78,83,25,-1,-1,-1,-1,-1,-1,-1,4,37,46,""
21,48,55,62,38,48,54,40,31,32,39,39,49,28,21,-1,-1,-1,-1,-1,-1,-1,-1,15,61,""
22,42,53,53,39,41,37,38,31,43,33,33,25,20,18,14,9,2,10,21,34,19,18,21,26,""
23,15,25,23,18,29,19,21,21,21,34,30,21,20,18,13,13,12,7,14,34,22,30,67,36,""
24,88,39,59,53,33,28,19,20,18,27,33,26,23,15,10,14,11,14,13,15,31,27,30,42,""
25,51,54,37,33,41,28,25,8,38,37,33,29,32,16,12,14,6,6,5,5,14,17,29,28,""
26,32,38,22,14,25,22,24,18,20,22,25,12,8,-1,1,3,9,7,7,3,10,22,34,-1,""
27,-1,-1,-1,-1,-1,-1,-1,13,28,35,23,22,16,15,19,13,9,4,-1,8,-1,37,46,45,""
28,42,51,51,47,45,44,42,34,49,36,35,53,38,41,24,15,8,9,21,55,34,32,85,102,""
29,42,54,51,59,57,40,46,36,30,49,7,29,10,6,10,11,-1,7,3,11,24,30,52,47,""
30,54,59,57,79,64,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
