sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,28,36,24,38,30,49,47,36,34,25,24,16,12,20,18,22,20,14,20,14,19,22,14,""
02,39,44,40,32,40,58,64,53,59,27,34,36,19,11,12,15,11,8,15,6,20,29,26,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,26,22,23,""
04,37,22,25,21,32,38,63,40,35,27,25,30,17,21,14,11,22,16,14,23,9,21,22,23,""
05,25,22,23,28,29,19,46,33,23,25,18,18,17,20,15,21,16,21,29,10,1,0,20,24,""
06,14,22,28,19,21,43,34,44,24,26,16,19,17,18,8,8,9,9,11,4,10,25,29,31,""
07,30,27,39,33,32,43,47,36,34,37,22,26,21,32,23,17,18,16,21,19,15,21,31,28,""
08,29,27,31,38,28,37,55,50,53,28,35,40,25,28,34,21,32,24,21,18,12,23,31,38,""
09,37,41,38,33,35,34,47,34,33,31,32,25,25,20,24,16,14,17,13,19,12,22,38,28,""
10,32,47,41,38,35,60,57,49,27,45,29,33,15,18,19,21,20,21,18,21,26,25,28,18,""
11,33,31,31,28,40,51,46,44,42,31,33,22,21,12,11,13,9,10,19,11,21,25,23,36,""
12,28,27,15,21,28,18,25,33,17,22,26,14,6,16,14,14,25,19,4,12,14,24,27,27,""
13,19,23,27,22,16,33,62,45,31,55,45,37,38,33,46,20,17,17,19,14,22,28,43,40,""
14,33,26,31,36,29,43,43,46,39,41,27,30,32,47,21,31,23,26,13,10,30,20,38,38,""
15,42,34,25,23,44,40,46,57,70,44,51,45,48,38,44,47,29,20,18,15,19,22,28,37,""
16,37,30,23,36,46,46,41,38,29,19,41,37,22,14,18,14,23,19,22,14,20,22,34,22,""
17,37,28,24,27,28,48,44,28,33,30,31,21,30,18,16,22,19,9,18,10,18,18,17,24,""
18,36,26,25,32,23,38,43,41,29,28,22,30,18,19,13,9,13,21,10,18,18,24,26,20,""
19,34,27,35,32,40,46,49,53,38,41,31,33,20,21,21,12,32,15,20,18,27,25,20,34,""
20,39,49,31,26,42,51,43,49,46,27,21,33,30,24,31,30,24,28,29,16,14,27,22,30,""
21,38,33,38,37,53,55,78,54,70,40,47,52,38,32,32,28,18,21,20,24,22,32,54,47,""
22,39,26,41,48,40,48,56,69,62,54,40,29,29,18,43,20,26,15,34,26,19,32,40,37,""
23,51,48,46,42,46,47,49,41,38,42,47,25,25,24,18,16,13,19,19,16,15,30,25,35,""
24,46,38,32,27,39,42,57,61,54,35,28,27,28,13,14,11,3,11,12,15,22,29,30,26,""
25,33,32,47,44,23,30,56,40,52,44,37,16,25,22,14,19,9,9,15,12,13,25,31,45,""
26,37,37,32,36,36,51,40,41,30,42,37,16,19,10,14,16,10,5,12,13,11,23,17,23,""
27,36,24,36,31,35,40,34,31,39,39,48,30,17,19,20,11,4,10,12,12,11,15,29,34,""
28,40,31,21,31,28,34,29,42,36,38,35,29,20,26,15,9,12,13,11,18,13,17,24,35,""
29,26,30,33,28,35,33,34,29,22,32,22,20,24,7,16,9,13,9,11,8,13,11,20,27,""
30,34,25,21,16,24,21,34,23,30,17,14,13,12,12,9,1,4,7,7,7,9,10,17,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
