sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,17,18,16,18,21,18,17,13,11,11,21,18,13,14,12,9,10,15,9,8,12,18,9,""
02,22,16,23,17,19,16,25,11,15,3,7,17,8,11,10,14,8,5,13,6,8,19,9,20,""
03,22,17,13,22,17,18,22,8,18,6,10,9,19,10,14,63,26,17,35,46,21,20,22,22,""
04,36,40,43,39,40,43,29,32,31,25,33,27,34,26,37,36,22,29,18,16,28,18,14,25,""
05,28,46,40,42,37,32,29,41,22,25,20,31,28,28,29,26,34,33,23,29,24,25,16,21,""
06,16,28,30,27,26,30,29,29,32,28,20,30,32,32,19,21,37,26,20,27,25,22,25,29,""
07,32,28,40,35,32,38,32,40,29,19,33,35,28,30,28,24,27,19,23,26,20,33,26,27,""
08,36,34,42,35,46,32,48,31,42,27,26,19,17,22,27,34,21,22,14,24,19,34,22,31,""
09,40,42,36,34,33,31,44,28,26,30,31,35,38,27,35,22,24,25,17,22,24,25,46,27,""
10,37,41,28,42,32,37,59,47,42,39,30,22,27,20,28,19,22,26,27,26,23,29,25,24,""
11,48,30,48,45,43,33,27,31,42,26,38,38,30,23,29,21,32,21,16,36,26,26,31,40,""
12,38,35,39,38,38,26,29,43,32,27,29,30,31,37,22,31,28,14,19,39,41,30,19,19,""
13,20,36,38,24,24,37,28,35,25,23,30,27,21,33,27,27,15,20,17,32,21,31,32,27,""
14,43,41,29,32,30,40,30,33,27,30,31,27,25,26,29,23,31,19,26,29,25,31,30,26,""
15,34,33,38,25,30,43,30,23,33,45,23,15,32,26,15,15,21,11,11,11,21,10,16,18,""
16,21,17,22,25,13,25,33,21,24,16,22,17,15,15,17,20,24,13,4,12,14,24,13,11,""
17,25,21,23,23,15,20,24,20,22,22,20,19,24,15,18,18,12,12,15,13,12,14,15,18,""
18,13,30,24,21,12,21,22,19,14,15,18,19,20,18,11,15,15,19,27,18,18,21,10,22,""
19,16,17,18,26,20,27,28,20,11,24,20,23,24,18,18,16,10,10,8,19,14,11,23,12,""
20,20,20,24,16,31,23,14,18,19,22,12,17,13,17,19,13,21,14,20,13,16,22,16,19,""
21,16,19,24,24,25,19,19,23,30,20,25,22,20,15,15,25,13,8,18,16,16,11,14,23,""
22,16,20,26,24,13,19,24,29,17,20,23,20,24,20,14,15,17,10,8,13,11,13,21,17,""
23,22,17,14,25,28,23,20,22,16,15,26,26,18,21,19,20,37,20,23,20,27,28,15,19,""
24,23,17,22,21,26,21,24,21,23,19,17,18,17,26,14,11,12,19,16,18,12,19,15,17,""
25,27,17,19,28,17,21,19,22,11,20,21,17,16,14,10,13,11,11,10,11,12,12,14,21,""
26,15,15,23,24,22,19,23,11,17,21,11,20,12,18,11,11,17,10,16,9,11,15,13,17,""
27,17,19,22,19,20,18,20,12,23,21,27,22,13,18,15,23,16,5,12,12,17,15,20,15,""
28,15,19,16,25,17,25,19,17,19,20,20,23,24,34,10,19,16,13,22,17,16,13,16,14,""
29,18,14,14,24,21,17,23,28,9,17,15,21,18,19,11,15,13,13,17,9,7,14,10,15,""
30,13,20,16,16,15,18,26,22,18,18,12,17,13,14,9,16,13,13,13,16,16,11,13,1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
