sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,23,36,47,55,""
03,60,62,78,61,56,58,59,56,54,51,33,51,32,42,49,20,31,20,18,22,44,49,74,79,""
04,62,66,77,66,62,56,63,71,48,38,34,36,24,21,19,13,20,19,20,20,32,45,41,53,""
05,60,45,54,49,62,63,51,71,44,43,16,41,29,28,24,19,23,16,26,24,32,3,39,47,""
06,49,63,47,71,51,78,65,51,75,54,36,39,30,33,35,19,23,18,22,21,29,26,49,62,""
07,45,59,45,52,53,63,54,68,54,52,57,53,42,28,27,18,29,25,21,43,33,54,58,64,""
08,56,57,51,63,58,68,69,64,59,41,48,36,55,35,32,37,29,26,23,8,14,42,34,29,""
09,50,49,43,37,39,35,40,25,24,25,38,34,16,17,21,15,11,24,22,22,36,42,76,53,""
10,47,55,54,51,71,65,86,62,49,54,60,47,36,22,26,20,6,21,28,22,32,35,53,58,""
11,38,73,46,53,42,53,57,54,59,38,49,32,36,13,25,23,29,16,12,14,31,47,35,48,""
12,54,47,42,47,46,53,41,58,51,54,71,31,25,24,14,28,16,20,25,19,32,36,43,75,""
13,55,60,63,44,49,53,55,46,50,52,30,28,22,30,24,19,17,25,14,23,25,34,46,46,""
14,63,47,49,49,46,47,55,58,45,42,32,42,28,26,15,15,11,12,19,28,32,56,55,57,""
15,71,66,79,65,45,52,53,52,62,50,30,40,36,23,14,23,17,14,13,24,23,40,32,61,""
16,51,46,51,41,46,47,64,54,52,47,59,25,25,32,35,16,18,16,20,23,33,27,67,40,""
17,56,52,51,52,46,65,56,44,37,55,46,43,23,27,32,18,12,21,22,24,33,38,56,54,""
18,51,49,59,50,40,64,79,67,65,51,59,48,41,30,24,28,22,21,23,27,30,41,36,61,""
19,57,60,57,43,54,86,70,69,60,55,57,61,39,24,21,18,18,26,16,25,25,42,37,55,""
20,54,44,47,56,54,66,58,49,55,61,52,47,53,56,41,39,28,28,21,27,43,36,50,43,""
21,58,55,63,56,50,80,66,74,86,84,41,85,48,19,24,22,19,13,24,26,38,39,54,57,""
22,58,76,60,53,55,56,73,58,72,61,50,46,47,33,35,22,17,46,29,27,30,44,42,57,""
23,55,46,51,72,58,60,62,56,59,57,52,53,32,34,34,30,33,46,42,34,40,46,47,38,""
24,70,53,55,62,54,65,74,81,84,55,54,35,42,23,20,24,64,22,15,24,35,52,44,39,""
25,45,40,48,48,35,48,50,50,49,57,56,41,33,29,17,17,15,11,14,21,32,41,51,57,""
26,45,44,33,40,47,53,55,59,40,43,51,39,22,32,17,12,11,14,16,23,29,35,43,42,""
27,45,48,43,48,30,51,56,47,59,36,57,21,28,23,17,19,19,7,17,23,33,35,33,40,""
28,52,48,32,33,36,52,49,40,72,45,51,36,26,26,17,19,15,11,10,17,32,39,40,41,""
29,33,45,37,32,38,51,49,75,55,50,48,33,29,25,47,29,23,43,16,16,27,28,34,41,""
30,41,47,53,47,49,54,63,73,64,63,49,32,28,30,30,21,9,23,6,18,31,34,42,6,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
