sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,61,66,73,76,57,55,62,56,55,55,25,28,50,35,51,55,39,43,31,35,25,27,21,33,""
02,51,57,58,58,67,50,50,71,65,59,35,44,55,69,57,51,47,42,44,28,43,51,43,44,""
03,50,57,48,49,45,56,99,71,72,78,46,64,75,68,69,69,53,46,48,53,56,64,51,51,""
04,75,79,60,77,66,64,80,73,85,61,75,67,62,77,61,60,50,50,44,41,75,82,62,78,""
05,65,70,56,86,60,101,90,85,89,79,66,62,66,77,61,56,53,49,60,52,70,59,69,71,""
06,67,61,76,95,88,104,85,68,77,75,72,83,75,72,69,64,64,40,24,21,27,41,63,58,""
07,57,85,88,68,76,61,65,51,43,44,58,58,42,47,35,27,36,32,27,21,37,44,42,57,""
08,53,48,47,55,49,66,62,43,34,28,38,39,37,34,31,23,19,23,16,23,20,23,1,0,""
09,45,54,60,44,46,63,53,58,80,77,47,66,62,33,26,42,27,35,31,43,41,44,25,37,""
10,36,28,45,37,43,47,57,69,54,55,55,61,49,61,48,47,43,61,42,33,55,44,43,59,""
11,43,66,68,66,60,72,75,85,77,67,78,84,40,39,47,52,40,41,54,35,44,53,65,47,""
12,63,77,65,72,82,88,68,58,61,58,52,68,66,59,61,50,47,33,58,49,61,59,44,39,""
13,71,96,74,69,77,97,99,68,65,59,35,44,55,69,57,50,35,19,26,17,27,39,42,57,""
14,49,52,60,53,52,48,31,38,58,35,62,52,61,46,58,46,39,44,25,19,36,35,41,29,""
15,26,36,25,26,35,63,81,71,88,49,61,53,48,51,46,50,30,21,25,24,38,41,48,33,""
16,40,55,52,56,51,44,60,58,77,58,68,72,71,68,68,42,52,31,35,45,37,39,47,39,""
17,45,57,60,54,63,71,91,87,71,74,65,83,88,95,77,86,73,86,64,83,76,68,61,58,""
18,55,82,79,66,73,73,70,89,69,69,68,89,65,63,99,89,50,53,56,48,80,71,52,64,""
19,54,68,68,72,80,65,81,65,62,60,66,82,75,95,80,74,65,55,47,40,53,55,57,49,""
20,79,81,94,91,75,92,99,55,52,53,74,62,42,25,21,33,31,28,32,31,56,27,50,63,""
21,79,91,93,94,77,80,48,51,64,61,35,43,55,46,38,59,46,35,51,49,39,43,45,35,""
22,57,66,59,74,68,67,68,63,46,41,45,47,51,40,38,34,43,40,39,39,22,37,38,48,""
23,61,65,78,69,73,69,53,66,77,66,64,61,57,56,62,50,59,60,63,51,45,52,39,44,""
24,52,52,67,72,54,66,64,56,81,80,85,81,80,76,61,66,45,61,57,68,65,57,47,62,""
25,61,72,76,79,63,83,87,66,59,64,79,80,73,66,68,65,64,56,88,54,81,58,47,69,""
26,57,64,76,65,80,88,89,83,68,78,71,60,80,58,57,68,53,53,66,92,45,66,44,36,""
27,57,64,76,65,80,88,89,83,68,78,71,60,80,58,52,30,33,36,44,33,34,33,15,16,""
28,30,36,35,39,47,66,92,65,59,40,57,74,32,36,27,50,50,42,23,26,34,32,27,36,""
29,48,57,58,55,67,72,67,78,63,68,49,61,60,68,44,15,28,35,32,48,28,19,25,41,""
30,46,55,59,66,91,82,51,60,70,71,59,67,57,53,43,46,68,35,42,58,68,11,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
