sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,44,58,51,66,55,39,15,22,13,18,11,16,9,15,15,9,13,10,26,28,26,39,65,58,""
02,52,54,67,65,65,44,19,15,22,14,11,11,13,16,12,8,5,12,20,31,29,48,48,65,""
03,60,66,76,76,68,57,26,22,20,13,15,13,16,11,13,13,5,15,24,28,34,37,57,61,""
04,65,71,71,69,57,41,16,27,10,16,3,12,5,11,6,14,11,12,28,12,36,44,37,57,""
05,56,59,75,58,52,34,22,18,18,13,7,16,9,9,9,6,17,5,22,23,20,24,33,41,""
06,40,66,64,64,70,51,18,14,24,11,16,10,17,17,11,9,15,25,25,20,27,44,52,66,""
07,61,57,69,61,63,50,18,16,23,12,10,12,9,7,13,13,10,9,15,18,26,33,53,69,""
08,60,56,80,71,77,58,31,21,19,14,16,16,18,9,16,8,13,15,30,38,42,59,54,59,""
09,77,84,62,85,92,52,17,15,29,15,22,13,10,19,14,17,13,24,38,44,49,50,65,68,""
10,69,76,84,80,57,57,23,13,12,22,35,15,24,10,18,17,7,27,39,38,43,64,72,77,""
11,61,79,86,74,82,73,21,27,27,19,14,18,17,16,13,13,8,22,24,35,52,57,57,70,""
12,58,78,70,82,72,54,24,21,21,17,22,17,10,12,15,12,7,16,37,43,51,60,59,68,""
13,71,69,74,86,75,56,30,16,25,23,16,19,20,16,7,17,9,13,32,45,52,56,57,52,""
14,86,79,84,79,63,68,37,22,22,16,10,21,13,17,8,7,15,16,37,49,54,57,57,60,""
15,74,69,88,87,71,74,27,29,16,11,12,18,18,10,18,14,12,25,29,34,48,56,52,45,""
16,45,61,78,77,71,48,42,11,26,24,12,12,14,23,16,15,10,16,22,41,42,58,48,64,""
17,50,59,76,60,66,38,38,21,18,15,14,11,11,16,25,20,10,44,25,29,37,37,51,52,""
18,58,64,81,82,53,51,38,29,26,24,14,11,16,20,14,12,16,21,34,38,37,50,45,51,""
19,62,49,66,72,59,47,32,24,19,21,16,22,28,17,18,16,20,24,33,39,35,44,71,51,""
20,67,86,69,78,83,50,24,22,17,26,15,24,11,10,16,13,12,21,34,39,51,45,51,46,""
21,61,51,77,75,58,45,25,32,29,16,17,15,19,12,9,12,12,20,35,40,44,65,57,80,""
22,61,73,68,98,77,71,45,30,22,26,19,21,19,8,19,16,9,33,32,44,52,58,43,58,""
23,59,62,79,91,67,71,31,23,33,23,24,24,17,12,8,8,17,28,24,36,49,54,46,68,""
24,69,94,76,73,77,75,27,28,18,22,8,16,13,22,15,10,9,19,35,45,42,56,53,61,""
25,76,80,124,104,75,72,34,18,22,18,18,11,18,14,13,8,9,24,28,38,43,61,74,64,""
26,70,73,100,77,66,54,34,0,23,25,21,18,14,11,15,9,11,16,34,29,59,56,52,47,""
27,66,78,84,78,76,68,34,27,18,10,10,10,12,15,8,14,10,20,17,21,36,28,37,48,""
28,46,51,42,85,73,70,25,15,21,14,17,14,13,7,9,7,11,25,28,28,52,63,63,86,""
29,91,75,80,102,87,66,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
