Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,22,84,257,308,255,222,260,96,9,168,162,172,148,165,111,69,67,65,70,57,80,140,159,188
2,208,255,55,310,296,268,237,259,70,212,206,217,222,166,119,86,58,49,79,85,135,132,144,167
3,173,8,40,287,258,128,10,9,15,8,157,155,120,125,106,65,33,27,27,65,97,131,103,109
4,120,172,237,279,199,151,194,180,228,177,130,117,128,122,100,65,54,39,37,53,96,132,172,171
5,173,241,295,306,236,222,247,268,251,191,172,146,152,149,94,68,50,48,65,83,121,170,194,194
6,181,216,252,250,238,264,274,318,290,221,197,173,167,108,99,74,47,54,50,90,102,137,166,155
7,170,221,260,268,306,224,222,249,267,226,167,180,151,131,102,78,63,50,63,82,118,165,177,158
8,133,249,237,254,264,220,259,260,289,234,185,162,176,146,103,71,40,55,56,88,80,124,160,146
9,188,285,285,274,250,239,245,280,257,205,197,176,179,154,118,80,63,43,55,79,129,156,171,169
10,208,254,294,310,270,263,268,294,261,203,173,169,190,152,149,62,54,47,47,77,107,142,146,167
11,180,235,266,299,273,238,217,265,242,187,162,154,161,151,115,83,72,46,49,95,97,152,144,172
12,179,216,253,242,244,224,239,257,279,218,179,152,164,146,94,58,46,45,46,77,87,108,135,140
13,112,173,117,201,175,186,226,240,228,185,147,146,143,125,89,43,44,32,28,32,77,76,89,101
14,157,152,201,201,178,180,213,194,227,171,159,119,133,105,76,57,41,43,49,66,102,158,124,130
15,165,217,213,211,206,194,180,237,183,154,141,141,143,110,98,81,41,30,32,48,86,96,88,100
16,144,198,172,231,230,203,215,225,203,179,165,147,149,105,83,40,53,44,46,59,82,113,86,104
17,120,212,196,230,218,194,201,229,225,168,185,148,138,105,96,41,26,36,47,49,86,132,100,109
18,135,204,210,241,211,208,224,225,243,166,160,117,150,125,81,64,40,37,53,63,108,130,129,116
19,145,193,256,259,222,206,227,228,262,184,157,143,146,142,113,57,47,50,37,53,91,129,147,160
20,182,241,266,261,254,228,265,215,240,229,202,193,159,143,102,74,55,36,58,91,112,128,122,133
21,171,219,244,242,248,227,243,263,238,190,178,178,169,139,100,66,36,50,51,65,91,103,127,116
22,183,240,241,270,258,219,250,289,255,212,196,169,181,158,106,67,50,39,36,65,108,138,138,126
23,158,206,186,279,210,199,258,271,262,226,203,196,186,160,117,84,38,51,42,63,104,126,133,116
24,141,206,256,227,226,245,259,263,252,203,182,173,148,161,126,70,53,54,37,74,83,114,112,125
25,170,204,211,223,204,189,229,238,224,196,161,176,172,151,99,63,53,47,35,53,87,109,110,131
26,175,215,213,208,196,230,208,240,246,224,161,164,171,141,98,67,38,44,38,66,70,97,125,126
27,139,216,245,230,195,224,241,265,220,206,186,183,174,164,97,84,48,34,46,82,98,134,141,167
28,178,227,240,208,219,196,246,257,231,214,180,209,205,117,124,58,78,55,35,79,105,121,153,169
29,151,233,217,269,244,225,257,319,273,204,186,206,188,159,106,78,58,37,48,81,116,125,121,159
30,188,232,213,226,237,269,280,280,260,204,167,194,191,155,90,67,43,39,41,57,107,132,141,170
31,192,247,262,262,220,213,245,291,234,215,193,199,185,182,110,91,61,46,43,64,108,96,146,138
