mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,32,44,47,41,53,115,133,86,152,121,56,60,68,41,59,32,33,34,86,45,86,66,108,97
02,99,95,91,77,51,87,83,69,48,42,24,25,21,36,41,87,115,130,124,100,124,108,150,121
03,111,164,134,119,134,184,161,155,127,106,59,85,132,103,68,84,73,100,93,88,79,80,61,73
04,128,117,112,87,63,105,84,92,51,39,37,42,53,46,48,63,86,99,116,75,119,144,131,228
05,107,119,131,103,109,108,153,199,111,130,65,74,81,43,53,67,49,82,89,98,103,115,137,157
06,115,98,123,148,110,104,114,158,171,84,35,58,63,83,92,83,80,78,68,71,72,70,83,97
07,48,46,85,114,157,241,233,208,206,142,121,72,108,122,112,102,123,126,152,159,186,197,156,158
08,151,204,164,152,68,78,143,162,193,127,43,59,78,56,48,54,69,80,130,97,97,65,88,136
09,139,127,203,163,160,193,192,180,156,112,92,77,78,61,58,40,65,76,63,78,70,56,86,59
10,67,96,166,168,137,197,207,202,151,122,85,50,30,45,59,113,161,118,143,136,157,197,177,123
11,175,179,193,191,202,210,218,208,210,150,110,75,93,82,60,74,87,116,130,108,169,215,209,131
12,94,166,144,95,61,98,142,129,91,67,39,43,59,64,47,52,61,94,93,95,85,105,69,135
13,91,62,61,116,148,141,200,195,143,108,25,35,31,27,18,23,25,28,60,30,40,50,46,81
14,32,41,46,66,77,92,52,80,55,67,138,92,61,60,60,48,47,82,92,94,129,134,166,160
15,154,75,107,126,158,181,209,192,200,110,62,96,120,124,117,78,47,46,98,130,217,170,124,136
16,188,150,169,131,208,189,195,198,183,201,86,80,50,70,59,57,75,79,91,169,163,120,132,84
17,89,143,185,107,120,170,118,136,93,126,147,96,76,64,49,50,88,76,64,121,118,163,126,154
18,123,188,201,113,219,143,190,131,197,167,144,217,146,102,72,33,47,45,87,98,49,108,203,200
19,245,230,188,231,247,230,215,175,218,212,203,65,74,31,34,35,28,42,74,45,178,128,147,167
20,94,97,244,178,175,169,81,146,105,87,128,50,49,49,23,18,22,72,83,66,115,153,113,89
21,168,225,260,253,169,128,165,183,163,97,124,111,80,110,87,75,90,142,215,192,232,187,111,98
22,131,174,197,121,129,110,178,195,201,134,60,38,86,43,25,24,36,55,72,74,74,62,157,226
23,209,213,183,94,53,156,214,167,218,65,60,52,84,64,80,68,99,153,130,179,168,165,177,134
24,238,196,226,184,146,180,204,173,173,138,130,81,111,75,70,48,70,78,113,121,117,154,161,131
25,117,144,137,114,162,194,130,197,206,167,59,77,85,64,79,90,125,151,182,180,175,186,206,243
26,178,139,155,98,152,136,114,94,101,120,77,120,108,115,94,96,104,98,124,106,80,161,202,199
27,151,144,130,138,163,194,164,163,120,126,84,68,88,78,113,75,89,72,38,45,36,69,136,137
28,131,161,124,136,160,162,138,133,106,88,69,47,42,75,43,64,88,67,55,95,175,124,86,140
29,144,193,79,171,169,182,207,189,175,139,117,78,69,79,130,98,101,103,98,136,112,138,178,175
30,199,179,177,169,179,204,204,180,201,159,136,130,124,117,82,92,108,109,159,184,185,179,221,214
31,237,234,211,171,160,205,185,195,193,129,120,126,114,77,74,78,120,119,131,156,165,154,176,221
