Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,16,11,21,25,18,20,13,24,14,13,10,9,16,12,7,7,5,5,9,11,16,11,9,25
2,15,16,24,25,28,28,12,11,9,13,11,10,10,9,2,7,6,8,4,12,12,12,4,7
3,8,8,4,15,16,15,13,11,16,13,19,11,13,10,7,2,5,5,9,12,16,16,13,12
4,21,16,26,23,17,29,19,26,24,16,15,21,14,8,10,7,6,2,11,6,10,13,17,17
5,27,16,22,23,25,27,25,23,25,22,27,16,18,6,11,14,6,8,8,12,13,22,17,23
6,18,18,27,20,30,27,28,25,23,15,15,16,13,8,8,9,12,8,12,13,12,16,19,11
7,16,12,12,19,19,14,18,18,14,15,11,6,12,7,9,7,7,6,6,7,7,14,10,17
8,17,26,25,20,26,26,20,12,17,11,10,4,9,10,6,3,7,3,8,10,8,10,14,6
9,9,17,23,15,14,15,19,15,22,19,12,9,14,3,8,3,5,4,4,2,14,9,18,10
10,22,18,28,25,11,12,13,10,5,14,10,8,5,3,7,3,7,1,4,6,8,3,9,14
11,18,22,18,15,10,13,18,10,10,13,15,7,13,6,5,7,4,2,4,8,7,6,5,10
12,10,16,12,8,10,14,21,7,11,13,19,7,9,11,12,2,3,2,5,5,6,8,13,6
13,9,12,6,12,18,7,8,8,7,4,7,8,5,7,1,3,8,6,7,8,7,13,11,9
14,10,11,12,12,21,14,10,14,9,13,9,10,8,10,7,2,5,7,7,6,9,15,18,18
15,27,19,18,20,21,29,29,16,21,20,11,11,9,9,7,4,6,6,5,5,5,8,9,14
16,11,16,20,24,17,16,9,16,12,14,13,9,11,6,8,6,3,1,4,14,7,15,9,13
17,22,20,11,14,17,17,15,7,9,9,15,8,15,9,6,7,6,7,6,6,11,14,12,18
18,19,14,19,20,10,14,17,15,15,13,11,13,6,7,10,6,5,6,5,14,10,10,11,13
19,17,17,25,18,20,12,19,16,18,16,14,11,8,9,7,8,4,3,7,2,10,7,10,10
20,18,23,24,27,28,21,18,16,19,18,23,13,10,6,9,3,6,5,12,8,7,17,17,18
21,23,23,26,20,29,23,14,7,17,9,6,9,8,4,3,6,5,1,9,6,5,7,8,6
22,18,14,23,14,14,18,11,10,11,16,8,7,2,8,8,4,7,7,4,8,7,6,11,12
23,19,30,18,20,23,16,25,12,17,12,17,12,7,7,4,3,2,3,1,4,9,1,12,7
24,11,15,13,15,12,9,14,14,11,6,11,7,6,7,7,5,6,2,9,5,12,18,18,18
25,16,18,17,14,29,30,15,12,14,12,7,5,10,10,6,9,3,2,6,5,6,7,13,16
26,11,20,17,16,13,10,17,12,15,11,16,13,1,4,13,6,4,4,5,6,9,18,11,7
27,16,11,8,19,15,14,12,9,11,10,13,8,6,7,5,10,6,11,17,10,12,13,17,10
28,12,13,17,18,9,10,14,15,13,20,12,7,12,7,13,8,8,2,11,7,10,21,26,20
29,22,22,24,27,22,21,25,25,14,12,14,9,8,12,5,7,6,3,5,7,8,14,9,12
30,22,18,11,18,19,14,21,12,4,17,16,16,13,5,6,5,1,6,6,28,11,5,6,12
31,21,14,12,14,11,10,9,10,5,10,11,14,8,3,5,4,4,1,4,17,3,17,4,10
