Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,10,15,12,11,12,13,6,4,9,5,7,16,3,5,10,7,9,19,15,19,18,15,14,15
2,16,10,6,5,3,7,2,6,9,5,9,12,10,12,10,8,16,13,15,27,36,21,15,14
3,12,11,13,4,7,2,5,6,4,6,6,13,9,14,9,17,11,15,15,18,19,25,19,18
4,18,7,5,7,2,3,5,2,5,9,6,13,11,11,5,9,9,6,25,18,10,22,19,22
5,17,11,9,11,5,6,3,4,6,8,11,11,12,16,9,7,10,10,16,22,19,17,15,17
6,13,23,14,14,6,10,5,9,8,10,9,14,11,15,7,10,12,13,18,16,19,13,21,17
7,4,3,3,5,3,3,1,3,6,8,7,8,6,10,10,12,11,7,20,26,21,19,5,10
8,16,8,15,7,6,8,4,5,7,5,9,11,14,10,9,12,11,8,13,17,17,23,16,10
9,11,9,5,7,5,3,3,1,7,2,10,15,14,10,11,8,11,12,8,17,21,17,13,9
10,14,8,4,4,5,5,5,2,9,10,2,8,15,14,15,10,14,9,16,16,22,10,11,11
11,12,9,6,9,5,3,5,1,4,6,10,11,15,9,2,12,15,23,16,16,16,19,16,6
12,17,14,7,9,2,8,4,6,5,6,9,6,20,10,11,11,10,17,20,15,20,22,18,17
13,8,8,6,6,7,4,4,2,11,6,10,17,8,13,4,12,21,17,15,17,17,20,23,14
14,14,2,3,6,5,6,6,2,8,8,10,18,14,12,12,10,12,10,23,19,19,9,18,16
15,15,5,7,3,4,4,11,4,3,6,10,12,9,7,8,30,14,15,16,19,24,28,15,20
16,7,7,4,2,1,6,5,3,3,6,12,13,11,11,15,11,22,22,19,22,18,17,21,17
17,13,12,3,3,4,1,4,1,3,8,20,11,13,4,13,16,7,12,17,16,19,26,20,11
18,15,8,12,4,7,8,2,5,12,5,10,9,8,9,14,10,18,9,13,14,17,11,11,18
19,16,12,11,12,13,9,11,7,9,6,7,12,14,14,14,17,12,18,10,19,11,28,21,19
20,11,12,15,8,11,5,7,7,12,11,8,10,3,6,7,20,11,13,13,10,21,21,12,18
21,10,9,9,10,1,4,6,2,4,7,9,12,7,5,16,13,13,14,8,10,29,20,16,12
22,9,7,2,7,7,7,8,4,8,5,6,12,16,6,12,10,14,20,11,18,17,19,16,14
23,11,8,3,4,4,3,5,4,3,4,11,12,10,9,17,10,22,12,14,9,16,17,15,9
24,13,5,5,4,1,1,6,6,8,4,9,11,8,7,11,14,13,10,14,13,20,15,10,13
25,8,7,4,4,6,-1,3,-1,1,6,8,6,11,4,8,11,17,8,19,15,17,21,18,16
26,17,9,9,12,11,3,5,4,4,5,5,2,4,11,11,5,13,7,14,17,8,15,19,9
27,2,4,2,3,4,3,-1,3,3,10,4,7,10,4,6,8,8,6,7,7,9,8,7,5
28,4,1,-1,7,6,2,2,4,1,6,10,10,5,8,8,10,10,6,7,9,4,11,10,5
29,8,12,-1,4,4,2,2,10,4,6,6,6,8,7,9,8,10,9,11,8,17,14,8,5
30,8,5,2,2,-1,3,4,7,5,7,9,14,13,15,10,6,10,13,7,8,15,7,16,13
31,9,11,7,4,8,10,5,5,5,4,7,5,12,8,6,11,10,10,17,17,13,16,11,18
