Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,26,18,22,28,32,55,50,65,62,70,64,66,40,49,33,28,28,21,28,27,27,44,34,43
2,39,34,28,45,33,43,54,59,53,63,89,53,81,32,54,36,22,20,23,49,59,38,37,40
3,42,37,50,66,61,71,80,97,103,62,58,54,49,49,64,40,20,38,21,30,60,33,61,44
4,47,66,58,80,31,101,79,64,74,76,65,71,61,52,53,39,21,23,35,26,42,30,32,45
5,52,37,35,40,37,44,33,42,73,77,68,39,41,32,29,16,23,22,34,25,33,31,30,35
6,49,40,56,48,39,37,50,48,61,63,52,42,39,59,38,16,40,21,20,24,21,30,22,39
7,31,33,51,45,48,87,90,57,47,49,50,47,45,21,28,28,24,22,22,24,29,28,42,45
8,30,46,33,26,59,185,195,155,112,40,48,47,38,34,19,24,13,16,9,16,31,31,28,38
9,37,57,51,29,24,31,45,41,28,37,37,35,22,38,28,28,29,25,21,20,20,22,39,26
10,28,39,25,40,49,56,32,40,51,53,59,43,47,51,45,26,18,28,32,39,37,36,42,32
11,35,44,45,48,60,59,54,66,58,64,65,57,32,47,43,21,36,23,30,28,38,45,24,43
12,44,33,36,36,37,55,48,36,61,104,84,85,43,59,50,48,49,29,34,26,21,31,45,50
13,51,62,59,59,49,64,76,64,122,67,80,46,50,48,40,51,38,18,12,25,27,21,14,31
14,40,87,54,47,47,65,54,88,40,45,52,50,41,24,35,42,38,19,38,25,29,36,37,43
15,48,45,59,54,60,62,59,75,70,84,57,50,33,37,31,30,38,28,25,38,31,46,46,32
16,34,34,51,43,48,56,59,54,45,54,47,48,41,29,31,37,49,34,36,41,41,38,41,50
17,48,60,96,76,65,77,126,103,73,106,125,74,88,55,52,64,53,26,38,48,69,45,46,60
18,68,73,110,82,105,91,112,98,87,76,59,69,50,44,51,50,33,72,64,83,88,107,77,74
19,91,65,73,64,82,65,91,109,108,82,58,71,51,47,37,32,45,16,41,27,42,67,43,69
20,134,97,101,68,87,103,91,129,147,88,65,46,50,35,40,22,30,23,28,43,29,37,38,50
21,45,47,50,48,57,65,37,73,51,62,54,47,47,50,33,36,33,26,43,42,36,37,37,50
22,38,51,50,39,58,71,58,74,75,84,65,67,42,33,37,31,33,36,49,44,84,34,34,46
23,49,43,57,46,63,87,63,78,100,93,88,52,57,32,44,40,30,22,29,30,29,17,41,38
24,42,60,61,50,62,76,71,86,91,57,59,38,66,57,64,69,72,53,48,85,95,72,71,45
25,94,67,56,58,58,77,66,75,67,54,60,89,53,37,48,44,31,42,43,36,41,41,30,48
26,57,50,49,65,63,69,59,51,70,72,55,65,36,34,16,25,34,31,17,42,40,83,51,75
27,58,102,76,73,83,87,83,80,102,57,64,43,33,27,43,29,32,18,40,41,36,71,43,39
28,42,51,33,38,52,61,75,95,52,60,59,52,46,46,29,22,26,19,22,24,18,24,69,33
29,56,42,42,46,53,46,60,64,66,56,42,46,41,41,30,13,24,34,23,38,37,27,45,36
30,46,35,51,51,44,56,59,63,58,52,49,37,27,35,45,18,19,25,31,43,50,34,47,45
31,43,42,48,47,57,51,56,58,60,51,60,40,46,31,49,46,37,37,39,44,37,48,51,29
