dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,21,26,16,17,18,-1,-1,-1,-1,9,8,10,11,17,12,17,22,23,22,31,34,40,33,19
02,20,15,18,10,-1,-1,-1,-1,-1,12,13,13,12,14,16,19,17,22,20,20,23,25,26,24
03,21,19,20,18,7,-1,-1,-1,-1,-1,10,20,18,14,15,15,21,17,22,27,29,30,24,22
04,14,-1,16,14,16,15,-1,-1,-1,12,11,15,12,14,13,15,19,21,27,28,30,27,19,16
05,25,17,13,13,15,7,11,6,6,-1,-1,14,15,18,19,10,13,15,19,16,20,33,22,29
06,23,15,14,7,12,11,12,6,-1,16,14,12,15,12,18,11,12,22,21,24,25,24,28,21
07,24,20,23,16,15,12,10,15,-1,-1,-1,-1,-1,12,11,12,12,-1,-1,28,23,39,22,24
08,19,21,12,16,11,10,13,15,9,10,-1,12,11,19,21,17,13,18,17,34,35,32,31,27
09,29,20,15,16,12,10,11,10,-1,-1,-1,-1,-1,18,23,20,25,17,13,23,29,31,25,20
10,16,23,15,18,17,10,14,7,8,14,-1,9,14,26,25,24,14,23,23,39,43,36,22,26
11,10,14,14,11,10,11,16,-1,-1,13,24,19,28,28,21,19,26,19,50,45,51,62,39,27
12,18,18,-1,16,12,10,11,10,9,8,38,41,43,-1,-1,27,24,12,16,51,56,56,42,21
13,38,41,31,23,20,21,17,11,12,21,31,54,73,91,130,-1,-1,-1,-1,13,4,-1,-1,69
14,28,22,25,16,14,19,16,13,11,24,26,37,43,62,60,94,21,24,127,159,109,97,62,54
15,24,24,22,20,24,-1,-1,12,14,13,9,19,26,30,28,53,29,42,75,65,60,39,37,33
16,22,23,19,14,19,23,10,11,11,7,9,12,14,24,24,26,20,29,39,41,43,26,49,28
17,22,20,14,13,15,-1,-1,-1,12,9,12,10,13,19,21,27,21,35,29,27,28,33,31,21
18,23,17,15,14,9,12,13,10,7,9,14,15,18,26,18,22,15,33,31,35,30,28,28,27
19,27,37,22,13,17,11,11,10,12,13,13,16,19,15,12,22,25,26,29,30,36,35,38,28
20,22,13,13,12,13,14,10,10,13,15,11,16,17,18,20,17,21,22,21,22,23,29,30,35
21,19,19,20,17,15,11,10,9,10,8,13,10,14,15,14,16,21,28,28,19,26,21,32,24
22,25,27,23,20,22,21,27,27,18,10,12,12,14,14,18,11,15,18,21,22,24,29,31,21
23,22,20,16,9,10,10,10,7,5,7,11,8,13,11,11,17,12,17,17,21,27,32,27,20
24,16,18,18,11,10,9,11,10,9,9,10,9,14,12,15,17,15,14,17,18,20,22,24,17
25,16,16,20,13,14,10,6,6,6,6,8,6,8,10,11,15,15,16,19,16,16,21,19,14
26,18,17,19,13,15,11,13,8,6,8,10,9,10,13,14,11,15,21,23,23,33,23,23,19
27,26,21,15,15,14,13,10,8,9,10,8,13,23,7,18,13,16,23,26,26,28,25,29,26
28,30,24,25,16,14,16,10,10,7,9,11,16,12,12,12,17,17,25,29,21,27,26,31,26
29,23,21,20,14,15,12,10,6,8,9,12,15,12,12,14,13,12,19,23,28,26,26,25,27
30,17,18,17,19,15,14,17,7,9,7,8,11,11,14,12,15,21,29,28,22,23,28,29,23
31,17,18,16,14,17,8,7,5,-1,-1,11,10,14,16,14,17,10,19,21,19,22,22,27,21
