sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,9,7,10,6,3,6,7,5,9,4,10,4,2,3,3,4,4,5,9,4,8,5,6,""
02,7,9,6,10,4,10,11,5,3,5,5,4,2,6,6,5,2,2,1,8,6,2,6,13,""
03,4,10,2,11,8,5,6,4,3,8,3,4,6,1,5,2,5,6,3,3,4,1,9,4,""
04,7,8,12,4,4,8,17,13,2,6,2,3,5,3,1,7,1,2,3,3,7,5,8,8,""
05,8,11,5,6,10,14,4,9,9,5,3,5,6,2,1,4,3,5,6,6,6,7,5,3,""
06,8,10,6,7,9,7,21,16,21,10,8,6,3,4,4,9,3,5,4,8,9,6,13,5,""
07,10,7,9,8,3,11,8,173,12,1,6,3,4,3,5,2,1,3,3,14,7,14,11,6,""
08,12,8,10,11,5,7,12,3,4,7,4,3,1,1,7,4,5,0,4,3,4,6,3,9,""
09,9,7,5,15,8,8,10,6,2,6,6,8,5,5,4,6,13,3,4,3,2,6,6,7,""
10,8,9,3,6,9,13,13,17,6,3,4,1,6,3,7,5,8,5,2,5,3,9,11,6,""
11,7,11,6,11,14,13,13,14,11,9,2,5,3,6,4,1,4,3,3,7,5,11,10,14,""
12,6,6,12,9,17,20,7,9,4,8,3,4,5,2,2,4,5,1,4,4,5,1,13,10,""
13,5,6,9,6,4,6,14,19,9,3,5,13,6,14,6,5,2,5,4,7,7,4,7,5,""
14,7,7,7,14,7,10,11,15,2,7,3,4,8,3,10,6,14,6,3,6,6,6,8,6,""
15,6,5,12,6,18,13,8,12,14,6,5,4,2,0,5,3,11,5,6,13,5,12,18,13,""
16,7,5,5,8,9,2,11,9,9,4,3,5,6,5,0,2,3,6,1,5,4,11,9,7,""
17,10,11,12,10,9,7,4,9,9,8,1,5,4,3,5,4,7,3,11,4,3,8,4,7,""
18,9,-1,19,11,8,13,11,11,11,9,6,3,1,7,3,3,4,5,5,3,5,3,7,6,""
19,9,8,8,11,3,5,10,12,11,5,6,16,4,6,10,7,5,3,5,7,7,5,9,8,""
20,11,7,9,9,2,11,6,10,5,11,3,7,4,3,5,7,10,6,7,6,5,4,7,8,""
21,6,9,6,9,5,12,1,2,1,2,2,3,2,3,3,7,5,2,9,1,13,3,11,7,""
22,9,13,10,8,5,7,11,8,7,3,0,6,7,1,4,2,2,1,7,13,11,16,7,12,""
23,4,6,8,12,14,12,18,8,6,5,5,10,4,9,7,2,10,1,1,6,6,8,11,8,""
24,8,7,15,12,14,19,20,16,10,11,13,3,12,3,2,3,5,2,0,3,4,5,6,8,""
25,5,7,8,6,12,11,16,8,6,9,10,5,7,3,4,1,8,7,3,6,9,12,12,12,""
26,11,11,13,17,15,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
