sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,9,20,36,43,50,36,19,21,21,15,22,17,15,14,15,10,19,17,36,29,38,35,9,""
02,0,3,15,47,27,21,33,39,19,19,14,11,13,26,18,15,24,17,29,34,28,36,44,21,""
03,22,15,19,20,18,29,37,38,25,23,23,19,13,15,13,12,9,17,18,21,26,28,23,8,""
04,4,4,9,26,25,22,34,27,27,10,13,8,13,7,22,25,16,21,15,30,36,25,33,7,""
05,9,6,12,16,40,33,29,27,17,7,19,14,10,17,11,10,18,22,17,21,34,38,33,6,""
06,1,11,13,8,25,28,25,32,22,17,21,10,12,17,8,4,19,23,25,25,24,34,25,8,""
07,6,5,16,8,30,24,28,20,16,9,10,12,11,14,9,14,10,15,24,27,23,29,21,6,""
08,3,4,20,23,29,35,43,62,31,12,16,19,10,16,13,12,12,17,29,30,27,30,38,11,""
09,0,7,28,14,37,22,33,23,20,12,11,13,8,13,10,8,9,15,17,23,27,32,33,10,""
10,7,11,34,25,44,46,28,25,20,15,20,10,5,12,13,15,11,28,20,24,32,35,27,6,""
11,8,5,16,22,30,39,19,32,26,16,17,10,17,11,12,17,9,14,14,19,40,32,31,15,""
12,5,4,22,22,25,37,26,31,24,14,10,17,17,18,15,18,14,17,10,34,40,36,18,16,""
13,13,8,17,34,33,43,21,29,28,15,9,13,15,15,14,15,12,22,19,29,28,41,46,14,""
14,5,7,10,16,30,25,32,34,20,13,12,8,14,15,14,22,20,16,13,22,43,44,30,13,""
15,8,14,25,19,20,23,36,32,29,8,14,23,10,17,10,18,11,16,17,26,30,47,33,16,""
16,8,13,12,26,37,23,11,19,3,6,0,10,17,12,21,18,14,19,20,21,55,35,41,17,""
17,4,4,16,26,30,33,39,38,32,24,20,15,35,17,14,15,22,19,18,24,31,22,22,8,""
18,1,6,28,32,49,35,41,42,37,26,18,15,12,14,11,17,14,12,30,29,35,38,33,22,""
19,8,6,13,23,22,38,30,34,21,13,19,19,12,10,14,47,10,20,24,30,48,30,28,8,""
20,5,6,12,9,30,34,26,39,26,22,18,11,14,9,5,15,15,16,10,24,41,47,53,10,""
21,6,14,7,17,37,50,38,55,30,24,18,19,11,17,18,14,21,21,19,27,33,31,25,10,""
22,0,0,7,19,22,30,22,26,34,13,32,13,12,16,17,17,22,19,13,35,33,28,23,24,""
23,0,9,27,22,32,37,40,45,51,23,20,24,18,21,30,17,14,17,8,30,46,43,51,32,""
24,15,9,22,34,41,39,51,55,54,23,20,17,21,23,21,27,32,27,36,35,40,42,45,12,""
25,7,4,7,27,29,34,42,68,40,29,17,157,299,216,173,18,16,24,41,42,43,38,43,23,""
26,14,6,22,22,30,35,40,34,35,116,26,27,13,16,21,21,13,20,27,35,43,40,27,14,""
27,14,5,5,16,40,59,40,45,29,22,35,22,20,20,25,27,26,25,17,46,47,61,64,16,""
28,14,8,17,26,40,40,55,58,44,93,120,114,16,14,13,18,57,12,21,30,31,46,26,13,""
29,5,7,26,35,51,49,47,48,47,24,14,24,28,21,20,20,15,24,28,36,47,51,33,21,""
30,0,2,22,35,53,48,55,61,42,52,16,28,24,14,24,19,30,20,38,45,40,41,44,36,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]c'bf,"bheIyfz}'js"
