sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,28,32,25,20,28,24,24,13,14,17,7,11,16,8,12,8,10,14,12,16,24,21,19,""
02,25,18,18,28,20,22,18,14,19,18,22,24,11,9,15,12,15,12,8,17,16,22,22,27,""
03,21,22,14,22,21,23,15,18,25,20,18,22,11,18,14,17,15,13,13,16,26,19,21,27,""
04,20,18,19,14,19,24,19,21,19,21,22,11,16,14,19,14,10,7,18,19,14,24,26,21,""
05,26,34,32,36,22,32,33,21,23,25,22,14,22,16,12,18,10,15,12,12,20,22,15,21,""
06,22,29,18,16,21,20,17,20,20,16,18,13,19,19,14,16,17,15,20,14,17,28,16,16,""
07,25,27,26,20,24,24,28,18,22,15,16,16,13,12,16,11,-1,-1,7,22,10,17,26,29,""
08,29,27,18,19,18,18,28,33,19,24,15,17,14,15,19,15,16,10,15,15,24,35,20,27,""
09,32,19,23,27,18,24,15,14,13,19,22,13,12,8,17,17,13,13,12,15,13,20,22,27,""
10,25,22,16,26,21,22,24,27,19,18,18,18,15,7,10,12,17,10,8,14,21,20,28,26,""
11,25,22,22,18,16,22,15,23,21,14,15,15,16,18,13,14,13,20,18,6,13,27,25,22,""
12,22,25,21,19,18,28,22,23,15,20,20,14,14,13,12,11,8,10,15,14,17,12,26,22,""
13,27,24,20,22,15,17,22,19,17,19,20,13,15,17,15,17,9,11,11,15,13,19,28,30,""
14,26,19,22,25,27,23,25,25,20,16,13,17,12,17,15,13,14,13,9,14,20,17,24,26,""
15,20,24,16,20,20,22,25,27,-1,-1,-1,-1,-1,-1,14,8,10,10,8,8,20,16,26,26,""
16,21,25,33,19,21,13,18,16,25,16,17,19,15,17,12,13,9,8,9,19,15,20,18,23,""
17,27,26,22,18,14,17,15,18,26,26,19,15,13,8,10,12,7,8,13,12,13,27,16,24,""
18,27,18,19,18,17,24,22,15,16,26,15,12,16,13,12,14,5,11,9,16,10,18,21,25,""
19,21,24,20,19,16,17,20,19,22,17,22,19,11,14,10,10,12,8,15,11,15,18,19,23,""
20,23,20,17,18,12,23,20,20,16,14,19,11,15,15,10,10,10,8,8,10,19,18,16,20,""
21,24,18,22,20,17,25,22,19,24,22,15,21,12,16,13,5,11,8,6,11,14,13,16,19,""
22,21,19,22,23,17,20,18,16,18,17,16,21,9,8,12,18,6,8,15,7,9,19,15,24,""
23,20,15,16,15,21,13,14,24,20,24,16,13,12,15,16,12,16,11,7,14,17,20,22,22,""
24,17,25,21,18,17,18,18,18,20,17,20,12,12,15,11,7,14,13,11,19,21,17,23,23,""
25,16,21,24,23,21,23,26,17,18,20,25,17,20,8,8,14,14,10,6,11,18,26,23,31,""
26,24,27,17,23,22,21,26,29,18,21,12,9,14,17,11,13,12,8,8,8,13,17,23,31,""
27,19,19,17,19,23,21,21,22,24,28,21,15,14,11,8,9,7,8,12,10,10,16,20,10,""
28,17,19,21,16,20,19,17,17,11,19,22,16,8,11,12,9,8,9,16,17,12,16,14,15,""
29,20,16,18,6,21,17,20,20,18,18,26,10,18,9,18,12,11,11,11,17,18,22,22,20,""
30,17,13,18,18,10,15,24,25,20,17,24,15,14,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
