Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,32,33,56,48,65,40,24,29,35,54,16,26,34,49,42,36,39,39,30,25,26,40,50,44
2,31,43,63,67,62,42,40,42,63,65,29,18,39,34,35,34,35,41,30,46,31,35,31,30
3,28,42,53,76,60,61,55,47,53,43,41,41,34,36,41,29,37,40,30,51,47,50,40,39
4,48,43,55,57,53,46,43,40,50,50,48,35,50,63,39,36,34,39,34,40,39,39,38,27
5,48,51,51,61,65,46,58,41,39,24,29,38,36,42,35,23,28,28,36,37,38,48,41,28
6,43,29,52,59,68,54,47,49,41,36,38,39,22,38,37,27,24,32,26,36,38,47,33,27
7,27,28,44,37,43,57,56,23,11,25,26,31,25,46,31,43,25,19,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,35,22,34,47,44,33,27
9,26,37,44,50,57,44,46,57,39,47,44,39,41,24,16,21,29,42,25,22,45,40,33,46
10,34,35,63,65,53,56,37,33,51,45,32,25,32,29,41,38,33,36,33,46,56,37,38,30
11,29,51,67,66,57,44,43,29,50,47,43,34,24,28,36,29,31,31,44,39,47,41,41,42
12,37,34,37,68,58,51,61,41,70,49,50,33,37,38,32,40,37,38,30,39,35,35,38,29
13,29,42,58,44,66,70,62,52,51,49,50,21,37,40,42,35,33,30,36,45,58,38,32,19
14,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,37,39,34,45,43,38,33,49,24
15,38,40,50,58,56,41,44,40,51,31,30,27,23,47,42,45,33,26,28,51,37,42,47,33
16,30,22,-1,-1,1,-1,-1,-1,59,63,52,57,47,48,42,36,41,41,51,49,42,41,28,33
17,30,40,42,60,58,69,64,59,47,38,45,36,40,36,45,55,56,30,35,40,52,54,30,24
18,37,34,46,7,-1,-1,-1,10,62,57,52,28,46,49,58,67,30,41,69,37,31,36,16,33
19,101,133,134,149,153,153,150,122,156,147,245,108,44,44,47,39,57,38,39,40,30,31,24,26
20,21,26,32,47,45,44,42,35,58,65,76,38,29,31,41,24,24,26,18,23,29,22,36,19
21,30,34,30,41,40,45,31,39,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,17,28,26,39,47,51,51,35,42,51,46,39,31,20,31,37,29,35,29,34,31,37,28,25
23,15,34,51,52,66,51,36,59,45,46,43,42,35,38,34,31,33,36,25,31,31,22,19,17
24,26,31,47,52,64,46,37,66,42,37,62,43,27,53,49,38,27,29,18,28,43,34,38,31
25,27,20,41,35,36,43,49,29,59,46,40,28,43,34,37,38,38,41,35,38,27,23,29,30
26,30,22,33,61,48,49,40,45,21,-1,-1,-1,-1,-1,39,32,39,29,32,27,30,31,24,24
27,31,24,40,37,31,40,52,28,47,41,28,43,29,35,39,44,19,27,15,30,41,33,32,15
28,22,32,45,41,39,41,36,22,50,40,38,42,32,44,36,38,18,29,30,36,38,34,32,36
29,38,12,25,24,42,36,39,21,17,39,51,37,30,41,35,35,5,7,30,41,47,32,33,20
30,23,23,32,37,47,37,33,24,42,46,41,46,49,48,46,32,32,33,30,27,34,23,29,17
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
