mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,16,17,28,44,26,28,21,25,32,32,23,43,42,45,46,21,19,26,22,31,17,18,9,""
02,10,12,24,29,35,32,17,11,29,28,40,27,28,41,29,33,27,23,18,26,25,25,15,18,""
03,21,17,19,33,31,27,23,13,0,25,41,35,33,30,37,32,22,17,17,24,29,18,19,14,""
04,15,18,19,30,32,28,24,1,21,20,26,29,27,32,39,34,27,21,28,16,17,25,17,9,""
05,12,11,16,23,22,18,13,7,19,25,25,25,35,44,30,28,20,22,19,22,17,21,14,11,""
06,11,8,15,27,32,26,27,15,19,27,28,29,28,27,41,24,17,21,19,20,29,16,16,12,""
07,7,10,13,28,31,29,18,15,26,25,24,26,24,28,29,33,15,18,14,15,12,16,9,12,""
08,17,16,11,19,19,23,14,16,23,20,27,34,22,25,31,25,14,11,14,15,17,27,7,6,""
09,11,9,5,18,17,32,16,13,22,18,17,36,23,37,27,27,26,22,19,18,18,17,9,13,""
10,14,12,11,18,17,25,19,11,15,21,22,31,18,28,27,16,15,13,17,13,21,19,21,8,""
11,14,15,19,11,21,21,17,16,23,11,0,0,0,33,32,31,14,15,11,17,25,17,8,12,""
12,-1,-1,11,17,30,33,20,19,21,17,27,31,29,39,34,35,16,20,17,17,19,16,13,12,""
13,11,16,20,24,23,16,11,11,19,23,20,18,26,40,29,25,14,12,18,25,16,21,20,14,""
14,11,9,9,20,15,24,19,7,15,30,16,24,29,30,33,31,16,16,21,25,19,25,10,11,""
15,13,10,18,16,13,17,20,15,28,32,30,27,32,27,37,21,27,13,17,15,18,14,22,23,""
16,13,15,27,23,25,23,23,24,20,28,20,13,29,36,33,29,15,10,16,12,23,15,16,11,""
17,13,12,18,15,18,24,12,11,23,30,21,32,27,22,32,16,15,15,15,22,19,12,19,11,""
18,16,14,17,31,31,30,24,20,27,31,42,30,31,30,39,35,28,15,18,15,14,16,13,14,""
19,9,10,18,27,29,19,28,15,18,16,24,31,36,30,23,23,21,18,14,27,19,32,20,14,""
20,8,19,14,18,26,18,22,15,11,28,31,36,32,34,30,34,22,17,20,27,11,22,19,5,""
21,12,16,22,22,17,20,12,7,18,31,17,20,27,32,26,27,24,17,24,10,15,18,19,10,""
22,6,10,15,17,14,13,17,19,27,17,33,29,25,40,35,21,18,16,20,13,20,19,8,13,""
23,8,9,11,21,33,27,20,17,18,21,24,21,31,31,31,22,29,10,11,16,16,13,9,15,""
24,12,14,12,25,25,27,17,23,15,25,29,30,20,34,22,30,22,14,12,18,17,17,14,11,""
25,4,11,16,17,15,17,11,15,17,26,32,21,28,46,27,24,20,14,19,13,20,24,19,12,""
26,8,12,9,17,15,21,23,9,14,23,31,30,28,25,39,24,20,27,21,9,12,25,19,11,""
27,16,17,19,24,28,19,14,21,25,27,34,25,27,45,36,36,20,14,15,14,24,25,22,8,""
28,8,8,16,17,15,15,15,13,12,26,31,22,29,43,29,27,18,17,11,19,20,20,12,11,""
29,10,9,14,18,30,15,20,15,24,23,34,27,24,26,36,34,17,22,21,19,18,18,19,10,""
30,18,24,21,26,35,24,21,22,26,28,31,30,37,42,39,40,29,20,15,25,24,20,18,16,""
31,10,16,11,19,17,31,25,30,31,29,30,34,32,40,33,37,26,13,21,19,21,21,22,-1,""
