jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,061,012,048,049,029,052,028,009,019,021,046,034,066,024,066,038,017,017,013,013,047,164,157,029
02,042,046,032,041,047,056,076,030,012,003,004,010,019,028,048,059,033,039,006,129,039,008,053,117
03,115,110,136,052,053,046,046,025,007,013,013,014,024,058,066,069,028,033,035,011,009,052,022,023
04,005,013,061,042,053,058,052,054,063,059,053,018,016,044,045,036,027,019,021,026,014,015,014,009
05,012,078,033,062,144,087,052,033,018,014,022,009,021,025,023,024,066,069,137,058,047,061,043,063
06,062,049,049,141,064,038,069,038,059,041,031,041,058,070,084,091,088,035,090,020,029,145,039,066
07,111,109,071,071,038,094,037,050,033,038,034,046,046,074,072,077,060,105,071,000,072,083,161,184
08,027,045,085,079,052,065,081,032,007,015,018,072,061,131,126,054,016,007,006,029,010,002,010,098
09,061,058,060,078,082,046,020,015,013,007,029,075,072,088,076,064,053,034,010,008,006,011,107,127
10,179,156,039,061,069,044,020,043,018,031,022,037,031,057,067,060,022,011,026,021,012,008,023,026
11,037,055,074,068,093,062,072,032,011,007,015,052,106,112,093,170,096,069,007,003,007,008,005,009
12,013,028,098,070,083,068,074,089,013,010,006,021,032,033,036,035,020,015,021,018,020,029,034,024
13,023,011,016,027,046,028,029,035,043,041,028,031,049,094,094,067,065,042,066,061,012,017,042,056
14,018,028,103,088,000,130,092,053,035,029,032,045,066,110,076,058,157,131,029,048,029,003,011,026
15,047,050,090,109,051,024,047,023,011,008,004,038,083,106,120,080,051,020,003,004,006,070,007,032
16,025,054,046,039,042,020,017,016,028,022,022,019,015,048,020,021,009,005,006,002,007,006,009,023
17,013,031,058,041,051,028,014,008,010,013,016,038,043,059,068,023,017,012,005,009,002,003,003,000
18,000,000,000,000,000,000,000,000,000,011,013,023,033,040,058,029,026,011,011,009,009,014,015,013
19,015,025,009,041,043,036,037,052,048,035,023,030,049,050,062,059,038,023,027,017,012,018,014,073
20,026,026,043,050,074,090,090,057,022,020,022,036,036,042,038,064,041,025,012,022,022,024,023,046
21,035,060,042,035,046,049,027,038,034,019,024,025,041,056,043,036,022,021,011,014,021,018,036,040
22,047,045,068,032,041,054,019,032,035,043,028,033,076,078,066,067,023,019,023,021,020,028,039,041
23,056,065,060,056,050,038,034,029,024,044,031,058,088,106,081,044,040,051,049,018,020,026,049,048
24,049,049,064,083,040,034,028,030,027,032,044,047,048,059,065,032,020,011,021,021,012,025,145,030
25,050,063,075,084,074,075,030,032,037,024,029,040,053,071,096,065,045,016,072,053,024,159,000,079
26,040,046,053,074,074,060,083,059,050,096,054,073,087,096,079,061,102,088,033,012,105,065,121,042
27,041,064,065,076,086,069,081,037,000,041,037,041,060,042,055,049,030,043,120,113,056,050,039,199
28,148,106,052,059,065,077,071,054,077,072,048,044,048,060,052,035,029,020,026,015,025,021,026,024
29,044,064,068,071,083,055,048,052,065,052,068,065,076,055,036,035,022,018,018,016,015,025,034,052
30,048,058,075,062,079,061,049,074,081,049,038,053,064,079,070,057,117,036,016,013,026,006,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
