jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,11,21,32,23,36,35,31,8,5,9,24,29,18,26,25,15,15,10,14,9,2,15,26,""
02,18,20,17,16,26,32,28,14,16,12,11,20,29,16,8,18,20,12,18,8,18,9,20,23,""
03,15,26,19,36,37,43,53,32,13,21,21,16,18,33,20,17,23,11,19,13,13,12,14,15,""
04,29,20,23,28,54,50,43,30,31,24,22,18,33,27,19,21,19,19,10,11,9,15,14,12,""
05,25,19,24,25,33,37,42,29,26,21,26,27,38,38,22,20,28,12,14,12,16,15,17,20,""
06,16,23,18,30,34,45,64,44,27,20,26,34,39,22,29,34,13,14,11,11,15,9,16,16,""
07,17,16,25,26,31,50,50,42,34,19,23,26,27,29,27,26,22,23,12,9,8,10,10,12,""
08,13,13,23,35,52,51,59,56,34,18,18,33,39,30,26,44,10,8,4,6,9,11,17,17,""
09,21,20,18,29,40,51,57,34,24,9,31,35,36,42,37,23,33,11,13,12,13,21,11,9,""
10,16,9,16,34,44,59,56,44,16,24,24,27,40,50,28,28,22,8,12,8,8,15,20,13,""
11,12,22,38,41,49,55,50,44,35,21,28,36,52,36,36,33,22,16,15,18,12,12,18,21,""
12,18,22,35,39,47,69,56,53,35,32,28,44,46,48,29,22,26,11,10,8,8,13,15,22,""
13,7,12,19,30,35,48,42,34,19,16,23,25,17,28,22,20,13,11,9,6,11,8,17,6,""
14,7,16,24,24,28,39,36,19,22,13,24,27,42,41,26,16,22,12,15,7,7,11,12,17,""
15,17,20,27,32,39,51,55,39,25,22,14,30,31,56,49,36,25,18,10,10,6,15,27,22,""
16,20,22,23,35,48,53,44,31,21,18,18,22,28,36,34,21,24,20,12,8,17,9,8,19,""
17,9,23,21,38,46,53,51,40,18,24,14,29,27,37,31,13,16,17,7,14,9,14,15,16,""
18,15,31,29,17,38,40,43,49,31,16,22,24,32,35,40,25,17,14,7,13,14,11,15,24,""
19,21,15,30,41,37,51,62,30,22,17,22,27,24,36,28,20,14,9,17,16,12,13,21,17,""
20,16,11,20,33,34,42,52,24,23,19,29,35,41,32,29,23,14,15,7,9,12,12,13,24,""
21,19,15,21,29,31,40,47,40,26,21,15,17,30,29,22,28,18,11,15,12,10,12,9,2,""
22,7,22,16,25,19,22,35,31,26,9,8,15,34,38,26,18,13,8,12,5,9,14,18,21,""
23,22,11,21,26,39,37,32,28,37,11,14,21,22,14,17,24,17,14,10,8,17,11,12,18,""
24,12,23,30,33,37,32,43,36,37,17,16,23,24,30,34,18,17,12,7,9,5,26,16,15,""
25,18,20,24,34,35,32,44,28,32,15,20,31,22,26,18,32,22,13,13,10,15,10,14,27,""
26,23,26,19,32,41,47,46,37,20,18,28,28,25,39,39,35,27,18,13,7,13,12,17,21,""
27,20,22,21,15,16,16,35,37,20,21,18,16,30,20,23,19,18,12,15,15,21,12,22,16,""
28,19,27,37,19,29,24,22,20,21,11,20,26,37,21,28,26,15,15,20,16,14,20,18,21,""
29,17,13,16,43,37,35,46,34,26,16,17,13,24,31,35,24,26,12,18,11,19,24,19,35,""
30,29,29,26,42,25,38,44,46,27,26,20,31,28,30,18,22,24,16,11,11,12,16,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
