jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,16,17,17,20,28,23,30,2,8,18,26,28,15,18,20,19,17,21,23,21,13,15,16,""
02,16,20,19,22,18,34,23,26,13,6,9,9,10,15,7,20,22,13,16,10,14,15,13,15,""
03,15,10,22,16,21,17,26,26,16,14,13,18,17,28,20,22,17,7,20,19,9,10,15,11,""
04,14,12,17,14,22,27,26,32,19,20,15,25,18,26,38,24,11,8,11,14,11,12,11,14,""
05,18,10,17,23,28,30,33,26,14,15,32,22,22,27,25,22,12,8,17,13,13,15,14,14,""
06,5,9,13,19,31,28,39,33,22,20,26,23,24,31,26,29,20,1,7,17,14,12,19,19,""
07,10,15,22,25,23,35,31,34,20,23,11,22,24,25,33,26,17,16,15,11,12,16,6,0,""
08,0,0,0,0,0,25,28,29,15,27,26,26,37,36,28,28,21,8,19,14,14,15,10,18,""
09,19,15,22,22,35,37,45,26,16,10,28,31,40,47,30,41,26,15,16,16,21,18,14,10,""
10,14,14,18,22,35,35,36,40,23,27,22,34,37,41,27,33,21,19,20,19,16,22,21,17,""
11,16,21,24,33,40,42,37,34,31,30,32,29,38,50,33,33,17,24,13,9,18,12,10,16,""
12,13,11,17,36,28,45,43,26,25,25,25,32,30,44,27,39,25,17,21,13,26,9,12,13,""
13,16,22,20,30,34,40,37,27,22,23,25,28,21,36,31,34,20,20,14,19,18,20,13,13,""
14,10,22,17,34,26,28,31,23,28,25,26,21,27,34,41,20,28,13,13,13,19,15,15,18,""
15,15,23,28,26,36,39,46,38,20,14,22,27,34,40,42,38,31,27,23,21,11,12,10,18,""
16,15,22,20,32,43,40,39,35,27,7,22,25,36,28,44,29,18,16,13,12,20,16,20,16,""
17,19,9,24,23,25,45,30,17,16,18,19,17,28,34,36,26,16,17,13,15,13,8,9,13,""
18,25,14,14,36,24,36,23,34,28,22,19,29,35,31,22,31,33,13,36,26,17,15,18,14,""
19,21,16,19,29,36,40,34,38,19,28,24,29,31,33,29,20,23,18,11,15,16,16,13,18,""
20,19,25,24,34,33,30,43,37,33,30,27,20,28,32,29,26,23,13,18,19,15,20,12,17,""
21,18,12,25,33,46,29,29,31,27,20,29,17,38,41,26,23,22,20,17,12,16,16,26,17,""
22,20,14,21,26,37,32,26,25,17,19,18,24,26,38,27,28,24,14,14,13,14,15,13,14,""
23,15,17,21,36,45,30,29,42,29,25,19,21,19,31,23,23,9,18,12,7,14,14,17,13,""
24,21,21,20,18,21,43,23,29,25,19,22,27,29,22,16,30,17,21,18,14,14,20,13,13,""
25,10,19,19,22,26,22,29,28,18,24,19,19,25,22,21,20,25,19,15,10,18,14,13,23,""
26,14,24,16,23,30,28,27,29,31,26,16,26,23,30,23,27,17,11,11,9,17,16,15,12,""
27,8,14,15,21,18,26,31,15,26,24,19,21,33,19,19,23,20,21,16,17,23,20,12,12,""
28,22,20,23,19,16,28,32,18,25,30,23,16,20,32,26,27,15,15,8,15,13,15,10,13,""
29,12,15,21,28,23,21,19,21,28,27,20,21,21,24,23,22,17,16,16,11,9,12,21,13,""
30,13,29,15,25,26,20,22,17,15,21,16,21,23,28,27,21,23,16,17,10,18,13,11,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
