nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,15,24,15,20,16,24,26,19,16,35,28,25,15,17,15,14,21,18,11,20,17,14,24,""
02,19,18,12,11,23,23,16,18,23,35,31,21,19,12,13,16,13,17,14,16,32,17,17,17,""
03,16,22,13,17,20,20,23,16,26,26,23,31,22,15,15,14,22,18,24,21,23,10,27,19,""
04,18,26,23,14,22,15,18,27,18,23,23,21,12,13,18,14,14,25,18,18,26,23,16,23,""
05,25,25,12,24,22,21,28,24,19,16,20,14,16,11,15,9,12,17,17,28,22,23,13,24,""
06,14,22,20,25,18,17,23,20,35,15,21,25,15,15,12,11,15,16,14,23,28,22,19,11,""
07,19,20,19,21,15,27,24,23,22,17,20,19,15,17,14,18,12,15,23,27,27,22,18,14,""
08,16,17,18,29,20,20,26,22,17,21,23,18,17,17,10,12,18,8,14,20,17,23,22,20,""
09,17,21,23,21,31,26,14,17,25,20,15,13,30,12,13,7,15,11,21,19,20,12,27,18,""
10,17,19,17,12,18,12,21,16,20,25,24,19,11,13,9,11,9,16,14,20,25,18,28,28,""
11,26,13,26,16,25,12,25,18,17,24,14,21,20,16,22,11,11,15,9,20,23,21,26,18,""
12,14,18,16,20,13,22,25,26,17,16,31,18,20,21,6,7,11,22,14,14,17,15,9,13,""
13,9,12,24,12,16,22,19,23,24,22,18,16,15,13,11,14,14,13,17,15,16,15,19,15,""
14,20,23,21,17,28,13,30,23,24,21,10,19,14,12,12,13,18,18,11,24,21,14,20,18,""
15,15,20,11,18,26,31,31,25,24,29,16,20,13,10,17,11,13,-1,-1,-1,-1,-1,-1,0,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,11,21,27,27,27,17,17,""
19,14,21,28,27,23,26,23,23,32,14,18,23,20,15,17,10,15,16,21,11,25,13,24,20,""
20,19,21,17,27,25,25,25,15,30,21,19,20,17,16,12,17,10,14,20,17,28,17,26,18,""
21,12,16,19,18,14,-1,-1,-1,8,4,4,8,22,8,14,13,15,13,16,38,28,14,21,20,""
22,23,20,26,19,22,18,30,24,20,31,34,24,18,13,9,16,6,26,15,22,32,25,24,20,""
23,21,19,37,16,16,16,16,21,27,19,33,23,23,17,14,11,17,27,18,27,20,23,18,18,""
24,17,20,23,31,26,20,25,23,21,26,28,23,22,13,10,10,13,23,21,21,19,22,23,24,""
25,20,26,17,18,24,17,15,24,15,18,23,25,20,19,14,11,15,14,13,18,20,29,25,21,""
26,16,27,22,21,15,26,11,22,14,26,26,16,18,14,14,10,13,18,22,19,23,21,19,22,""
27,18,28,26,21,28,20,21,24,25,21,24,22,18,17,15,20,12,15,22,22,26,18,25,23,""
28,24,29,28,15,16,19,22,16,22,21,27,21,17,8,18,11,13,21,19,31,22,18,23,15,""
29,29,21,28,18,28,25,24,23,28,30,27,29,21,20,14,10,14,19,20,26,27,26,20,26,""
30,16,18,20,23,19,26,25,28,31,24,29,20,19,13,21,9,18,14,19,12,23,21,17,4,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
