nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,38,75,111,97,89,100,110,91,85,84,72,51,69,61,64,54,79,100,129,149,165,127,38,""
02,38,33,51,126,114,101,107,104,108,85,79,61,46,58,62,44,55,90,88,117,180,207,186,128,""
03,52,54,58,57,131,162,129,160,112,82,72,61,43,56,57,87,68,97,123,125,179,164,148,117,""
04,67,38,76,129,140,120,138,147,131,91,87,71,54,57,34,30,43,77,104,123,92,141,148,13,""
05,5,27,91,164,173,171,195,161,151,119,79,-1,50,54,22,78,94,118,149,195,232,218,215,89,""
06,59,75,120,179,191,140,139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
07,-1,-1,-1,-1,-1,-1,-1,-1,98,98,114,88,71,102,48,48,71,61,83,134,131,161,152,49,""
08,47,37,87,128,137,104,149,128,103,78,78,62,51,50,36,55,44,76,97,124,125,148,110,81,""
09,32,41,39,71,106,119,111,108,107,94,71,36,44,61,49,49,51,77,106,122,128,143,121,104,""
10,32,35,61,68,133,104,123,123,104,62,53,40,16,36,49,59,35,116,76,105,129,141,124,75,""
11,30,25,75,93,65,57,108,103,112,70,87,67,54,47,56,40,64,85,91,144,156,144,95,45,""
12,-1,26,76,101,103,87,96,133,113,73,84,75,52,42,37,58,60,88,74,139,165,163,126,44,""
13,50,44,89,132,88,113,138,108,93,76,80,76,61,57,54,32,27,78,91,144,150,151,135,55,""
14,50,33,84,115,105,96,87,90,99,68,78,49,53,52,44,53,83,83,90,113,136,151,173,77,""
15,63,44,85,132,124,121,139,124,108,69,74,57,66,64,39,51,65,95,90,136,172,162,126,69,""
16,41,58,34,74,136,146,144,113,121,73,71,51,64,51,46,57,64,94,97,147,174,178,161,59,""
17,54,46,61,83,148,135,114,162,110,98,89,69,49,55,44,62,85,85,107,114,168,198,164,97,""
18,1,4,46,97,107,104,139,117,87,47,58,50,46,39,49,53,60,60,96,93,123,161,118,42,""
19,35,39,58,126,125,127,102,95,97,89,66,70,43,55,61,76,58,80,77,129,147,168,103,56,""
20,34,39,79,115,104,122,162,133,123,61,87,76,43,45,43,64,81,82,89,151,144,160,84,60,""
21,57,41,56,158,121,123,147,135,112,90,81,61,51,54,63,67,87,102,121,134,145,158,175,58,""
22,70,71,104,159,131,95,135,126,129,84,92,66,58,53,58,53,63,91,96,136,154,177,113,76,""
23,51,44,51,78,131,107,125,107,82,68,67,70,78,60,72,70,74,74,105,121,134,201,215,89,""
24,76,120,54,40,136,149,145,116,122,95,66,58,63,52,52,71,101,102,131,150,168,198,181,94,""
25,50,48,83,136,115,98,140,157,132,82,78,79,60,72,62,72,63,76,109,121,149,155,105,2,""
26,-1,15,105,142,139,149,136,123,108,71,52,67,53,51,75,60,60,78,113,129,164,160,55,51,""
27,55,41,79,136,117,134,138,117,123,81,89,66,64,51,56,64,60,85,97,158,140,168,65,67,""
28,35,35,76,91,49,68,145,140,141,75,70,75,52,55,55,71,70,86,97,156,163,159,26,23,""
29,45,50,88,118,138,108,125,105,96,62,51,63,63,56,82,65,79,71,80,128,160,173,154,123,""
30,46,47,46,126,148,129,144,116,99,89,76,71,42,55,64,54,56,73,105,105,107,110,72,9,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]c'bf,"bheIyfz}'js"
