nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,11,10,7,16,33,20,15,45,45,46,36,33,48,25,27,29,25,20,33,27,29,37,33,""
02,41,39,47,29,41,42,49,45,50,47,37,29,28,34,28,23,21,21,21,25,23,23,38,23,""
03,29,40,38,27,45,39,27,49,38,31,36,30,37,26,9,23,21,22,24,19,20,25,37,34,""
04,26,46,32,32,17,25,18,15,43,41,43,36,21,30,14,15,14,13,20,20,23,11,20,30,""
05,40,37,31,33,61,43,40,38,41,47,38,45,40,28,52,29,28,26,36,31,18,22,22,14,""
06,12,28,40,32,36,29,39,30,52,39,45,35,33,28,33,23,32,28,31,29,36,34,36,42,""
07,33,27,38,41,48,42,42,40,37,49,33,35,39,36,32,31,31,30,44,25,34,44,42,44,""
08,49,37,37,41,58,44,36,25,34,41,32,35,25,25,29,33,26,32,28,37,25,38,37,37,""
09,42,28,35,52,49,56,48,50,44,28,44,43,36,43,34,28,24,21,31,24,39,27,39,38,""
10,37,35,40,51,40,51,16,22,41,42,50,30,31,23,42,26,30,24,22,33,32,35,35,32,""
11,48,43,35,41,45,35,10,8,45,46,53,46,47,45,33,41,28,36,33,43,30,40,45,47,""
12,41,19,15,14,30,51,41,27,50,58,55,55,48,50,32,31,35,37,37,46,22,7,9,14,""
13,14,18,16,15,29,20,52,31,44,66,58,54,45,32,45,40,51,26,29,30,13,17,12,9,""
14,12,18,16,14,27,38,64,48,44,32,21,38,31,38,40,25,37,32,42,28,21,32,26,35,""
15,40,29,33,35,43,38,22,13,51,49,61,42,26,33,37,33,29,0,2,0,1,0,1,0,""
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,""
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,""
18,0,0,0,0,0,1,0,0,0,0,20,26,40,40,34,28,14,21,20,16,19,23,15,26,""
19,40,47,43,34,47,44,52,52,47,49,43,50,40,37,32,23,29,32,42,30,21,24,40,51,""
20,38,33,46,41,42,55,54,55,46,47,35,33,44,24,37,37,24,29,30,23,36,34,34,39,""
21,38,27,44,33,31,0,0,0,21,23,12,15,33,37,32,34,26,28,26,32,32,28,26,27,""
22,35,55,34,47,48,56,37,34,41,51,37,50,41,37,21,18,12,23,15,19,19,19,17,33,""
23,35,39,33,49,48,53,46,54,41,40,51,65,29,28,21,21,19,20,30,22,24,40,42,36,""
24,57,42,57,37,54,65,50,48,46,51,51,62,47,58,37,38,43,38,35,35,30,36,32,18,""
25,19,24,16,47,33,46,78,53,50,63,78,56,66,37,49,48,40,44,29,21,35,22,32,46,""
26,38,48,45,41,65,49,77,54,63,63,63,52,53,53,44,43,38,36,52,31,30,23,20,27,""
27,26,23,30,32,44,53,62,65,57,55,41,42,43,52,38,38,45,42,40,40,33,37,45,44,""
28,47,35,49,64,53,55,69,56,47,49,52,38,29,36,32,28,44,29,28,31,15,13,12,9,""
29,19,27,31,35,33,46,60,42,46,38,34,31,37,22,28,24,25,19,18,36,15,19,21,20,""
30,24,21,17,23,33,23,32,54,34,29,30,28,32,29,23,19,14,18,17,24,16,10,30,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]bchb,"kIndh`e'jfd"
