nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,1,11,27,17,9,14,13,11,5,13,7,10,10,9,4,24,4,5,6,20,9,10,2,""
02,2,25,26,9,9,15,22,11,10,4,4,4,6,8,31,35,19,10,5,8,16,24,3,5,""
03,7,6,11,12,10,9,7,12,14,14,3,12,3,13,8,13,11,18,5,10,12,13,11,5,""
04,6,7,8,4,4,11,13,6,2,10,3,4,10,6,14,16,19,19,7,30,13,9,8,14,""
05,17,2,29,18,24,3,9,18,16,9,10,5,12,3,4,25,25,22,26,16,10,26,17,18,""
06,6,10,22,16,25,6,23,24,25,3,7,7,8,5,11,8,19,9,20,17,9,40,7,11,""
07,17,4,30,7,24,4,10,12,31,3,24,10,7,16,11,13,19,29,7,5,5,12,9,8,""
08,2,16,7,2,5,12,12,6,7,8,5,4,6,7,11,14,7,10,3,4,10,10,16,14,""
09,1,9,10,41,6,2,15,8,7,5,24,4,6,6,9,29,7,17,8,7,5,24,25,9,""
10,8,11,18,17,10,6,12,11,14,10,4,16,8,10,22,10,8,10,6,5,24,20,21,11,""
11,10,8,6,5,7,9,10,9,6,10,1,14,15,4,6,20,22,11,7,31,10,8,23,9,""
12,17,23,12,4,2,8,5,10,7,10,5,7,8,5,7,9,4,8,22,12,6,3,5,6,""
13,7,2,5,4,0,7,12,2,4,6,3,4,3,4,3,10,1,5,12,5,14,9,2,8,""
14,12,14,5,4,6,9,10,7,2,1,3,1,11,3,3,12,16,10,8,8,8,32,28,7,""
15,7,5,12,6,6,6,8,6,6,4,2,3,6,3,4,6,8,8,4,2,8,7,7,2,""
16,7,8,4,2,6,7,7,7,15,5,6,19,5,6,13,15,5,21,12,8,8,22,6,6,""
17,5,2,20,7,4,15,7,17,3,6,1,6,9,7,6,25,17,14,21,5,12,8,34,15,""
18,25,28,28,21,15,27,18,28,16,16,15,17,28,13,16,33,17,35,29,10,27,7,16,17,""
19,18,17,21,32,12,15,29,28,17,15,21,21,19,15,25,29,24,31,18,8,10,18,19,27,""
20,16,7,28,20,12,24,16,23,24,20,23,16,22,19,42,23,22,24,14,24,13,11,19,22,""
21,14,25,18,38,26,12,26,40,30,18,10,11,20,18,34,26,32,22,47,25,40,35,11,40,""
22,34,16,39,31,42,10,27,32,27,13,12,18,21,15,21,43,45,38,23,19,23,25,7,49,""
23,11,18,33,14,22,19,27,28,24,25,15,9,10,22,36,17,13,18,30,24,18,31,23,25,""
24,0,11,20,14,12,18,37,23,26,23,11,15,13,11,24,29,12,8,32,3,26,22,10,15,""
25,19,10,15,15,11,20,20,30,30,16,16,19,10,21,35,27,14,22,18,9,8,8,31,27,""
26,5,9,19,22,10,22,16,31,42,22,10,17,14,14,29,18,17,23,14,10,13,26,11,12,""
27,8,47,8,12,14,11,23,28,22,17,13,12,16,16,15,38,20,24,24,18,16,22,23,15,""
28,4,12,15,21,19,30,34,22,19,22,19,19,21,18,25,35,20,26,15,11,20,42,25,18,""
29,7,12,11,15,23,13,33,21,18,15,17,17,13,24,21,28,14,18,19,12,14,14,24,11,""
30,9,10,14,23,6,15,32,24,27,16,13,17,27,23,33,27,20,42,28,18,10,19,11,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
