may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,2,2,1,0,0,6,4,1,5,4,0,0,1,0,0,0,0,29,30,2,2,11,11,0
02,4,3,15,13,13,23,44,12,4,11,5,4,1,2,14,10,14,17,29,20,76,65,69,46
03,79,68,66,36,31,59,74,83,2,3,2,0,0,2,0,0,0,0,0,1,1,2,3,6
04,20,7,20,3,2,6,9,4,5,6,6,2,1,1,0,0,0,1,1,2,0,2,4,0
05,2,3,8,0,39,48,43,53,47,40,36,2,5,1,0,0,1,0,1,0,0,0,1,24
06,86,112,93,34,3,3,9,29,3,4,0,4,0,0,0,1,0,0,0,0,0,2,2,1
07,2,0,5,7,7,7,12,14,1,2,1,3,0,1,2,0,1,2,0,0,0,0,2,0
08,0,0,2,1,4,8,8,2,4,4,2,4,0,0,0,1,0,0,0,0,0,1,0,2
09,1,0,0,0,3,6,4,1,5,1,18,0,0,1,0,0,10,3,11,20,22,20,21,112
10,137,173,170,169,143,105,128,133,122,24,5,9,4,1,1,0,1,14,7,20,34,39,51,17
11,20,11,19,3,9,42,28,4,3,3,2,1,1,3,3,2,6,23,8,2,2,7,28,36
12,14,13,2,14,25,27,46,39,39,35,15,10,0,6,29,79,24,3,0,0,4,1,5,25
13,14,24,30,30,2,5,5,2,2,42,32,3,3,5,6,9,22,0,0,0,0,1,1,2
14,4,5,12,14,31,61,58,60,55,52,57,65,16,9,3,9,9,34,63,81,66,76,82,69
15,83,96,77,11,11,63,99,95,60,54,62,53,5,3,5,12,4,53,69,85,64,52,32,22
16,17,12,12,6,17,51,70,35,51,48,44,62,10,0,2,1,1,19,46,50,64,70,62,39
17,46,28,18,9,4,11,25,46,64,58,75,38,13,10,29,5,29,7,0,3,1,0,0,0
18,4,5,2,5,20,28,37,73,4,5,0,0,0,1,1,3,0,0,0,1,7,14,0,2
19,3,3,3,3,5,5,8,17,17,11,4,11,27,28,25,14,0,23,0,2,3,5,3,0
20,2,4,3,21,50,64,11,4,0,1,2,3,1,1,0,1,0,1,65,32,24,2,0,3
21,9,6,9,9,10,13,11,27,13,1,0,1,2,6,19,1,0,2,0,0,0,3,1,2
22,1,5,1,2,2,3,2,1,1,2,18,1,2,3,1,0,0,0,3,2,0,0,1,1
23,2,1,2,1,3,2,7,7,7,3,7,4,8,3,40,21,51,107,25,27,28,32,35,19
24,11,23,18,0,1,15,8,8,4,2,2,0,1,0,0,0,7,1,9,6,2,8,15,7
25,6,6,10,4,0,3,3,19,7,9,57,57,76,60,72,14,1,0,0,1,1,1,1,0
26,1,0,0,0,0,1,1,2,2,2,1,6,1,3,1,0,0,0,1,2,4,2,0,2
27,19,1,1,0,7,4,2,3,4,40,15,1,0,1,23,41,4,22,77,1,0,0,2,1
28,0,0,3,5,0,4,8,4,3,6,17,7,2,1,6,16,39,43,9,8,2,5,22,17
29,9,3,67,87,112,151,140,90,32,63,12,4,0,2,5,13,13,19,27,36,29,31,40,41
30,50,65,35,10,20,33,91,80,77,50,44,8,6,11,4,1,4,0,1,0,0,2,2,3
31,3,3,1,3,5,7,4,3,0,1,3,98,73,46,43,58,7,29,54,49,32,30,74,104
