mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,43,38,34,35,35,16,15,20,9,16,9,10,4,5,4,5,4,8,5,9,19,17,22,""
02,26,13,18,23,23,20,17,15,16,12,19,8,7,5,5,10,5,9,7,7,9,14,19,19,""
03,29,31,30,30,17,16,9,9,8,25,13,14,11,8,5,4,6,5,4,5,14,16,16,34,""
04,33,39,42,35,21,23,19,13,13,14,15,12,7,12,6,10,8,7,6,13,13,20,27,46,""
05,48,45,34,34,29,30,20,26,17,12,16,13,12,15,7,5,4,8,4,9,16,18,18,26,""
06,30,31,43,43,32,25,26,22,11,5,14,11,10,8,8,4,9,7,5,8,9,12,20,37,""
07,29,40,32,28,18,22,16,11,12,12,15,14,9,22,7,7,7,12,11,14,21,24,17,31,""
08,37,26,32,44,35,34,25,17,19,18,17,14,4,11,11,7,7,3,3,10,12,10,14,21,""
09,33,35,27,29,27,29,16,9,16,11,8,13,11,10,5,3,4,3,3,5,4,7,13,31,""
10,25,38,40,33,34,25,12,15,18,12,6,18,12,11,5,7,5,5,1,8,10,8,23,22,""
11,31,36,37,43,27,21,19,14,5,11,10,13,3,4,12,4,5,4,8,4,7,16,12,26,""
12,22,18,19,8,19,17,18,10,15,15,4,7,7,10,9,7,5,5,4,9,11,12,13,19,""
13,22,19,11,18,21,17,12,12,15,4,9,12,8,6,6,4,1,6,9,4,4,6,8,14,""
14,32,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,20,18,26,""
16,32,23,28,21,16,6,6,9,8,4,5,12,7,9,8,5,3,7,10,12,12,15,16,33,""
17,29,21,33,19,20,15,17,10,16,15,15,10,20,15,6,2,5,4,6,11,19,16,14,29,""
18,46,43,32,45,45,19,19,25,18,14,8,8,9,10,11,10,8,8,8,9,7,15,11,29,""
19,31,31,31,29,27,19,14,21,11,7,15,11,17,11,9,14,2,1,5,9,12,14,18,25,""
20,32,38,35,37,26,28,23,14,18,7,9,12,-1,-1,7,4,7,4,12,11,11,12,18,18,""
21,32,36,36,24,20,17,14,7,14,12,4,14,11,10,10,11,7,2,9,9,10,14,15,24,""
22,31,38,34,29,25,19,14,9,13,9,14,9,6,13,10,11,8,3,7,3,7,9,15,19,""
23,32,27,38,33,27,33,23,8,13,15,14,10,9,9,5,9,2,9,4,12,4,18,23,29,""
24,33,31,42,41,30,31,29,12,18,14,11,19,9,13,10,10,7,7,4,5,9,11,19,20,""
25,33,28,45,24,30,21,24,18,15,17,9,12,2,6,5,7,3,3,5,10,11,11,29,26,""
26,36,40,33,26,25,11,11,8,11,7,9,7,13,5,5,5,6,4,8,9,15,11,18,19,""
27,27,29,33,29,20,18,16,13,12,8,13,12,6,7,10,8,5,10,7,7,23,14,10,29,""
28,28,26,26,32,22,19,6,7,11,13,12,12,4,5,5,4,6,7,5,11,13,15,11,22,""
29,34,14,22,37,23,22,8,20,12,12,10,9,9,7,9,8,5,2,6,7,12,3,19,18,""
30,14,23,28,14,16,19,11,12,20,9,9,5,4,6,5,2,3,1,7,9,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]e,"j'nfk`gIndh`e'jfd"
