mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,2,2,3,3,9,19,7,10,43,19,27,24,7,14,11,30,72,30,57,30,28,21,4,""
02,6,5,10,13,12,21,41,43,9,28,32,24,5,15,19,22,38,77,50,28,16,32,10,12,""
03,5,6,8,11,9,31,35,23,17,13,1,0,1,3,3,1,8,13,13,14,4,13,18,5,""
04,7,9,-1,20,10,17,16,18,3,-1,-1,-1,-1,-1,-1,-1,0,4,27,9,1,1,2,0,""
05,6,4,3,6,0,8,7,11,3,11,8,5,9,1,2,10,21,24,3,0,2,3,6,1,""
06,6,6,4,9,12,12,28,26,13,8,30,11,18,5,5,5,20,66,48,38,13,12,35,13,""
07,8,15,10,24,17,19,35,42,8,33,37,25,46,17,27,4,5,2,1,3,5,5,4,6,""
08,3,14,11,13,19,23,15,11,16,22,10,8,13,6,21,5,2,20,39,31,23,20,21,12,""
09,2,9,4,7,3,17,24,15,5,28,18,15,7,12,29,7,26,71,70,52,52,65,20,24,""
10,14,9,7,14,16,17,34,12,19,30,41,51,14,19,6,6,21,40,40,35,20,60,42,19,""
11,9,9,15,9,14,5,12,32,10,17,42,6,15,9,21,18,27,62,92,83,35,37,35,15,""
12,8,11,9,11,9,31,26,28,18,39,38,47,34,9,14,30,33,41,52,66,31,19,34,11,""
13,12,11,8,18,15,33,46,84,69,47,40,33,53,53,73,35,13,67,43,89,46,31,17,21,""
14,25,13,9,22,19,39,52,105,49,40,47,72,73,34,26,16,35,58,52,74,47,52,16,20,""
15,8,7,8,11,15,36,16,26,28,24,36,46,5,10,2,2,2,5,33,44,52,9,21,17,""
16,13,7,7,9,7,23,36,86,25,25,39,28,5,6,16,5,19,71,33,68,18,23,9,25,""
17,13,7,14,12,9,17,32,24,22,14,23,11,11,8,10,18,27,4,17,24,16,15,6,8,""
18,10,13,7,13,8,14,14,24,2,12,6,15,6,6,10,23,13,22,38,28,21,11,17,11,""
19,12,14,13,17,14,4,16,37,7,33,14,3,12,4,0,3,16,43,36,36,19,12,2,13,""
20,5,12,10,14,13,9,11,9,16,32,17,7,5,8,2,0,18,17,52,40,20,13,21,7,""
21,7,11,6,9,6,10,9,14,14,40,10,10,21,5,10,3,12,3,39,61,47,31,14,4,""
22,5,5,7,5,6,6,19,6,9,29,8,4,8,0,7,1,3,17,4,14,23,13,12,11,""
23,8,8,5,9,6,13,9,22,18,13,18,19,7,3,12,1,3,52,29,35,16,18,8,6,""
24,3,7,8,9,2,7,11,6,13,9,16,20,12,3,2,5,1,9,7,7,6,17,13,6,""
25,6,12,5,9,10,2,16,12,12,14,11,11,3,5,7,13,8,11,67,65,15,17,6,12,""
26,7,13,8,9,28,38,13,14,16,22,43,12,4,8,7,3,5,17,44,3,11,14,19,6,""
27,7,12,14,9,10,23,18,40,21,18,21,9,0,5,10,3,3,13,34,38,24,17,20,4,""
28,5,8,12,12,9,7,24,14,23,28,19,34,9,3,10,1,6,10,55,17,22,23,9,5,""
29,6,5,4,8,6,27,2,18,11,13,50,35,11,7,19,4,14,24,73,65,18,62,29,4,""
30,8,11,13,7,8,21,7,51,55,28,59,43,54,50,25,69,58,66,72,60,28,39,22,12,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
