mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,42,48,50,52,56,49,40,41,34,38,44,27,20,31,22,26,27,18,16,-1,-1,-1,32,42,""
02,47,53,50,47,52,53,31,35,34,40,43,33,31,29,23,16,16,10,-1,-1,-1,-1,-1,43,""
03,44,52,51,57,50,35,33,34,27,26,31,23,25,24,17,12,18,13,12,-1,-1,-1,41,42,""
04,37,60,44,46,44,44,48,40,26,27,38,25,30,26,17,12,20,16,-1,-1,-1,-1,-1,49,""
05,52,57,64,60,49,55,41,43,37,40,26,33,35,25,23,21,19,27,-1,-1,-1,-1,41,35,""
06,58,53,56,63,55,36,47,35,42,20,31,38,40,31,20,18,16,18,15,-1,-1,-1,25,55,""
07,56,51,58,63,52,43,40,28,39,30,32,25,28,41,21,21,23,28,17,-1,-1,-1,31,47,""
08,57,69,62,53,48,43,33,33,26,26,31,24,28,24,17,17,19,16,10,-1,-1,-1,34,41,""
09,58,61,46,52,50,55,38,29,37,33,33,32,29,18,23,20,19,16,-1,-1,-1,-1,33,52,""
10,49,62,55,51,48,27,28,37,35,40,22,18,24,19,17,15,18,20,15,27,-1,-1,-1,36,""
11,40,40,43,54,50,37,36,30,40,25,24,31,17,15,25,15,12,4,16,-1,-1,-1,32,38,""
12,52,40,44,54,44,43,32,35,41,31,19,43,30,21,19,15,15,7,-1,-1,-1,16,27,32,""
13,46,40,44,49,52,49,47,45,38,34,28,38,28,29,20,20,6,20,12,13,23,12,33,20,""
14,38,34,39,47,45,42,28,29,43,31,37,33,38,30,24,21,19,19,19,-1,-1,-1,21,28,""
15,46,58,57,52,52,39,34,26,32,26,21,27,34,26,27,26,13,15,-1,-1,-1,-1,52,41,""
16,63,52,53,51,38,44,25,38,28,31,30,33,24,22,24,14,13,18,-1,-1,-1,-1,34,42,""
17,48,51,60,50,45,35,36,31,45,36,20,31,24,22,33,15,-1,5,12,-1,-1,-1,-1,45,""
18,48,55,55,63,51,35,47,49,29,38,36,26,27,25,23,15,19,15,12,-1,-1,-1,33,42,""
19,45,42,48,50,43,40,36,34,30,25,23,28,29,23,17,18,15,15,-1,-1,-1,-1,58,36,""
20,48,53,47,51,32,44,38,23,38,35,33,35,34,24,16,13,19,14,20,15,24,22,34,35,""
21,51,62,55,48,33,33,38,22,26,30,27,34,32,26,20,13,18,8,9,-1,-1,-1,31,27,""
22,38,44,33,45,46,29,34,28,28,37,30,21,32,38,27,22,13,10,19,-1,-1,-1,33,36,""
23,47,55,52,47,33,45,41,23,40,34,32,29,24,18,27,18,16,17,9,-1,-1,-1,39,35,""
24,44,53,50,51,49,37,41,37,26,32,30,29,28,23,19,14,11,18,18,21,18,23,24,34,""
25,58,56,53,43,50,40,34,30,28,25,27,26,29,21,26,17,12,14,-1,-1,-1,29,45,55,""
26,58,53,35,45,50,38,28,32,26,27,20,25,25,31,24,16,13,11,11,18,-1,27,35,41,""
27,55,56,58,53,46,31,40,41,30,33,26,20,24,20,22,12,19,15,15,-1,-1,-1,32,52,""
28,45,50,65,54,48,38,29,39,30,34,31,31,14,28,15,11,10,12,12,-1,-1,-1,25,39,""
29,55,51,44,55,43,34,34,34,29,37,31,32,31,26,21,18,10,10,18,-1,14,30,35,28,""
30,38,58,36,44,43,38,33,27,40,22,25,20,23,10,18,9,8,10,-1,-1,-1,26,28,42,""
31,49,48,50,41,41,34,39,29,30,22,20,22,29,14,13,17,19,10,8,-1,-1,17,42,52,""
