Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,66,75,84,70,54,48,42,29,42,28,35,34,22,18,31,32,38,39,30,30,5
2,-1,-1,-1,67,59,55,43,34,24,11,12,17,33,27,21,23,29,35,42,35,33,52,59,12
3,-1,-1,-1,58,87,96,82,87,70,44,41,38,43,28,30,14,21,26,34,40,41,49,58,12
4,-1,-1,-1,81,111,90,107,91,71,45,26,29,33,48,38,28,31,18,31,27,22,39,41,18
5,-1,-1,-1,87,89,79,73,61,52,39,41,25,35,29,28,29,16,18,33,27,31,34,38,9
6,-1,-1,-1,50,92,80,58,62,62,46,21,20,6,13,21,13,24,21,20,18,26,29,38,8
7,-1,-1,-1,5,16,53,54,60,49,37,30,27,38,31,25,29,20,22,38,40,43,38,58,12
8,-1,-1,-1,63,96,72,65,69,56,62,59,38,16,20,27,20,21,22,26,37,47,40,59,10
9,-1,-1,-1,93,94,92,96,74,79,50,42,32,35,30,39,24,21,29,33,45,48,53,55,8
10,-1,-1,-1,104,105,112,78,94,65,67,51,34,32,34,32,26,24,21,35,39,40,35,43,14
11,-1,-1,-1,60,79,72,79,71,39,28,21,27,21,22,30,24,23,23,28,31,35,37,39,9
12,-1,-1,-1,54,94,89,74,64,65,29,37,33,22,26,23,24,24,21,36,50,36,43,44,11
13,-1,-1,-1,67,111,99,81,71,48,40,42,39,34,20,11,25,21,24,35,47,39,36,47,11
14,-1,-1,-1,15,49,119,95,82,78,63,35,32,33,35,34,28,33,27,27,36,33,39,42,14
15,-1,-1,-1,85,103,75,61,52,68,50,37,36,35,27,32,22,30,22,34,46,39,40,46,16
16,-1,-1,-1,101,93,107,89,74,65,34,40,32,23,20,27,15,23,30,40,40,30,38,58,8
17,-1,-1,-1,78,102,101,70,62,42,35,41,38,26,23,33,30,24,23,18,34,28,34,50,11
18,-1,-1,-1,58,87,77,86,67,73,43,40,36,33,27,17,27,23,26,27,26,19,30,30,7
19,-1,-1,-1,53,53,44,24,31,50,54,30,38,33,28,27,18,15,17,27,14,17,24,25,3
20,-1,-1,-1,57,72,61,46,36,28,38,39,31,32,28,31,24,20,29,27,36,20,39,35,-1,-1
21,-1,-1,-1,9,41,114,87,94,58,34,33,21,29,29,15,17,23,26,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,26,59,56
23,56,-1,-1,45,56,41,65,74,65,30,29,25,23,18,33,31,27,29,36,31,40,41,57,9
24,-1,-1,-1,85,116,99,80,67,55,53,46,37,34,28,36,22,33,24,36,35,32,41,49,5
25,-1,-1,-1,78,77,94,70,46,48,42,26,28,34,29,28,24,22,28,32,38,30,49,49,11
26,-1,-1,-1,84,89,88,79,54,49,36,37,48,34,27,27,26,37,18,37,46,48,42,47,11
27,-1,-1,-1,85,98,78,83,64,52,38,28,49,36,25,29,26,31,34,35,37,32,39,35,11
28,-1,-1,-1,7,39,92,94,75,62,47,50,35,29,32,18,22,15,36,30,53,46,48,52,9
29,-1,-1,-1,73,99,136,105,77,68,29,37,39,29,25,22,25,30,37,40,55,44,44,61,9
30,-1,-1,-1,95,89,109,78,73,60,51,35,25,30,35,22,29,25,22,26,46,36,35,42,9
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
