jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,1,5,11,13,10,20,26,22,19,8,5,5,15,5,5,35,26,8,8,5,1,0,3,3
02,23,33,25,36,39,70,68,76,79,50,21,2,3,3,1,7,9,9,8,27,15,15,18,11
03,4,21,22,63,34,53,36,63,68,65,46,32,23,29,27,23,20,25,37,54,61,33,30,19
04,15,20,17,9,8,3,3,15,10,6,13,26,50,13,9,10,15,12,20,36,35,27,42,32
05,47,83,41,22,11,46,64,73,60,49,61,18,30,9,12,12,32,13,27,28,46,44,57,55
06,41,39,27,17,11,10,10,45,41,24,37,47,53,49,45,25,8,11,11,8,11,104,65,38
07,89,77,73,96,66,63,55,77,72,63,131,77,19,10,20,46,50,47,24,16,7,9,4,8
08,6,8,6,5,8,25,70,99,70,28,35,17,15,4,4,1,5,16,8,20,30,16,27,17
09,22,8,29,27,5,19,56,52,62,45,57,42,43,35,68,34,15,7,24,63,49,83,141,140
10,155,95,65,79,135,154,134,143,129,113,90,89,93,69,42,41,9,40,104,99,152,138,104,125
11,160,119,62,80,102,125,154,145,110,75,49,53,55,9,6,7,3,25,19,9,36,46,36,12
12,27,39,49,56,24,27,64,106,116,50,71,55,54,30,25,37,24,10,27,20,27,22,28,10
13,13,6,18,22,14,38,58,50,38,24,26,34,21,20,7,11,13,16,44,11,19,26,8,16
14,9,6,10,11,6,5,38,109,128,71,44,31,10,2,7,7,40,37,34,24,30,21,67,44
15,54,52,52,129,146,146,129,105,74,105,127,117,81,39,45,16,25,69,113,123,102,115,129,147
16,134,156,109,84,51,67,134,138,109,101,102,113,120,123,71,63,43,98,98,82,40,81,66,90
17,33,72,92,99,9,53,98,116,116,129,124,81,110,115,125,89,45,76,74,75,81,87,64,81
18,86,73,21,16,5,24,20,40,42,32,47,20,9,17,26,13,0,1,3,16,38,71,33,26
19,15,14,22,48,62,43,52,69,68,78,75,62,51,30,48,50,9,12,39,67,80,65,95,69
20,75,70,66,12,28,28,81,92,72,68,52,74,9,39,45,44,111,46,33,40,63,73,61,103
21,73,11,102,69,91,102,100,132,121,54,61,44,27,21,9,1,9,12,21,11,3,3,0,5
22,13,4,5,80,145,166,155,167,148,139,147,142,88,17,8,4,1,22,71,83,74,62,5,49
23,51,53,62,61,11,32,34,45,24,11,31,55,57,44,48,28,44,16,35,39,62,66,64,62
24,74,77,67,66,65,55,41,30,79,116,120,103,71,60,87,95,65,68,99,65,44,16,19,9
25,13,17,24,54,61,111,132,124,112,69,49,38,45,43,27,9,13,16,11,8,62,90,68,83
26,70,65,106,80,39,90,151,141,136,117,143,75,81,35,96,108,104,142,106,77,47,31,32,70
27,35,43,11,4,3,5,13,19,7,2,59,94,47,2,7,3,6,22,48,48,7,6,19,10
28,14,35,73,49,69,52,96,104,87,50,59,111,103,76,32,16,45,26,20,16,22,14,18,39
29,15,8,10,17,23,34,22,37,59,29,11,24,24,49,13,54,25,13,70,58,73,107,29,10
30,40,31,18,21,16,13,40,52,22,21,24,22,18,14,2,14,6,9,31,18,28,34,65,128
31,89,129,51,57,40,56,89,123,135,136,59,91,51,52,52,19,17,48,63,78,96,81,101,71
