jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,122,142,144,209,222,263,235,244,220,217,236,235,248,240,179,141,104,73,78,77,97,109,133,126
02,143,135,152,208,214,228,260,277,235,210,215,211,254,239,188,140,139,98,81,85,92,139,124,143
03,120,162,176,211,268,314,321,360,227,220,282,341,335,353,347,274,211,230,148,152,161,163,166,213
04,260,275,330,345,386,446,503,461,402,329,387,415,365,340,279,191,174,101,72,68,78,96,95,109
05,117,144,181,196,269,236,261,236,227,206,258,261,258,220,193,134,116,105,63,68,88,119,116,129
06,109,138,148,207,190,213,231,231,213,220,218,213,190,207,192,141,94,99,71,75,87,80,93,99
07,108,124,159,192,190,238,248,239,224,213,222,257,229,199,178,127,111,65,65,65,78,70,109,106
08,94,123,123,198,217,195,209,219,180,208,237,247,233,204,172,141,91,80,65,72,87,76,101,113
09,102,113,155,160,184,209,196,175,192,230,208,209,204,167,135,122,84,60,59,65,79,87,76,100
10,96,118,154,198,199,216,225,189,221,211,200,247,230,213,155,98,103,92,95,60,99,132,113,103
11,118,114,166,200,195,213,218,202,194,243,243,298,269,241,186,153,102,93,66,81,101,143,129,132
12,112,140,156,207,265,252,250,252,231,284,259,321,289,215,184,124,103,57,92,65,103,108,133,108
13,108,145,153,197,264,256,197,176,196,222,261,246,211,226,181,111,117,71,84,57,90,120,118,115
14,96,100,153,220,242,233,219,194,230,238,274,266,282,238,198,138,120,75,73,67,89,76,94,118
15,112,135,162,200,234,219,220,216,203,278,220,278,255,181,185,132,74,78,63,93,81,91,93,97
16,116,115,136,203,219,235,196,202,206,220,210,246,227,199,179,100,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,170,174,213,242,201,241,167,130,83,77,74,60,71,91,108,115
18,113,139,173,204,204,211,195,227,211,194,251,260,246,254,179,130,107,72,62,77,98,97,103,120
19,106,148,183,212,255,231,234,221,223,242,241,265,235,196,178,146,97,92,72,64,109,87,103,114
20,124,117,153,232,239,236,216,172,181,201,211,234,229,203,168,134,94,67,90,74,93,104,112,134
21,156,173,203,232,240,256,217,214,228,221,200,237,233,201,138,132,92,71,68,86,81,90,127,128
22,127,138,153,206,293,251,239,208,167,194,215,234,213,167,135,108,66,41,59,51,59,76,72,83
23,85,101,156,168,206,198,186,186,145,188,169,145,156,122,128,102,70,73,57,56,68,76,81,85
24,104,115,107,141,178,205,179,188,199,211,198,197,171,141,108,17,133,65,74,51,53,79,96,98
25,103,95,131,148,168,200,172,165,170,174,162,228,143,132,111,95,81,63,57,66,66,85,97,103
26,110,119,132,168,201,203,192,187,181,168,196,186,156,164,115,124,70,53,51,59,78,91,79,84
27,75,108,127,177,202,191,174,186,181,203,161,185,135,141,131,97,53,68,70,62,80,86,87,74
28,103,72,99,150,203,188,166,201,188,202,191,171,171,124,90,98,74,56,45,63,58,79,88,89
29,89,111,112,150,168,169,159,168,147,167,155,150,119,118,114,93,70,59,60,52,68,71,80,78
30,92,105,111,170,208,181,185,166,232,184,205,169,153,129,132,89,67,60,48,57,54,71,78,76
31,97,90,125,164,197,177,143,148,177,168,181,173,163,162,132,91,73,49,53,44,58,81,75,68
