Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,47,51,46,55,81,57,69,61,59,58,45,70,61,63,59,39,46,47,36,38,35,38,41,41
2,47,66,59,61,83,71,62,56,62,57,55,60,63,60,80,44,55,53,56,43,62,55,42,85
3,91,141,165,163,220,221,249,266,178,135,223,263,246,254,220,207,176,137,100,80,69,57,55,57
4,60,52,56,74,56,57,52,44,52,38,38,60,61,59,41,39,30,24,30,21,40,39,37,32
5,42,43,57,63,77,58,49,51,70,58,49,49,35,39,38,37,25,20,22,34,34,41,34,42
6,40,42,48,63,38,61,55,63,44,59,61,61,48,44,40,45,31,38,27,27,45,37,38,37
7,34,48,41,58,63,44,50,52,51,57,68,70,55,57,41,32,32,21,24,27,33,40,42,45
8,40,44,42,53,80,56,44,37,53,46,59,58,45,44,37,28,20,18,26,26,31,35,28,30
9,31,35,33,39,48,53,71,60,61,40,64,51,52,46,55,40,64,36,22,20,35,36,29,31
10,51,49,50,64,66,52,61,51,54,63,70,57,56,42,42,36,28,56,40,21,47,47,36,52
11,36,45,55,57,58,67,54,56,57,51,50,55,66,46,32,-1,28,36,24,25,41,40,39,58
12,40,53,60,80,72,76,71,74,56,68,61,67,47,50,60,37,21,30,24,41,40,34,49,54
13,58,57,71,79,72,67,51,66,77,72,76,81,94,51,43,45,33,28,22,35,40,50,58,34
14,55,74,67,78,77,72,70,60,59,74,58,67,56,62,61,44,21,21,43,39,35,45,56,48
15,44,52,78,61,81,64,67,59,63,70,85,77,69,60,47,31,36,31,25,46,39,36,48,51
16,54,135,103,91,120,96,57,58,71,62,72,64,61,49,31,26,23,26,39,43,41,46,46,75
17,46,75,48,73,89,75,74,74,65,70,74,69,83,70,50,54,32,28,22,35,34,44,48,57
18,49,53,74,63,100,77,64,69,89,68,58,64,77,44,40,39,24,34,16,27,29,28,45,44
19,53,40,63,57,66,52,49,46,51,58,56,62,53,45,47,40,29,28,21,26,40,32,43,47
20,39,44,48,47,61,67,53,49,69,56,62,70,34,50,49,43,34,26,13,24,39,38,35,36
21,58,56,69,51,56,55,65,39,59,52,62,54,40,33,27,36,19,15,20,24,34,33,41,41
22,48,39,51,40,59,47,48,50,58,58,62,56,51,39,38,21,19,30,24,28,28,37,32,34
23,41,46,51,55,64,41,46,42,43,58,60,51,48,29,39,29,18,15,17,20,26,28,33,18
24,31,46,47,47,52,43,46,47,56,41,38,40,34,46,23,18,26,20,18,19,24,23,27,35
25,36,35,45,45,43,36,39,36,41,54,33,38,40,37,23,20,18,16,26,24,19,20,30,20
26,30,29,44,50,63,39,39,46,42,40,51,37,23,30,30,17,21,19,18,20,34,31,31,36
27,40,42,47,33,44,39,52,58,50,46,40,47,37,31,19,17,23,22,36,37,36,30,30,39
28,39,84,67,53,63,47,48,44,57,59,37,33,29,22,23,26,12,19,21,35,33,29,45,38
29,38,33,43,59,44,40,38,35,43,53,52,48,36,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,30,26,29,24,23,15,19,25,24,39,37,31
31,37,42,43,62,58,78,38,51,44,57,50,55,43,40,34,25,28,17,17,18,24,28,34,38
