jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,158,183,199,182,196,139,135,140,136,143,133,134,96,53,49,58,46,53,48,72,64,81,89,100
02,179,181,268,274,217,198,110,144,152,76,82,50,53,49,79,76,80,61,53,72,74,98,121,143
03,218,270,269,277,277,251,245,196,113,116,141,169,152,165,190,187,136,121,95,89,71,77,83,105
04,107,123,130,159,137,131,87,93,86,64,76,87,76,51,27,46,40,39,49,52,42,71,69,128
05,110,166,198,229,169,118,100,133,117,84,97,48,56,40,48,40,35,42,40,62,65,34,53,90
06,108,119,143,178,137,110,106,90,114,110,114,73,67,53,41,42,33,27,42,58,65,71,66,89
07,113,146,140,190,136,126,118,106,113,131,80,72,69,63,70,46,26,32,48,81,70,53,74,110
08,124,152,157,163,139,113,111,130,134,91,65,56,47,32,28,37,40,35,58,41,64,55,58,121
09,114,164,164,166,119,99,118,112,191,95,66,55,65,37,30,36,30,33,40,58,62,53,109,145
10,189,243,224,274,193,187,189,122,176,166,103,40,53,55,52,33,35,21,36,41,61,31,94,94
11,136,135,183,147,152,107,132,127,121,108,107,72,55,41,33,46,38,40,27,45,63,56,73,77
12,130,237,284,233,160,160,135,147,114,115,95,91,65,38,40,34,39,31,31,36,48,76,73,74
13,192,145,140,153,141,124,93,113,97,106,73,95,83,39,37,33,40,88,37,41,43,67,86,123
14,143,176,212,207,152,142,122,117,112,54,89,73,63,25,40,60,43,50,42,36,46,70,79,97
15,90,104,104,122,93,102,121,100,127,97,105,71,41,29,36,40,16,26,30,158,35,43,115,75
16,111,81,157,127,105,80,73,73,69,78,56,40,38,49,34,27,19,18,31,33,40,78,108,76
17,104,117,129,108,97,101,87,77,85,73,66,49,37,42,40,30,26,28,44,61,59,5,11,90
18,98,113,143,136,107,98,91,104,95,70,77,69,41,25,24,19,29,25,27,42,35,57,64,98
19,96,129,118,135,91,95,85,68,73,71,68,55,34,27,15,29,16,21,30,34,27,57,54,73
20,75,96,99,92,87,55,76,62,71,54,51,29,46,23,16,23,21,23,22,26,33,28,35,78
21,98,77,91,114,77,107,86,73,117,89,70,45,44,23,58,36,27,23,21,39,32,34,63,81
22,78,178,210,122,100,116,87,76,102,103,63,56,47,49,28,34,23,25,28,24,44,38,45,72
23,96,86,84,75,66,81,50,62,64,52,55,28,32,23,23,31,33,20,23,30,32,36,52,64
24,111,76,113,91,70,64,72,80,76,47,52,53,33,26,19,25,22,27,19,29,38,38,25,50
25,65,70,71,59,60,52,46,47,53,46,28,36,26,18,22,20,14,15,17,21,29,40,54,52
26,71,64,81,94,72,67,50,62,45,42,44,44,20,26,26,20,16,10,33,19,56,94,92,100
27,74,88,89,68,0,0,0,27,86,77,86,51,51,34,27,27,55,52,18,27,52,53,47,69
28,71,147,61,73,80,84,72,70,51,49,39,36,36,18,16,23,14,21,27,32,33,30,39,46
29,153,60,64,73,82,60,64,68,64,57,52,50,37,18,16,24,34,32,36,32,39,41,48,81
30,65,65,81,88,71,80,74,70,89,64,54,40,27,30,22,20,23,19,21,28,38,35,43,50
31,69,63,84,80,70,54,60,73,67,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
