jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,89,64,50,61,65,67,84,123,167,150
05,175,176,178,186,156,182,204,161,183,173,119,132,87,84,86,80,62,71,72,103,86,96,136,161
06,-1,31,191,181,168,188,187,168,148,135,130,148,127,83,62,77,69,74,70,91,91,99,126,157
07,153,188,188,202,175,177,202,143,144,95,131,112,85,97,71,75,55,58,65,80,95,136,136,163
08,131,185,182,166,220,198,159,149,139,143,121,107,96,92,62,51,55,56,73,78,109,120,127,137
09,146,154,173,163,157,165,170,159,116,129,111,115,105,80,77,67,52,64,58,93,91,102,119,134
10,157,164,147,196,183,189,183,163,155,138,47,137,114,88,69,56,45,57,53,85,93,100,105,145
11,150,174,170,205,189,210,195,177,155,130,158,106,94,77,43,44,40,39,53,59,82,100,124,140
12,156,159,144,185,151,161,144,121,130,103,125,95,97,78,75,50,35,43,69,88,86,111,132,155
13,181,186,158,166,177,222,216,143,144,126,101,98,89,82,97,56,50,40,67,62,102,103,112,150
14,167,238,228,218,211,223,240,191,171,153,152,109,87,97,74,79,48,57,47,84,92,90,125,151
15,115,167,161,162,162,144,177,147,143,126,112,94,75,75,52,46,41,43,55,70,86,106,130,139
16,164,158,154,196,187,166,168,128,114,101,101,88,72,77,57,44,53,42,43,48,73,92,101,140
17,196,223,221,207,199,218,172,127,151,113,141,148,109,88,90,47,37,41,61,64,118,115,170,139
18,167,166,190,244,274,238,238,239,193,183,203,150,162,135,79,49,36,40,38,61,63,87,114,133
19,129,161,256,257,231,214,199,174,135,146,89,85,64,52,65,76,55,102,45,67,87,105,97,133
20,127,160,146,156,159,144,157,142,107,96,105,84,70,63,64,35,36,32,44,49,62,96,81,130
21,118,143,147,160,192,202,206,170,187,154,119,116,79,66,70,57,44,41,42,64,77,71,104,119
22,109,130,146,162,166,185,174,184,173,156,147,126,103,80,-1,-1,-1,37,76,82,100,137,165,213
23,206,233,237,258,213,209,210,193,168,197,158,138,77,94,89,52,79,40,49,57,84,99,107,117
24,167,129,147,167,136,145,116,143,101,111,105,95,84,72,61,51,50,35,58,52,67,104,123,131
25,148,129,140,120,154,115,117,111,117,100,114,91,97,89,71,61,52,42,46,73,69,99,109,130
26,141,144,159,163,153,140,141,127,128,111,122,128,105,86,46,48,48,43,69,79,72,106,110,156
27,156,155,178,143,124,109,102,105,109,100,90,91,66,75,56,56,43,45,45,53,90,91,114,133
28,115,126,120,135,108,119,132,132,118,101,114,89,87,70,71,49,39,45,48,58,76,109,134,133
29,159,178,164,155,218,132,149,138,111,141,107,94,89,64,53,50,34,40,44,44,74,77,99,111
30,113,119,147,154,109,132,138,123,109,118,83,88,80,65,60,38,47,41,52,49,69,85,97,114
31,143,153,166,158,156,144,127,137,115,98,106,112,66,75,47,24,44,33,44,43,54,70,86,10
