jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,82,106,122,122,149,155,161,180,216,258,253,287,300,302,324,337,277,257,232,201,158,132,107,121
02,119,132,131,166,177,186,196,211,225,263,299,302,307,314,336,328,279,226,226,245,230,212,207,236
03,193,171,176,205,248,264,314,297,279,247,239,233,232,260,326,307,251,250,237,216,190,165,149,153
04,160,127,131,142,154,148,157,172,207,215,210,254,240,258,240,260,194,208,205,165,167,153,108,92
05,101,105,101,134,137,149,170,187,217,234,224,255,255,228,223,208,219,200,182,182,188,146,119,84
06,82,99,139,122,123,119,149,161,184,218,228,220,232,244,278,246,214,190,186,181,145,140,77,98
07,107,99,125,150,154,169,185,194,211,235,268,282,286,309,280,310,271,234,236,203,186,156,124,91
08,97,113,122,143,177,147,172,220,218,217,246,276,289,272,252,277,238,214,203,185,154,133,102,112
09,99,111,153,163,163,150,179,152,218,247,264,230,233,245,271,304,268,232,243,208,137,115,89,105
10,103,95,99,126,112,148,196,176,170,173,241,226,234,207,242,263,231,190,182,162,146,129,84,95
11,102,99,98,112,136,135,156,161,198,226,215,228,252,222,219,246,240,206,235,212,152,130,108,108
12,113,97,112,160,158,140,158,183,240,272,272,268,289,308,254,266,255,243,226,203,185,158,118,96
13,94,132,126,137,140,150,196,192,210,253,291,292,289,305,275,242,228,226,191,197,130,137,117,106
14,122,127,113,159,150,169,212,216,216,257,279,277,267,279,273,270,229,242,237,192,173,140,113,111
15,99,100,119,131,167,180,175,213,211,256,279,247,234,233,226,217,221,206,187,182,135,148,137,111
16,103,106,133,141,149,175,203,230,253,297,324,300,286,267,245,244,238,227,216,209,168,174,152,105
17,107,112,124,160,160,183,168,232,248,276,297,287,281,277,254,246,223,214,221,202,181,156,120,120
18,113,98,121,130,157,174,166,178,205,244,218,244,258,209,268,237,263,244,229,235,224,157,123,119
19,104,102,103,139,136,146,167,178,227,266,282,292,302,265,256,261,215,220,236,208,205,172,135,121
20,110,138,129,187,192,170,204,227,272,284,300,327,328,303,284,269,249,251,227,224,180,152,128,101
21,97,112,141,128,159,177,194,205,236,242,288,305,273,258,259,283,253,250,219,183,191,144,130,144
22,117,122,163,192,203,209,216,215,231,251,311,296,338,329,280,300,269,258,238,191,197,152,75,140
23,109,134,119,158,188,178,193,209,263,280,280,283,297,279,271,255,250,246,241,208,187,162,139,96
24,112,115,121,176,186,189,193,231,248,278,310,295,243,261,274,244,248,250,231,217,194,167,121,123
25,116,113,140,165,164,165,201,225,249,254,235,252,240,256,241,238,270,223,225,205,160,130,98,92
26,98,121,175,121,199,202,200,248,270,286,294,296,315,280,248,275,247,212,209,178,154,109,103,94
27,110,108,134,149,183,164,207,197,216,232,248,247,240,260,228,242,210,202,211,179,134,157,128,93
28,84,87,136,142,171,159,171,197,231,243,266,249,272,256,245,241,228,195,183,173,171,121,85,80
29,63,67,96,129,173,144,155,146,171,219,244,234,228,185,207,177,174,184,187,170,104,98,60,73
30,43,74,62,105,149,111,157,177,179,185,207,224,223,183,204,187,184,197,142,135,119,120,113,102
31,91,86,83,136,140,138,157,167,180,173,199,196,238,191,213,211,173,159,151,115,77,66,-1,-1,-1
