Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,39,56,55,43,24,47,57,36,26,59,44,27,36,29,31,33,26,35,36,44,64,78,65,61,""
2,62,71,83,60,72,70,86,85,76,72,39,10,27,40,43,46,36,55,87,88,48,49,36,55,""
3,65,46,44,53,50,45,61,43,60,79,101,105,115,91,65,63,49,47,30,67,62,36,68,47,""
4,66,72,52,63,64,76,93,101,82,46,54,54,24,29,23,28,24,30,18,35,29,46,37,50,""
5,72,63,54,55,60,62,67,97,64,34,43,26,18,23,20,24,20,22,29,33,40,39,31,52,""
6,61,64,67,51,65,64,72,61,59,60,38,19,18,17,27,17,10,24,26,31,27,48,43,25,""
7,51,46,57,39,40,52,57,44,41,28,23,10,11,9,15,16,14,16,16,9,13,32,30,32,""
8,24,34,38,49,55,43,60,57,32,35,37,21,17,22,23,19,16,27,44,34,59,55,55,41,""
9,48,48,29,32,39,14,17,9,13,16,12,12,10,16,17,43,38,36,49,48,60,69,58,71,""
10,65,46,40,30,40,21,17,14,15,9,6,14,7,12,22,23,18,29,44,43,34,39,31,56,""
11,59,59,51,46,29,10,5,9,8,15,8,10,5,10,7,13,15,25,42,29,39,40,51,37,""
12,36,19,42,14,19,12,9,6,3,8,4,3,10,12,10,6,15,14,22,31,25,30,33,28,""
13,31,41,38,31,23,17,13,9,4,7,6,4,-1,3,1,2,4,10,13,13,11,15,8,14,""
14,27,32,19,19,9,8,8,7,10,6,5,7,-1,8,12,18,12,10,20,22,28,36,34,28,""
15,33,37,39,31,18,16,11,4,6,9,5,10,16,10,6,11,27,24,32,23,32,42,38,46,""
16,42,39,23,25,20,12,7,11,14,9,9,18,10,17,12,8,23,31,25,32,24,49,40,24,""
17,53,44,37,20,18,13,11,8,14,8,3,15,12,19,27,46,52,42,80,72,97,81,84,73,""
18,74,84,80,47,36,37,19,18,21,28,26,30,44,57,16,19,9,16,25,36,31,89,68,90,""
19,58,115,95,58,48,33,19,20,32,22,25,23,31,68,52,50,78,110,92,120,118,121,111,107,""
20,71,96,77,55,31,37,28,13,25,22,16,27,25,14,35,18,37,54,33,40,34,32,34,42,""
21,29,15,9,15,12,10,12,3,4,15,6,6,11,5,11,9,24,29,31,29,43,30,33,38,""
22,27,16,13,12,8,6,19,17,3,6,6,32,8,20,15,20,36,43,22,39,67,50,28,27,""
23,15,33,16,8,10,5,13,10,10,14,14,15,11,14,11,18,38,30,34,13,24,20,26,36,""
24,24,33,16,14,11,7,6,3,17,3,7,10,11,9,9,19,17,13,21,29,25,22,23,26,""
25,27,35,25,8,10,9,9,8,11,13,11,16,12,18,21,22,32,54,36,39,31,48,35,47,""
26,16,31,14,16,12,12,5,13,11,8,15,22,14,7,12,13,35,51,26,42,45,49,48,46,""
27,32,36,27,30,19,16,12,5,13,12,13,11,19,20,22,27,40,41,47,40,45,35,34,44,""
28,45,46,18,16,18,10,13,10,11,8,17,8,10,15,20,21,32,47,33,36,32,36,31,21,""
29,28,24,14,17,19,9,10,14,11,6,15,10,2,7,12,8,24,36,53,47,39,51,47,51,""
30,47,27,18,18,12,14,14,11,9,13,18,13,14,23,29,35,39,48,32,45,70,71,70,43,""
31,47,31,30,29,20,16,13,19,18,23,32,17,36,50,39,38,44,64,79,92,78,79,66,66,""
