may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,111,100,120,145,156,190,166,187,175,161,153,128,102,72,31,25,35,37,46,53,38,29,43,69,""
02,91,110,106,103,101,110,141,144,141,117,93,197,144,109,73,63,46,29,35,54,41,82,139,34,""
03,129,115,125,122,146,153,186,193,150,132,120,133,128,97,79,57,42,38,59,35,49,66,100,90,""
04,71,119,136,134,143,145,161,172,157,206,171,116,102,94,106,100,1,58,53,72,89,109,148,3,""
05,131,115,132,131,184,209,229,212,200,259,231,239,133,122,86,90,50,38,38,49,58,91,77,101,""
06,111,143,191,194,230,250,277,221,142,189,125,62,50,80,54,31,13,7,1,0,40,60,101,135,""
07,119,163,188,183,262,173,56,186,234,236,238,194,166,152,166,87,50,14,33,48,49,80,125,134,""
08,193,202,205,188,240,247,243,237,281,248,232,202,186,172,134,104,60,58,1,158,112,144,183,43,""
09,109,145,131,148,183,274,294,227,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,121,6,2,0,30,81,62,164,""
17,50,167,171,177,199,230,240,171,258,221,217,189,164,142,150,70,49,38,40,33,13,4,147,170,""
18,154,188,58,178,261,259,156,216,101,147,135,63,106,196,203,187,169,143,49,51,43,80,66,98,""
19,95,144,5,107,144,49,81,214,212,151,174,112,81,146,115,70,47,28,43,44,30,118,79,50,""
20,23,10,2,95,84,183,128,235,92,131,46,58,130,164,101,170,101,72,86,72,50,83,48,53,""
21,106,53,31,97,149,203,243,183,239,286,293,279,255,184,168,172,49,55,39,59,85,101,157,44,""
22,16,3,15,198,267,310,141,5,62,252,240,222,195,184,99,91,76,48,178,81,50,61,39,3,""
23,7,7,31,194,282,311,76,83,23,13,31,1,191,218,121,93,72,47,46,61,71,114,145,187,""
24,23,8,78,228,147,44,252,302,104,0,1,146,179,213,108,76,54,68,44,44,47,41,74,21,""
25,21,25,7,134,146,211,173,188,209,219,180,158,143,131,71,99,122,134,74,52,25,36,108,2,""
26,1,2,19,37,50,52,26,10,36,34,17,6,167,222,135,143,151,115,92,115,65,92,127,77,""
27,88,166,160,139,176,199,251,200,213,157,162,135,188,170,157,104,58,93,58,98,86,104,94,169,""
28,201,125,166,156,194,193,208,193,211,162,173,156,125,121,93,74,149,239,76,76,94,179,185,99,""
29,129,133,106,148,164,154,160,149,126,163,138,143,109,87,93,86,67,72,69,72,84,98,85,115,""
30,138,150,110,136,144,142,170,162,163,209,118,141,129,149,81,68,58,68,59,176,115,92,124,127,""
31,92,126,131,174,172,165,143,96,165,129,145,142,137,94,93,72,68,65,64,63,68,-1,-1,-1,""
