Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,6,10,16,13,32,18,35,27,30,60,35,30,26,45,41,32,30,28,11,21,18,7,12
2,4,-1,6,4,16,8,14,10,11,25,25,18,36,20,24,23,24,22,39,16,15,13,19,10
3,9,5,4,8,17,36,11,15,17,31,47,23,27,23,39,39,35,66,34,36,18,23,9,7
4,4,13,8,14,20,23,22,39,22,43,34,41,27,32,40,63,37,36,27,29,17,38,17,9
5,5,2,9,4,16,18,12,19,18,33,45,32,23,25,54,46,40,39,110,42,36,20,11,7
6,9,10,25,23,19,18,26,23,29,37,54,43,50,50,61,46,50,41,30,32,21,23,17,25
7,6,21,7,23,28,39,91,21,26,27,37,43,45,38,37,47,57,40,26,42,11,5,7,1
8,2,-1,-1,1,6,1,1,2,5,7,9,7,6,10,7,10,3,13,7,7,8,5,4,-1,-1
9,2,5,4,2,3,1,2,2,7,4,5,5,8,7,13,12,12,11,6,14,2,3,2,1
10,3,3,3,4,4,3,7,6,7,11,7,6,10,17,13,16,5,184,8,36,5,4,3,-1,-1
11,3,5,1,3,3,2,2,7,13,7,9,10,14,10,18,20,20,28,12,19,7,5,3,4
12,4,2,1,3,8,7,12,8,14,17,11,25,17,19,10,14,11,13,29,6,12,8,2,1
13,2,3,6,2,5,6,5,10,13,21,16,276,470,393,334,72,23,16,8,11,26,16,4,4
14,1,2,2,2,3,4,4,8,9,15,8,9,10,7,5,9,19,6,9,1,5,3,3,2
15,4,2,1,3,5,10,5,4,14,13,10,7,18,9,14,9,18,17,11,6,17,6,4,1
16,2,-1,4,1,7,4,5,5,11,7,14,12,12,8,12,19,17,12,4,8,4,5,3,1
17,1,5,1,5,2,5,5,5,13,9,16,9,16,8,14,16,12,-1,-1,-1,6,2,-1,3
18,1,1,10,5,4,4,10,10,13,10,8,11,14,14,8,15,14,8,11,12,7,4,8,1
19,7,1,2,9,5,1,10,8,17,12,8,14,9,7,13,21,13,8,12,6,12,1,5,2
20,-1,4,1,-1,3,7,7,8,7,4,5,11,13,11,10,13,26,30,11,3,37,182,4,7
21,1,4,3,3,7,9,4,9,13,10,13,17,12,9,15,19,15,18,5,10,5,7,3,2
22,2,7,4,1,10,7,17,15,17,18,14,11,19,20,24,20,20,45,11,21,20,2,4,2
23,-1,1,2,8,3,10,5,14,24,386,581,242,18,17,19,12,19,19,5,15,12,8,6,11
24,1,1,2,4,6,10,8,5,12,16,9,10,24,24,12,16,21,20,12,8,5,1,3,-1,-1
25,2,3,2,9,354,630,377,3,11,12,9,19,16,19,12,18,17,19,13,8,7,3,4,3
26,1,-1,2,4,8,7,8,6,10,6,9,6,11,14,18,15,38,11,13,13,7,8,3,4
27,1,6,3,4,3,6,6,4,6,13,11,8,26,28,15,10,10,11,7,2,4,4,1,-1,-1
28,-1,-1,-1,1,1,3,2,3,4,3,5,1,5,6,12,10,3,8,10,5,2,3,4,2
29,1,-1,4,3,1,3,4,-1,4,5,3,14,11,8,8,14,8,9,3,3,7,4,2,1
30,2,2,-1,3,3,2,5,3,2,3,7,8,10,3,7,14,6,4,4,1,1,4,1,1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
