May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,18,11,11,24,15,33,44,28,40,17,12,15,15,5,7,14,22,30,37,49,69,33,26,77
2,8,21,4,4,7,35,22,26,7,24,3,7,3,-1,18,31,26,13,10,34,15,28,29,23
3,5,-1,1,7,5,34,5,15,11,4,9,5,29,1,7,2,13,22,4,125,81,58,37,4
4,20,57,13,21,10,39,62,47,14,1,-1,3,2,7,1,2,47,17,65,20,16,18,24,42
5,6,3,1,20,34,49,64,20,14,17,4,4,13,6,13,5,6,5,10,19,83,82,10,16
6,7,-1,2,-1,-1,82,34,31,23,7,1,2,10,-1,-1,7,4,3,3,9,38,43,40,117
7,12,4,5,5,19,10,32,1,4,-1,1,1,-1,-1,1,-1,1,11,5,1,10,137,132,29
8,5,11,4,7,20,39,21,1,4,23,11,12,16,26,5,10,10,9,17,25,22,80,22,37
9,11,3,3,3,6,94,118,45,85,29,16,28,41,13,13,11,26,13,15,10,8,52,27,58
10,125,2,2,2,64,60,15,47,39,15,18,18,52,16,23,5,7,12,26,1,44,49,29,16
11,2,-1,2,2,29,55,37,25,41,21,49,20,57,57,82,21,31,31,15,40,137,27,3,9
12,8,-1,-1,-1,-1,31,23,66,15,11,12,110,13,16,2,-1,22,10,4,11,4,15,19,8
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,7,17,4,1,-1,1,11,10,10,-1,2,2,5,2,7,29,3,10,20,1,3,3
15,-1,-1,-1,-1,-1,5,-1,1,-1,-1,6,-1,-1,1,-1,2,6,8,8,2,38,15,43,33
16,2,9,8,14,-1,23,2,1,5,4,100,-1,11,5,1,24,3,2,3,2,4,15,7,1
17,4,2,-1,4,6,7,61,8,2,2,-1,-1,-1,17,-1,-1,1,-1,8,27,40,80,13,8
18,8,2,19,5,10,15,14,3,-1,8,1,2,-1,-1,-1,-1,2,1,-1,13,7,34,23,9
19,-1,11,-1,-1,-1,3,5,17,2,-1,4,24,-1,-1,-1,-1,2,5,36,17,41,-1,3,6
20,2,-1,1,3,33,82,81,12,23,28,31,6,4,-1,-1,-1,1,1,1,6,8,49,9,7
21,14,10,97,1,12,35,30,9,4,7,5,-1,17,15,-1,4,-1,7,5,7,42,31,16,9
22,-1,-1,2,1,32,37,5,1,14,10,5,-1,-1,-1,6,1,4,3,-1,4,36,132,109,12
23,25,15,7,1,12,6,5,46,3,12,64,3,9,2,2,1,2,3,80,48,9,3,-1,-1,-1
24,1,1,-1,-1,5,-1,13,-1,1,-1,15,1,3,4,2,2,8,19,35,30,13,26,15,58
25,67,89,203,190,195,175,200,206,186,136,160,58,49,96,128,44,85,110,89,89,84,95,90,97
26,129,232,102,187,73,122,153,195,177,81,73,16,19,40,4,13,50,120,215,236,72,56,152,133
27,88,35,33,-1,1,-1,-1,1,28,70,13,3,4,3,1,8,4,1,2,13,-1,5,4,1
28,-1,1,1,12,-1,-1,-1,6,4,4,8,7,2,1,7,5,17,8,13,5,9,27,13,12
29,2,3,-1,-1,5,1,-1,6,21,4,5,11,1,-1,3,3,-1,-1,7,2,5,20,3,6
30,1,4,2,2,4,-1,1,4,-1,90,120,113,235,61,1,1,-1,3,8,1,6,3,3,1
31,2,-1,1,-1,4,1,2,14,8,7,4,8,1,-1,-1,9,6,5,19,6,7,4,4,2
