May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,7,4,9,15,30,50,29,51,33,38,21,16,11,17,9,6,12,2,4,9,11,3,4,2
2,7,6,9,13,44,20,47,31,22,13,25,13,13,9,4,8,2,2,7,3,5,4,2,4
3,7,7,9,17,18,47,39,23,19,25,28,19,25,19,12,11,11,3,3,3,3,2,2,3
4,7,7,33,49,40,49,46,45,69,35,48,35,22,14,6,4,3,4,5,7,3,4,2,3
5,3,4,31,38,40,69,83,75,83,47,48,25,21,18,16,11,5,14,7,3,5,3,2,5
6,4,13,17,26,61,20,45,17,26,35,37,14,7,12,14,8,5,3,2,1,6,6,4,5
7,8,10,24,17,36,36,53,42,42,-1,44,20,14,12,7,5,5,2,2,3,5,5,2,2
8,4,7,10,29,18,21,28,35,35,35,29,29,13,5,5,9,6,2,5,2,4,4,2,2
9,5,3,33,51,64,62,57,67,46,34,38,43,22,15,7,8,2,4,1,8,3,4,3,3
10,11,10,36,57,51,73,74,61,81,53,33,20,23,12,30,7,6,3,6,3,7,2,3,2
11,5,5,16,22,52,34,31,29,53,31,19,38,11,11,13,18,2,2,14,4,3,5,4,3
12,3,7,8,31,30,24,51,81,27,23,18,24,16,11,10,13,8,4,1,3,3,5,2,3
13,8,9,7,27,11,21,20,25,30,61,27,14,13,10,4,17,3,2,2,7,4,3,2,2
14,7,7,13,25,31,37,26,37,45,36,28,27,18,12,13,7,8,4,4,7,7,2,3,2
15,2,6,11,22,14,38,56,23,9,20,16,18,16,9,-1,-1,3,5,7,6,8,2,6,2
16,9,8,12,21,19,16,17,13,19,36,29,10,14,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,5,6,11,21,20,26,19,13,23,28,26,26,24,16,16,5,4,2,4,3,4,3,3,2
18,12,4,11,24,16,16,43,29,33,30,51,24,24,-1,39,4,13,-1,5,2,8,-1,3,5
19,8,9,14,22,30,-1,-1,-1,42,34,32,70,32,14,13,13,11,6,1,1,7,4,2,2
20,7,6,15,29,26,31,26,45,28,46,25,28,15,17,10,6,2,4,3,3,4,3,3,6
21,8,6,11,18,15,10,13,16,11,15,21,37,15,7,5,10,8,4,1,4,4,9,1,3
22,8,10,11,24,30,-1,-1,-1,-1,-1,-1,-1,-1,10,31,12,5,3,1,2,6,4,3,3
23,9,2,6,13,11,11,18,34,32,-1,-1,13,20,5,6,5,1,1,2,7,5,3,5,2
24,2,7,23,12,19,38,74,23,21,14,31,15,20,18,5,5,4,2,4,5,5,7,3,3
25,3,10,13,27,23,36,24,30,47,19,34,24,15,20,9,4,7,11,10,14,2,6,3,9
26,7,7,8,20,25,27,25,44,-1,-1,-1,-1,20,6,5,-1,-1,-1,2,2,2,4,5,2
27,5,5,17,27,21,29,23,32,28,20,-1,-1,7,7,3,8,7,5,-1,-1,3,3,5,2
28,3,8,4,8,16,7,12,11,16,18,13,16,5,7,5,9,1,2,3,2,2,3,2,2
29,4,3,4,25,8,22,9,10,12,14,18,11,7,10,5,2,2,6,3,2,9,2,4,4
30,3,10,7,11,24,14,8,11,9,10,11,15,7,12,13,8,4,5,16,11,4,5,3,4
31,4,6,24,27,21,12,14,25,21,17,13,12,8,15,11,11,5,4,-1,1,2,7,4,4
