May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,1,1,2,2,1,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,-1
2,-1,1,2,2,-1,1,-1,-1,1,-1,-1,1,2,-1,-1,-1,1,2,-1,1,1,2,1,3
3,1,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,2,-1,2,-1,2,1,-1,2,6,3,-1,-1
4,-1,3,1,-1,3,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,4,4,1,1,-1,-1
5,-1,1,2,3,-1,1,2,1,-1,-1,1,-1,-1,2,-1,-1,1,1,2,2,4,3,2,2
6,5,-1,-1,3,3,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,2,1,1,1,1,3
7,1,1,2,-1,-1,-1,1,-1,1,-1,-1,-1,2,-1,-1,-1,1,5,2,1,-1,3,2,7
8,1,1,1,1,3,2,2,-1,1,-1,-1,-1,2,3,1,1,-1,2,2,1,3,8,4,-1,-1
9,-1,3,3,-1,-1,-1,-1,2,3,2,-1,1,3,2,-1,3,-1,1,7,3,2,3,3,2
10,-1,2,-1,1,1,-1,-1,1,1,1,2,-1,-1,-1,1,2,8,2,3,1,2,2,6,3
11,-1,-1,-1,-1,2,1,-1,1,2,-1,-1,-1,1,1,2,4,-1,-1,1,5,3,1,6,1
12,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,2,-1,2,-1,4,3,2,-1,-1,-1
13,1,-1,2,-1,1,1,-1,-1,2,-1,-1,1,-1,-1,3,-1,-1,1,-1,3,2,2,1,3
14,-1,-1,-1,-1,-1,1,4,1,-1,-1,-1,2,-1,2,2,-1,-1,3,1,3,3,8,1,-1,-1
15,-1,-1,2,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,2,1,2,1,3,1,2,1,2
16,-1,1,2,-1,1,-1,-1,3,-1,-1,-1,1,3,1,1,-1,1,-1,3,1,1,4,1,-1,-1
17,2,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,3,2,3,1,1,3,3,1
18,1,-1,-1,1,2,-1,2,-1,-1,2,-1,-1,2,1,-1,2,-1,1,4,-1,2,6,1,2
19,1,2,-1,-1,-1,-1,3,2,3,-1,2,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1
20,1,-1,-1,1,1,4,-1,2,-1,1,-1,-1,-1,-1,1,1,3,2,1,2,2,3,3,1
21,2,2,-1,1,-1,5,3,2,1,-1,-1,-1,1,1,-1,1,-1,2,1,4,2,-1,4,1
22,1,-1,-1,1,1,2,-1,-1,-1,-1,1,1,3,-1,1,-1,1,3,2,3,-1,3,3,2
23,1,1,9,2,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,3,1,-1,1
24,3,1,-1,-1,-1,4,-1,1,-1,-1,-1,-1,2,1,-1,-1,1,-1,1,2,3,2,-1,2
25,-1,1,-1,-1,1,5,-1,1,-1,-1,1,-1,-1,1,6,1,2,2,3,2,3,2,-1,6
26,2,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,1,-1,4,1,-1,-1,5
27,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,2,1,12,1,5,1
28,-1,-1,1,-1,1,-1,-1,2,-1,-1,2,1,1,2,1,-1,-1,2,1,-1,1,1,-1,-1,-1
29,-1,3,1,-1,-1,-1,1,1,3,-1,-1,-1,-1,1,1,1,-1,2,3,1,-1,3,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,4,2,1,-1,-1,-1,1,3,-1,1,-1,1,1,1,3,1,6,-1,-1
31,1,1,-1,-1,-1,2,2,3,-1,1,1,1,-1,2,-1,1,-1,-1,1,5,2,1,1,3
