Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,48,-1,28,32,22,19,-1,-1,-1,-1,-1,31,27,30,28,48,53,45,61,58,75,68,71,53
2,58,43,35,29,36,19,-1,-1,-1,-1,-1,29,41,54,54,35,45,47,48,64,61,57,63,61
3,56,65,65,49,40,17,-1,-1,-1,-1,32,29,37,47,46,50,52,63,57,63,60,59,79,-1,-1
4,216,173,130,117,148,115,-1,-1,49,-1,-1,39,28,40,52,53,97,114,115,134,87,91,100,126
5,65,44,-1,-1,-1,23,27,12,16,11,21,26,35,31,32,47,51,55,74,60,57,57,57,44
6,-1,49,45,46,22,20,17,20,-1,17,18,32,32,25,30,45,40,59,57,58,62,50,49,56
7,-1,27,39,23,21,11,4,-1,12,14,24,25,29,37,42,42,74,47,57,46,46,49,47,47
8,41,42,36,29,11,14,18,8,12,19,19,34,36,34,42,37,48,53,43,66,51,53,69,59
9,-1,35,45,25,22,21,16,20,10,16,22,17,33,42,32,35,45,45,42,58,54,44,36,53
10,74,65,37,9,21,9,8,6,6,-1,17,15,19,28,22,32,37,55,55,55,46,33,40,42
11,56,39,42,35,19,24,13,9,15,8,36,33,26,33,34,34,34,28,40,49,41,30,45,47
12,47,48,55,31,31,24,35,-1,-1,13,16,23,31,26,44,42,52,36,56,53,48,37,37,43
13,41,52,25,24,17,12,13,-1,-1,18,16,23,37,25,35,28,35,58,54,45,42,48,21,37
14,57,61,53,26,29,21,15,6,24,8,28,18,33,27,29,33,43,39,54,51,48,49,36,46
15,50,44,39,46,22,26,18,17,12,12,11,26,42,21,41,27,45,57,65,35,68,64,42,45
16,39,47,39,37,36,25,12,11,14,10,17,28,33,38,38,42,48,53,46,47,37,36,54,38
17,51,36,42,37,28,15,16,4,10,12,9,14,22,38,25,25,44,61,54,55,52,47,36,36
18,47,41,62,29,24,22,21,-1,-1,-1,-1,16,41,45,42,50,52,59,61,55,48,51,44,41
19,61,63,33,31,21,11,-1,-1,-1,-1,22,29,30,38,37,35,46,50,65,52,56,42,63,58
20,50,58,34,38,29,22,15,-1,-1,-1,-1,21,24,30,26,33,52,51,53,53,41,52,54,47
21,44,38,11,16,36,18,10,10,12,14,18,25,26,22,30,46,60,68,46,55,57,38,47,43
22,57,43,39,31,20,21,17,12,11,11,20,31,33,38,29,35,37,60,48,51,44,39,38,37
23,60,44,-1,24,20,-1,8,9,6,12,10,28,27,46,34,39,21,39,54,54,47,52,38,65
24,41,45,46,33,31,24,14,7,10,6,8,27,38,40,30,43,46,26,42,50,52,47,38,54
25,60,41,34,27,18,26,-1,-1,-1,-1,-1,27,31,43,42,34,43,53,57,46,39,48,40,44
26,49,51,59,30,18,10,8,-1,15,-1,-1,32,30,30,51,32,51,50,47,37,48,44,52,45
27,71,59,43,37,26,20,10,8,-1,16,17,44,55,58,53,48,49,71,58,84,62,54,47,47
28,52,57,41,36,23,18,23,9,16,17,18,32,40,48,37,45,65,52,76,70,57,60,62,68
29,46,55,29,23,21,14,15,6,12,9,11,27,33,43,30,37,47,37,48,60,39,53,47,50
30,52,57,45,27,20,6,10,12,10,16,18,21,37,37,42,42,35,42,53,63,43,57,55,35
31,43,50,50,40,12,11,10,10,7,23,19,21,21,36,35,54,54,41,50,47,45,44,59,49
