Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,-1,2,-1,7,13,15,19,15,25,20,24,26,-1,-1
2,28,20,-1,-1,-1,-1,-1,5,4,5,11,9,8,8,9,20,11,17,25,17,13,14,27,13
3,33,32,-1,-1,-1,-1,-1,-1,5,8,2,-1,10,12,14,10,12,20,24,25,31,34,39,21
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,27,27,44,38,43,34,42,49,47
5,34,-1,-1,-1,-1,-1,-1,2,7,2,4,6,10,10,17,19,21,26,24,31,16,27,18,30
6,28,24,22,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,14,23,22,19,18,16,26
7,32,-1,-1,-1,-1,-1,-1,-1,8,11,6,7,9,9,13,26,14,21,21,21,27,19,15,16
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,15,13,19,23,26,21,18
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,6,6,11,12,14,22,22,17,24,24,25,12,27
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,8,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,6,9,16,15,-1,-1,-1,-1,-1,-1,-1,-1,16
13,36,26,27,25,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,6,16,21,23,18,22,24,25
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,23,34,30,29,19,15,10,3,6,8,10,9,13,14,8,12,19,12,23,25,12,21,19,28
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,27,22,30,24,22,15,27,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,6,15,10,14,24,25,29,27,20,20,32
21,29,35,30,-1,-1,18,14,8,6,6,2,6,5,-1,10,18,11,14,20,23,21,26,21,20
22,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,13,12,17,26,15,25,27,19
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,17,20,-1,-1,-1,-1,-1,-1,-1,3,4,11,15,12,5,12,12,11,28,29,25,15,12,24
25,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,13,17,10,11,13,13,21,18,20,18,20
26,18,-1,-1,-1,-1,-1,-1,-1,-1,5,11,7,10,7,20,10,22,13,23,20,25,14,17,26
27,22,24,26,25,34,-1,-1,14,-1,-1,-1,-1,8,8,12,7,10,19,18,20,19,17,19,14
28,-1,-1,-1,-1,-1,-1,-1,-1,2,2,9,6,10,19,11,12,11,23,20,24,23,14,17,-1,-1
29,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11,6,18,11,16,16,16,19,23,15,17,20
30,28,25,21,18,-1,-1,-1,-1,5,-1,-1,-1,-1,17,10,12,11,20,19,24,19,23,21,22
31,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,19,15,18,11,18,20,15,25
