Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,50,15,21,3,3,7,12,8,3,12,7,19,21,20,15,12,17,16,15,9,22,21,22,23
2,22,19,14,10,17,10,8,9,9,19,20,11,13,11,12,13,11,14,16,12,16,21,15,17
3,8,22,15,19,11,8,9,13,9,9,11,11,17,13,6,15,11,14,16,12,24,21,15,17
4,-1,-1,-1,15,11,6,9,7,7,8,12,6,8,7,17,10,12,18,16,14,12,15,13,-1,-1
5,7,-1,-1,-1,15,8,13,18,18,20,23,-1,-1,-1,12,14,10,13,12,7,11,7,11,20
6,22,23,24,20,19,12,19,5,7,7,7,19,7,11,25,11,15,17,12,12,5,6,22,15
7,18,20,9,12,8,10,14,9,6,11,9,21,21,16,11,14,25,15,24,19,11,6,13,8
8,12,7,2,9,7,10,8,6,8,8,10,16,21,15,16,12,15,14,22,24,4,8,14,20
9,-1,-1,-1,8,9,10,9,13,11,12,7,17,14,26,11,6,13,24,24,15,13,5,21,21
10,-1,-1,12,14,8,14,7,11,6,9,9,7,14,17,21,19,17,21,14,19,7,6,23,21
11,18,18,12,10,6,6,3,7,6,10,12,12,18,-1,-1,12,18,13,14,14,14,8,13,17
12,14,-1,-1,8,15,10,8,9,8,7,13,15,24,15,17,12,13,7,15,12,7,3,17,23
13,-1,-1,12,10,8,9,11,5,10,16,16,23,13,21,12,7,14,15,11,23,12,11,16,9
14,20,21,16,17,7,12,9,3,4,7,13,13,9,15,7,15,20,9,11,15,9,3,18,10
15,13,17,16,5,13,8,13,13,5,12,6,12,17,15,7,19,19,16,7,18,4,4,20,20
16,-1,-1,-1,9,11,4,3,16,4,2,9,16,17,16,9,11,17,11,19,11,15,11,15,-1,-1
17,21,24,15,6,9,5,5,6,7,6,7,17,17,26,-1,-1,10,24,4,15,12,18,19,11
18,-1,-1,22,15,15,12,8,6,20,11,7,16,12,15,22,8,14,16,10,9,4,4,-1,-1,-1
19,-1,-1,18,7,10,4,10,13,7,8,9,12,15,11,21,15,15,7,7,15,11,5,15,21
20,7,24,12,3,7,6,8,1,10,6,11,6,15,11,19,22,11,11,20,21,9,6,21,16
21,13,21,16,9,4,4,14,6,11,9,22,19,16,18,19,8,11,15,17,19,9,5,14,11
22,19,21,6,14,18,4,9,7,3,9,19,22,13,19,17,8,6,13,11,19,8,13,13,17
23,13,15,13,7,9,12,9,4,15,5,6,16,18,12,13,10,11,12,17,15,8,-1,9,7
24,20,21,7,13,6,8,5,6,4,9,4,7,6,10,11,8,10,13,7,8,4,11,13,5
25,10,24,12,4,6,6,7,9,6,4,15,15,10,24,11,11,17,18,14,5,7,5,13,12
26,16,17,7,18,11,2,6,5,7,9,6,11,21,21,17,12,16,8,7,14,5,12,14,16
27,10,25,-1,-1,-1,-1,-1,21,20,-1,-1,-1,-1,-1,20,18,-1,-1,25,16,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,15,10,12,5,17,16,20
29,20,21,7,4,14,14,12,12,15,9,6,18,16,19,18,13,14,12,12,17,8,6,20,21
30,11,12,8,2,5,8,5,4,6,9,17,12,6,14,14,13,12,13,13,8,2,6,17,-1,-1
31,22,23,23,13,10,5,6,7,6,6,9,9,10,21,14,8,3,5,7,4,1,10,4,-1,-1
