Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,218,246,259,231,247,200,214,228,232,276,292,266,234,231,176,182,164,165,183,150,161,207,171,245
2,280,280,281,338,325,324,345,302,288,322,295,306,277,219,191,175,161,182,219,231,200,230,271,274
3,277,195,326,410,375,348,328,332,342,402,440,436,370,392,337,319,330,331,343,329,319,390,445,469
4,448,474,447,440,480,443,428,425,434,384,481,439,447,423,371,281,254,241,208,205,199,194,245,257
5,221,259,349,365,349,355,367,396,382,447,452,380,367,256,218,187,168,155,197,171,186,189,196,197
6,179,269,356,322,346,326,350,367,319,409,314,356,286,269,194,195,138,139,173,189,149,146,205,175
7,147,199,320,325,336,312,274,340,349,380,326,317,276,247,190,166,158,149,170,145,157,159,194,197
8,184,218,306,290,247,249,257,293,330,325,334,300,224,201,171,156,141,107,130,146,143,142,171,107
9,127,201,289,300,263,254,322,327,359,362,325,338,296,237,180,169,140,137,149,163,163,140,180,175
10,181,215,262,327,315,274,255,300,325,314,327,331,264,272,216,178,130,129,136,156,133,131,202,237
11,227,216,277,333,336,332,284,313,325,343,328,355,262,237,174,147,123,145,143,173,166,171,209,184
12,191,235,317,305,304,298,291,340,303,342,325,425,441,228,193,182,121,129,150,122,153,152,184,155
13,228,305,350,353,363,282,327,329,350,413,386,380,291,233,172,187,320,170,156,175,172,167,232,291
14,243,362,408,364,359,313,369,363,492,482,401,429,331,249,181,173,151,156,120,153,172,171,230,265
15,241,275,382,374,334,332,320,388,425,489,432,436,360,284,205,142,167,133,143,151,185,190,235,253
16,210,302,373,381,311,308,315,414,438,440,409,354,321,256,196,171,133,148,171,165,196,189,248,278
17,329,245,307,353,339,329,324,393,448,446,372,368,318,253,189,161,158,151,187,203,163,178,231,286
18,181,245,333,352,350,330,354,392,418,422,371,366,326,272,201,161,140,163,168,167,175,201,198,195
19,239,267,316,271,261,215,253,324,414,388,419,320,238,222,176,161,132,121,120,144,166,168,197,242
20,193,246,340,306,281,252,252,363,385,390,364,318,255,208,180,139,111,114,144,137,154,202,218,211
21,165,245,348,288,271,260,305,334,356,377,396,343,278,216,178,150,124,147,132,191,194,207,231,235
22,198,269,319,344,294,258,280,318,295,346,295,291,246,181,148,136,115,109,133,131,136,145,202,231
23,207,231,265,292,325,258,280,313,375,353,271,295,243,214,186,132,120,86,117,128,183,158,153,239
24,209,216,297,364,299,274,274,284,347,310,306,295,264,184,147,153,130,115,120,139,134,166,231,210
25,194,211,277,287,293,303,293,314,323,314,302,326,286,241,161,138,128,134,157,173,158,180,164,225
26,153,261,245,315,262,322,281,335,306,353,321,304,259,182,184,163,128,174,141,141,156,176,170,133
27,165,221,312,318,283,256,280,330,313,342,291,251,219,180,179,145,125,120,155,159,135,171,189,212
28,238,296,327,299,285,244,263,331,311,337,301,306,243,176,163,125,121,108,108,127,140,158,181,141
29,188,249,299,301,278,252,262,300,325,322,333,276,213,190,140,114,112,107,129,104,130,144,178,231
30,176,227,258,260,233,237,297,281,237,262,258,231,197,155,126,97,119,102,117,127,123,148,168,165
31,205,218,278,292,262,251,253,335,257,215,243,272,192,160,156,121,107,110,110,130,140,144,167,206
