Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,92,109,88,118,162,281,265,199,203,225,176,138,98,128,103,106,106,85,84,82,94,112,166,65
2,77,98,103,125,159,258,255,243,252,289,149,149,277,150,107,105,112,104,95,98,184,141,145,22
3,-1,-1,-1,222,269,223,229,251,212,229,175,241,195,269,283,307,207,194,220,231,257,322,442,297
4,348,340,444,34,215,524,370,293,184,188,169,186,286,286,264,126,111,100,106,90,130,125,135,15
5,-1,-1,-1,177,179,154,237,198,200,151,145,162,117,151,111,98,84,78,91,60,68,83,124,20
6,-1,-1,-1,177,209,145,223,191,176,133,163,154,132,151,129,87,69,65,65,87,82,94,130,26
7,-1,-1,-1,154,185,173,216,184,187,124,122,124,155,86,88,112,48,49,51,63,98,108,117,24
8,-1,-1,-1,152,168,199,215,232,173,161,150,138,128,127,99,77,67,62,62,56,62,80,102,20
9,-1,-1,-1,156,146,179,193,180,167,210,146,114,104,100,84,96,53,66,90,53,64,103,110,31
10,-1,-1,-1,150,177,167,244,207,157,188,155,151,101,125,97,57,-1,48,59,80,75,120,114,99
11,88,71,96,43,55,174,197,182,169,138,148,158,107,86,92,68,59,55,69,77,92,105,124,17
12,-1,-1,-1,168,123,162,188,209,197,175,144,126,134,114,82,78,57,58,73,61,83,83,118,31
13,-1,-1,-1,107,159,174,276,201,166,154,136,154,145,117,61,88,-1,-1,-1,58,89,119,98,43
14,-1,-1,-1,130,166,209,220,226,220,158,183,173,179,102,87,58,59,36,42,50,79,85,102,17
15,-1,-1,-1,127,145,170,223,194,196,214,187,123,109,82,96,-1,81,37,42,69,89,92,116,26
16,-1,-1,-1,129,142,190,194,218,240,180,156,184,114,134,77,61,48,39,65,44,82,106,123,23
17,-1,-1,-1,132,163,132,240,231,194,189,153,164,113,94,93,56,59,40,56,66,91,90,164,87
18,78,57,75,53,83,183,224,217,213,198,199,154,117,93,76,69,58,54,58,80,78,104,130,76
19,-1,-1,-1,125,221,175,209,237,196,198,173,120,108,101,76,54,47,42,44,57,86,112,158,22
20,-1,-1,-1,120,124,164,209,285,235,208,209,159,117,100,94,76,29,57,45,42,68,75,210,35
21,-1,-1,-1,140,172,194,271,266,156,189,175,147,100,96,62,47,50,50,59,50,55,79,138,22
22,-1,-1,-1,119,163,179,194,243,239,188,167,139,133,94,71,57,37,50,57,65,64,93,110,32
23,-1,-1,-1,167,189,195,195,223,255,175,157,159,103,96,81,46,33,50,60,57,53,93,136,19
24,-1,-1,-1,179,185,170,211,185,187,167,165,140,112,73,66,40,55,34,44,45,37,94,115,89
25,67,115,66,16,98,202,242,207,150,175,140,207,119,88,66,48,53,35,55,65,75,110,118,28
26,-1,-1,-1,158,136,143,204,183,163,182,162,150,139,81,77,46,40,45,26,54,69,107,138,24
27,-1,-1,-1,132,161,273,220,238,216,173,144,108,99,84,60,29,39,37,37,45,54,103,116,18
28,-1,-1,-1,158,186,179,180,197,195,212,135,151,91,87,68,44,34,40,53,62,72,91,109,34
29,-1,-1,-1,136,159,164,234,241,200,154,162,104,86,63,73,58,37,24,37,52,64,90,130,38
30,-1,-1,-1,118,160,201,201,182,170,150,137,145,99,93,67,36,43,41,40,50,61,82,116,73
31,72,12,-1,158,191,167,200,201,179,125,172,118,143,129,85,53,44,38,41,57,71,103,139,85
